obs_id,taxon_name,common_name,subgroup,sample_info,body_part,ca_mg,fe_mg,zn_mg,epa,dha,fat,protein,location,season,biblio_id,bibliography,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here
af542,Sepia aculeata,Needle cuttlefish,Mollusc,"Cuttle fish, edible flesh, raw",NA,NA,NA,NA,NA,NA,1.3,NA,Unknown,NA,fi155,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,0901846,0,0,0,0,0,0,1,1
af543,Sepia aculeata,Needle cuttlefish,Mollusc,"Cuttle fish, edible flesh, raw",NA,NA,NA,NA,NA,NA,0.92,NA,Unknown,Mar,fi155,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,0901847,0,0,0,0,0,0,1,1
af544,Loligo duvaucelii,Indian squid,Mollusc,"Squid, edible flesh, raw",NA,NA,NA,NA,NA,NA,1.4,NA,Unknown,Mar,fi155,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,0901848,0,0,0,0,0,0,1,1
af545,Loligo duvaucelii,Indian squid,Mollusc,"Squid, edible flesh, raw",NA,NA,NA,NA,NA,NA,1.33,NA,Unknown,NA,fi155,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,0901849,0,0,0,0,0,0,1,1
af546,Haliotis,Abalones nei,Mollusc,"Abalone, edible flesh, raw",NA,NA,NA,NA,NA,NA,0.7,17.1,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901850,0,0,0,0,0,1,1,2
af547,Saxidomus nuttalli,Common butter clam,Mollusc,"Butter clam, edible fleh, raw",NA,NA,NA,NA,NA,NA,1.23,13,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901851,0,0,0,0,0,1,1,2
af548,Clinocardium nuttallii,Basket cockle,Mollusc,"Cockle clam, edible flesh, raw",NA,NA,NA,NA,NA,NA,1,11.8,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901852,0,0,0,0,0,1,1,2
af549,Protothaca staminea,Pacific littleneck clam,Mollusc,"Little neck clam, edible flesh, raw",NA,NA,NA,NA,NA,NA,1,13.5,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901853,0,0,0,0,0,1,1,2
af550,Gadus macrocephalus,Pacific cod,Finfish,"Pacific cod, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,0.66,17.9,"USA, Alaksa/Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901854,0,0,0,0,0,1,1,2
af551,Ophiodon elongatus,Lingcod,Finfish,"Lingcod, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,0.96,17.6,"USA, Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901855,0,0,0,0,0,1,1,2
af552,Cancer magister,Dungeness crab,Crustacean,"Dungeness crab, edible flesh (body), raw",NA,NA,NA,NA,NA,NA,0.87,19.3,"USA, Washington/Oregon/N California",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901856,0,0,0,0,0,1,1,2
af553,Cancer magister,Dungeness crab,Crustacean,"Dungeness crab, edible flesh (leg), raw",NA,NA,NA,NA,NA,NA,0.82,18.4,"USA, Washington/Oregon/N California",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901857,0,0,0,0,0,1,1,2
af554,Paralithodes camtschaticus,Red king crab,Crustacean,"King crab, edible flesh (body), raw",NA,NA,NA,NA,NA,NA,0.6,11.6,"USA, Kodiak Islands",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901858,0,0,0,0,0,1,1,2
af555,Paralithodes camtschaticus,Red king crab,Crustacean,"King crab, edible flesh (leg), raw",NA,NA,NA,NA,NA,NA,0.69,13.5,"USA, Kodiak Islands",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901859,0,0,0,0,0,1,1,2
af556,Paralithodes camtschaticus,Red king crab,Crustacean,"King crab, edible flesh (composite), raw",NA,NA,NA,NA,NA,NA,1.16,18.2,"USA, Kodiak Islands",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901860,0,0,0,0,0,1,1,2
af557,Stichopus californicus,Sea cucumbers nei,Mollusc,"Red sea cucumber, edible flesh, raw",NA,NA,NA,NA,NA,NA,0.6,10.6,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901861,0,0,0,0,0,1,1,2
af558,Squalus acanthias,Picked dogfish,Finfish,"Spiny dogfish, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,13.4,17.4,"Canada, Straits of Juan de Fuca",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901862,0,0,0,0,0,1,1,2
af559,Squalus acanthias,Picked dogfish,Finfish,"Spiny dogfish, whole, raw",whole,NA,NA,NA,NA,NA,15.3,16.3,"USA, Lower Puget Sound, Washington",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901863,0,0,0,0,0,1,1,2
af560,Thaleichthys pacificus,Eulachon,Finfish,"Eulachon, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,6.25,14.6,"USA, Colorado River",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901864,0,0,0,0,0,1,1,2
af561,Atheresthes stomias,Arrow-tooth flounder,Finfish,"Arrowtooth flounder, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,2.3,17.7,"USA, SE Alaska/Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901865,0,0,0,0,0,1,1,2
af562,Platichthys stellatus,Starry flounder,Finfish,"Starry flounder, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,1.4,17.3,"USA, SE Alaska/Washington/Oregon/Puget Sound",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901866,0,0,0,0,0,1,1,2
af563,Panopea generosa,"Clams, etc. nei",Mollusc,"Geoduck, syphon, raw",NA,NA,NA,NA,NA,NA,0.8,15.9,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901867,0,0,0,0,0,1,1,2
af564,Panopea generosa,NA,Mollusc,"Geoduck, edible muscle flesh (body), raw",NA,NA,NA,NA,NA,NA,3.2,15,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901868,0,0,0,0,0,1,1,2
af565,Hippoglossus stenolepis,Pacific halibut,Finfish,"Pacific halibut, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,0.79,20.7,"USA, Oregon/Washington/Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901869,0,0,0,0,0,1,1,2
af566,Clupea pallasii,Atlantic herring,Finfish,"Pacific herring, skinless muscle flesh, raw",muscle_skinless,NA,NA,NA,NA,NA,12.5,16,"USA, British Colombia/Puget Sound",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901870,0,0,0,0,0,1,1,2
af567,Clupea harengus,Atlantic herring,Finfish,"Pacific herring, whole, raw",whole,NA,NA,NA,NA,NA,12.8,16.4,"USA, Kodiak/SE Alaska/British Colombia",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901871,0,0,0,0,0,1,1,2
af568,Octopus hongkongensis,"Octopuses, etc. nei",Mollusc,"Octopus, edible flesh, raw",NA,NA,NA,NA,NA,NA,0.83,13.2,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901872,0,0,0,0,0,1,1,2
af569,Crassostrea gigas,Pacific cupped oyster,Mollusc,"Japanese oyster, edible flesh, raw",NA,NA,NA,NA,NA,NA,1.26,10.4,"USA, Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901873,0,0,0,0,0,1,1,2
af570,Ostrea lurida,Yaquina oyster,Mollusc,"Native oyster, edible flesh, raw",NA,NA,NA,NA,NA,NA,0.5,10.6,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901874,0,0,0,0,0,1,1,2
af571,Theragra chalcogramma,Alaska pollock(=Walleye poll.),Finfish,"Walleye pollock, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,0.98,18.9,"USA, Bering Sea/NE Pacific Ocean of Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901875,0,0,0,0,0,1,1,2
af572,Hydrolagus colliei,Spotted ratfish,Finfish,"Ratfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,10.7,15.1,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901876,0,0,0,0,0,1,1,2
af573,Sebastes melanops,Black rockfish,Finfish,"Black rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.84,18.7,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901877,0,0,0,0,0,1,1,2
af574,Sebastes crameri,Darkblotched rockfish,Finfish,"Darkblotched rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,2.19,19.8,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901878,0,0,0,0,0,1,1,2
af575,Sebastes aleutianus,Rougheye rockfish,Finfish,"Rougheye rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.27,19.3,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901879,0,0,0,0,0,1,1,2
af576,Sebastes paucispinis,Bocaccio rockfish,Finfish,"Bocaccio rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.04,18.6,"USA, Washington",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901880,0,0,0,0,0,1,1,2
af577,Sebastes goodei,Chilipepper rockfish,Finfish,"Chilipepper rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,2.35,20.8,"USA, N California",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901881,0,0,0,0,0,1,1,2
af578,Sebastes rubrivinctus,Atlantic redfishes nei,Finfish,"Flag rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.78,18.2,"USA, Washington",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901882,0,0,0,0,0,1,1,2
af579,Sebastes elongatus,Greenstriped rockfish,Finfish,"Greenstriped rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,0.73,20.3,"USA, Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901883,0,0,0,0,0,1,1,2
af580,Sebastolobus alascanus,Atlantic redfishes nei,Finfish,"Shortspine thornyhead rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.67,17.3,"USA, Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901884,0,0,0,0,0,1,1,2
af581,Sebastes pinniger,Canary rockfish,Finfish,"Canary rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.39,18.7,"USA, SE Alaska/Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901885,0,0,0,0,0,1,1,2
af582,Sebastes alutus,Pacific ocean perch,Finfish,"Pacific ocean perch, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.43,19,"USA, Washington/Oregon/N Carolina",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901886,0,0,0,0,0,1,1,2
af583,Sebastes ruberrimus,Yelloweye rockfish,Finfish,"Yelloweye rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,0.2,17.2,"USA, SE Alaska/Washington",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901887,0,0,0,0,0,1,1,2
af584,Sebastes rosaceus,Rosy rockfish,Finfish,"Rosy rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,0.84,19.3,"USA, Washington",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901888,0,0,0,0,0,1,1,2
af585,Sebastes flavidus,Yellowtail rockfish,Finfish,"Yellowtail rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.56,18.9,"USA, Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901889,0,0,0,0,0,1,1,2
af586,Sebastes entomelas,Widow rockfish,Finfish,"Widow rockfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.6,19.6,"USA, SE Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901890,0,0,0,0,0,1,1,2
af587,Anoplopoma fimbria,Sablefish,Finfish,"Sablefish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,15.1,13.8,"USA, SE Alaska/Washington/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901891,0,0,0,0,0,1,1,2
af588,Oncorhynchus keta,Chum(=Keta=Dog)salmon,Finfish,"Chum salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,3.86,21.3,"USA, Puget Sound",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901892,0,0,0,0,0,1,1,2
af589,Oncorhynchus tshawytscha,Chinook(=Spring=King)salmon,Finfish,"Chinook salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,11.5,19.5,"USA, Oregon/Washington/Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901893,0,0,0,0,0,1,1,2
af590,Oncorhynchus gorbuscha,Pink(=Humpback)salmon,Finfish,"Pink salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,4.76,19,"USA, SE Alaska/Washington",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901894,0,0,0,0,0,1,1,2
af591,Oncorhynchus kisutch,Coho(=Silver)salmon,Finfish,"Coho salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,5.31,21.7,"USA, Washington/Oregon/Puget Sound",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901895,0,0,0,0,0,1,1,2
af592,Oncorhynchus nerka,Sockeye(=Red)salmon,Finfish,"Sockeye salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,8.55,21.3,"USA, British colombia/Washington/Colorado River/Oregon",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901896,0,0,0,0,0,1,1,2
af593,Alosa sapidissima,American shad,Finfish,"American shad, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,7.9,18.8,"USA, Oregon/Washington/Alaska",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901897,0,0,0,0,0,1,1,2
af594,Pandalus borealis,Northern prawn,Crustacean,"Pink shrimp, edible flesh, raw",NA,NA,NA,NA,NA,NA,0.95,18.1,"USA, SE Alaska/Washington",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901898,0,0,0,0,0,1,1,2
af595,Raja,Raja rays nei,Finfish,"Skate, edible flesh, raw",muscle,NA,NA,NA,NA,NA,6.05,16.3,USA,NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901899,0,0,0,0,0,1,1,2
af596,Microstomus pacificus,Dover sole,Finfish,"Dover sole, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,0.95,16.8,"USA, Washington/Oregon/N California",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901900,0,0,0,0,0,1,1,2
af597,Pleuronectes vetulus,English sole,Finfish,"English sole, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,1.36,16.8,"USA, Bering Sea/British Colombia/Colorado/Washington/Oregon/Puget Sound",NA,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,NA,1976,0901901,0,0,0,0,0,1,1,2
