ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,country_region,season,isscaap_cat,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1664,NA,Lobatus galeatus,prot_g,23.7,mollusc,NA,NA,14,23,NaN,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1665,NA,Lobatus galeatus,prot_g,23.4,mollusc,NA,NA,14,23,NaN,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanco Metzler A., Montero Campos M. (1992). Composicion quimico - nutricional de la carne de cambute, Strombus galeatus (Mesogastropodia: Strombidae). Rev. Biol. Trop. 40: 89 - 93",1666,NA,Lobatus galeatus,prot_g,23.8,mollusc,NA,NA,14,23,NaN,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lapa - Guimaraes J., De Felicio P. E., Guzman E.S.C. (2005). Chemical and microbial analyses of squid muscle (Loligo plei) during storage in ice. Food Chemistry. 91: 477 - 483",678,Squid_muscle_wild_raw,Loligo plei,prot_g,14.1,mollusc,23.843611,-23.843611,35,35,NaN,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,35,NA,901066,NA,NA,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",681,European_squid_wild_mantle_flesh_raw,Loligo vulgaris,prot_g,18.6,mollusc,34.553128,34.553128,78,78,NaN,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,78,4.1,901214,NA,Spring,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",682,European_squid_wild_mantle_flesh_raw,Loligo vulgaris,prot_g,18.19,mollusc,34.553128,34.553128,78,78,NaN,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,78,4.1,901216,NA,Winter,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",683,European_squid_wild_mantle_flesh_raw,Loligo vulgaris,prot_g,17.44,mollusc,34.553128,34.553128,78,78,NaN,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,78,4.1,901215,NA,Autumn,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,699,Surf_clam_wild_male_meat_raw,Mactra violacea,prot_g,10.2,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901056,NA,1/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,700,Surf_clam_wild_male_meat_raw,Mactra violacea,prot_g,13.6,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901057,NA,4/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,701,Surf_clam_wild_male_meat_raw,Mactra violacea,prot_g,11.7,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901058,NA,7/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,702,Surf_clam_wild_male_meat_raw,Mactra violacea,prot_g,11.9,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901059,NA,8/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,703,Surf_clam_wild_female_meat_raw,Mactra violacea,prot_g,11.4,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901060,NA,2/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,704,Surf_clam_wild_female_meat_raw,Mactra violacea,prot_g,11.3,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901061,NA,3/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,705,Surf_clam_wild_female_meat_raw,Mactra violacea,prot_g,12.4,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901062,NA,4/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,706,Surf_clam_wild_female_meat_raw,Mactra violacea,prot_g,12.5,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901063,NA,5/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmilatha P. (2009). Proximate composition of the surf clam Mactra violacea (Gmelin 1791). Indian J. Fish. 56(2): 147-150,707,Surf_clam_wild_female_meat_raw,Mactra violacea,prot_g,11.8,mollusc,11.753288,11.753288,9.5,9.5,NaN,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.5,NA,901064,NA,7/5/2017,"Clams, cockles, arkshells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1495,NA,Metacarcinus magister,prot_g,19.3,crustacean,NA,NA,22.5,22.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1496,NA,Metacarcinus magister,prot_g,18.4,crustacean,NA,NA,22.5,22.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1537,NA,Microstomus pacificus,prot_g,16.8,finfish,NA,NA,73.08333333,62,3.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,40,NA,56527,NA,2850,NA,76,NA,NA,NA,NA,NA,NA,NA,demersal,NA,0,NA,0,3.34,3.22,0.137,0.44,NA,NA,NA,NA,3500,NA,56527,NA
"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561",790,Striped_dwarf_catfish_wild_edible_portion_raw,Mystus vittatus,prot_g,15.62,finfish,22.816667,22.816667,21,21,3.97,variable,mainly animals (troph. 2.8 and up),NA,21,NA,NA,NA,NA,NA,4833,NA,21,3.1,900184,NA,2/2/2017,Miscellaneous freshwater fishes,59235,NA,demersal,NA,-1,NA,-1,3.97,3.14,0.116,0.65,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",805,Norway_lobster_wild_edible_flesh_raw,Nephrops norvegicus,prot_g,20.4,crustacean,37.017954,37.017954,8,8,NaN,NA,NA,NA,8,2.8,NA,NA,NA,NA,NA,NA,8,2.88,901195,NA,Winter _Dec 2000,"Lobsters, spiny-rock lobsters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",806,Norway_lobster_wild_edible_flesh_raw,Nephrops norvegicus,prot_g,21.2,crustacean,37.017954,37.017954,8,8,NaN,NA,NA,NA,8,2.8,NA,NA,NA,NA,NA,NA,8,2.88,901196,NA,Summer _Jun 2001,"Lobsters, spiny-rock lobsters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1634,NA,Octopodidae,prot_g,13.2,mollusc,NA,NA,NaN,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",818,Common_octopus_wild_arm_flesh_raw,Octopus vulgaris,prot_g,14.83,mollusc,34.553128,34.553128,88,88,NaN,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,32,3.55,901220,NA,Spring,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",819,Common_octopus_wild_arm_flesh_raw,Octopus vulgaris,prot_g,14.78,mollusc,34.553128,34.553128,88,88,NaN,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,32,3.55,901221,NA,Autumn,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",820,Common_octopus_wild_arm_flesh_raw,Octopus vulgaris,prot_g,15.28,mollusc,34.553128,34.553128,88,88,NaN,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,32,3.55,901222,NA,Winter,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biandolino F., Portacci G., Prato E. (2010). Influence of natural diet on growth and biochemical composition of Octopus vulgaris Cuvier, 1797. Aqucult Int 18: 1163-1175",1576,NA,Octopus vulgaris,prot_g,10.2,mollusc,NA,NA,88,88,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1548,NA,Oncorhynchus clarkii,prot_g,19.9,finfish,NA,NA,99,NaN,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,NA,NA,NA,NA,12204,NA,99,NA,NA,NA,NA,NA,52559,NA,demersal,NA,-1,NA,-1,3.77,NA,NA,0.56,NA,NA,NA,NA,18600,NA,9988,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1531,NA,Oncorhynchus gorbuscha,prot_g,19,finfish,NA,NA,75.125,71.33333333,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,50.5,NA,12193,NA,9015,NA,76,NA,NA,NA,NA,NA,240,NA,demersal,NA,-1,NA,-1,3.39,4.49,0.35,0.52,NA,NA,NA,NA,6800,NA,27436,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1529,NA,Oncorhynchus keta,prot_g,21.3,finfish,NA,NA,100,100,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,58,NA,3561,NA,559,NA,100,NA,NA,NA,NA,NA,9027,NA,benthopelagic,NA,-1,NA,-1,3.42,3.74,0.187,0.41,NA,NA,NA,NA,15870,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1532,NA,Oncorhynchus kisutch,prot_g,21.7,finfish,NA,NA,104.625,98,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,71,NA,593,65.5,40637,NA,107.95,NA,NA,NA,NA,NA,1998,NA,demersal,NA,-1,NA,-1,4.18,NA,NA,0.7,NA,NA,NA,NA,15170,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1550,NA,Oncorhynchus mykiss,prot_g,21.1,finfish,NA,NA,121.9166667,120,3.53,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,60,NA,5504,NA,96339,NA,122,NA,NA,NA,NA,NA,26523,NA,benthopelagic,NA,-1,NA,-1,3.53,4.08,0.281,0.63,NA,NA,NA,NA,25400,NA,7251,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1533,NA,Oncorhynchus nerka,prot_g,21.3,finfish,NA,NA,84,84,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),anadromous,NaN,NA,45,58,9988,71,5723,NA,84,NA,NA,NA,NA,NA,NA,NA,pelagic-oceanic,NA,-1,NA,-1,3.23,3.54,0.163,0.35,NA,NA,NA,NA,7710,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1530,NA,Oncorhynchus tshawytscha,prot_g,19.5,finfish,NA,NA,146.375,140.3333333,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,70,NA,9258,NA,40637,NA,150,NA,NA,NA,NA,NA,NA,NA,benthopelagic,NA,-1,NA,-1,3.83,4.4,0.66,0.67,NA,NA,NA,NA,61400,NA,27547,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1494,NA,Ophiodon elongatus,prot_g,17.6,finfish,NA,NA,148.625,138.5,4.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,NA,NA,NA,NA,2850,NA,152,NA,NA,NA,NA,NA,NA,NA,demersal,NA,0,NA,0,4.32,NA,NA,0.72,NA,NA,NA,NA,59110,NA,40637,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1511,NA,Ostrea lurida,prot_g,10.6,mollusc,NA,NA,NaN,9,NaN,filtering plankton,mainly plants/detritus (troph. 2-2.19),NA,9,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,filtering plankton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1535,NA,Pandalus borealis,prot_g,18.1,crustacean,NA,NA,14,14,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1505,NA,Panopea generosa,prot_g,15.9,mollusc,NA,NA,17.5,17.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1506,NA,Panopea generosa,prot_g,15,mollusc,NA,NA,17.5,17.5,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1497,NA,Paralithodes camtschaticus,prot_g,11.6,crustacean,NA,NA,40,40,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1498,NA,Paralithodes camtschaticus,prot_g,13.5,crustacean,NA,NA,40,40,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1499,NA,Paralithodes camtschaticus,prot_g,18.2,crustacean,NA,NA,40,40,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",891,Pink_shrimp_wild_edible_flesh_raw,Parapenaeus longirostris,prot_g,20.8,crustacean,37.017954,37.017954,4,4,NaN,NA,NA,NA,4,2.5,NA,NA,NA,NA,NA,NA,4,3.31,901193,NA,Winter _Dec 2000,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",892,Pink_shrimp_wild_edible_flesh_raw,Parapenaeus longirostris,prot_g,21.3,crustacean,37.017954,37.017954,4,4,NaN,NA,NA,NA,4,2.5,NA,NA,NA,NA,NA,NA,4,3.31,901194,NA,Summer _Jun 2001,"Shrimps, prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1538,NA,Parophrys vetulus,prot_g,16.8,finfish,NA,NA,49,49,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,33,NA,56527,57,6885,NA,49,NA,NA,NA,NA,NA,NA,NA,demersal,NA,0,NA,0,3.39,NA,NA,0.46,NA,NA,NA,NA,1500,NA,56527,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",264,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,16.97,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44,NA,NA,NA,NA,NA,7226,NA,44,3.5,900513,NA,NA,Miscellaneous demersal fishes,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",896,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,13.96,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44,NA,NA,NA,NA,NA,7226,NA,44,3.5,900511,NA,Oct _Austral spring 2003,Miscellaneous demersal fishes,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",897,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,17.95,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44,NA,NA,NA,NA,NA,7226,NA,44,3.5,900510,NA,Aug _Austral winter 2003/2004,Miscellaneous demersal fishes,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",898,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,17.92,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44,NA,NA,NA,NA,NA,7226,NA,44,3.5,900512,NA,Dec _Austral summer 2003,Miscellaneous demersal fishes,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",899,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,18.06,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,44,NA,NA,NA,NA,NA,7226,NA,44,3.5,900509,NA,May _Austral autumn 2003,Miscellaneous demersal fishes,47657,NA,benthopelagic,NA,0,NA,0,3.49,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",937,Pacu_wild_muscle_tissue_raw,Piaractus mesopotamicus,prot_g,19,finfish,16.837027,-16.837027,40.5,40.5,2,other,mainly plants/detritus (troph. 2-2.19),potamodromous,40.5,NA,NA,NA,NA,NA,39031,NA,40.5,2,900689,NA,Aug _drought period,Miscellaneous freshwater fishes,32894,NA,demersal,NA,0,NA,-1,2,NA,NA,0,NA,NA,NA,NA,2.00E+04,NA,32894,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1504,NA,Platichthys stellatus,prot_g,17.3,finfish,NA,NA,89.66666667,83,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),catadromous,NaN,NA,57.5,NA,12193,NA,2850,NA,91,NA,NA,NA,NA,NA,9013,NA,demersal,NA,-1,NA,-1,3.5,3.58,0.113,0.5,NA,NA,NA,NA,9100,NA,2850,NA
"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235",60,Crab_wild_male_meat_raw,Portunus pelagicus,prot_g,19.8,crustacean,26.0667,26.0667,14,18.2,3.58,variable,mainly animals (troph. 2.8 and up),NA,17,NA,NA,NA,NA,NA,NA,NA,14,3,901054,NA,NA,"Crabs, sea-spiders",NA,variable,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
