sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,Land,ASFA,Synopsis,DateSynopsis,Flag,VancouverAquarium,Sp2000_NameCode,Sp2000_HierarchyCode,Sp2000_AuthorRefNumber,E_Append,E_DateAppend,SpecCode
Lutjanus argentimaculatus,Flabellina,salmonacea,3448,"(Couthouy, 1838)",salmon aeolis,NA,NA,NA,NA,2108,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,0,672,3446,NA,NA,NA,NA,NA,NA,NA,10.0,7.5,TL,NA,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Assumed maximum length from Ref. 822. Feeds on hydroids (Ref. 822).,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:15.000Z,0,NA,NA,NA,NA,0,ITS-567599,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1407
Macrodon ancylodon,Eulima,patula,19,"Dall & Simpson, 1901",largemouth eulima,NA,NA,NA,NA,2041,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,4,805,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.6,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:13.000Z,0,NA,NA,NA,NA,0,ITS-567556,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,417
Mastacembelus armatus,Cyathura,estuaria,19,"Barnard, 1914",NA,NA,NA,NA,NA,504,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Estuarine to intertidal (Ref. 3113).,NA,2,2005-12-11T00:00:00.000Z,NA,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:20:04.000Z,0,NA,NA,NA,NA,0,ITS-542636,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,10140
Megalaspis cordyla,Oenopota,obliqua,7797,"(Sars, 1878)",NA,NA,NA,NA,NA,2001,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,38,183,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.9,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,29,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-568019,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,384
Microstomus kitt,Onchidoris,depressa,3477,"(Alder & Hancock, 1842)",NA,NA,NA,NA,NA,2122,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Main food based on another species of the same Genus; to be replaced with a better reference (Ref. 7726). Members of the order Nudibranchia are simultaneous hermaphrodites (Ref. 833).,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-205258,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1382
Molva dypterygia,Onchidoris,inconspicua,3477,"(Alder & Hancock, 1851)",NA,NA,NA,NA,NA,2122,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-205259,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1383
Mora moro,Circulus,texanus,19,"(Moore, 1965)",Texas vitrinella,NA,NA,NA,NA,2077,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,0,44,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.21,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:59.000Z,0,NA,NA,NA,NA,0,ITS-567372,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,1734
Mugil liza,Peronia,peronii,19,"(Cuvier, 1804)",NA,NA,NA,NA,NA,2208,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,5,2007-07-25T00:00:00.000Z,NA,NA,2015-05-11T10:20:44.000Z,0,NA,NA,NA,NA,0,AFD-Pul-3917,Animalia-Mollusca-Gastropoda-Systellommatophora,AFD-Pul-CUVIERG1804A,NA,NA,1090
Mustelus lenticulatus,Megasurcula,stearnsiana,19,"(Raymond, 1904)",NA,NA,NA,NA,NA,2019,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:30.000Z,0,NA,NA,NA,NA,0,ITS-75151,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,5933
Mycteroperca acutirostris,Acanthonotozoma,magnum,19,unspecified,NA,NA,NA,NA,NA,326,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:38.000Z,0,NA,NA,NA,NA,0,ITS-202566,Animalia-Arthropoda-Malacostraca-Amphipoda,NA,NA,NA,9386
Mycteroperca rubra,Prolesophanta,dyeri,19,"(Petterd, 1879)",NA,NA,NA,NA,NA,2152,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:50.000Z,0,NA,NA,NA,NA,0,AFD-Pul-932,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0587,NA,NA,1214
Mystus bleekeri,Morrisonella,pacifica,19,"(Dall, 1908)",NA,NA,NA,NA,NA,2167,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:33.000Z,0,NA,NA,NA,NA,0,ITS-73974,Animalia-Mollusca-Gastropoda-Stenoglossa,NA,NA,NA,5495
Mystus vittatus,Murex,beauii,19,"Fischer & Bernardi, 1857",NA,NA,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,1,NA,NA,NA,24,463,83435,NA,NA,NA,NA,NA,NA,NA,NA,12.0,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:33.000Z,0,NA,NA,NA,NA,0,ITS-73364,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,5137
Nandus nandus,Aporobopyrus,calypso,19,"(Bourdon, 1976)",NA,NA,NA,NA,NA,517,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:19:45.000Z,0,NA,NA,NA,NA,0,ITS-543127,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,10260
Notothenia neglecta,Abdopus,abaculus,3722,"(Norman & Sweeney, 1997)",NA,Ocaba_u0.gif,NA,NA,NA,1890,Octopodinae,O,7935,NA,0,0,0,1,demersal,NA,NA,2,30,99232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,293,2015-01-23T00:00:00.000Z,NA,NA,2015-05-11T10:19:38.000Z,0,NA,NA,NA,NA,0,ITS-557232,Animalia-Mollusca-Cephalopoda-Octopoda,NA,NA,NA,58010
Oblada melanura,Cylichna,obscura,19,"Sykes, 1903",NA,NA,NA,NA,NA,1970,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:05.000Z,0,NA,NA,NA,NA,0,ITS-205164,Animalia-Mollusca-Gastropoda-Cephalaspidea,NA,NA,NA,850
Odax pullus,Metacirolana,spinosa,19,"(Bruce, 1980)",NA,NA,NA,NA,NA,521,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Inhabits shallow waters (Ref. 3113).,NA,2,2005-12-11T00:00:00.000Z,NA,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:20:31.000Z,0,NA,NA,NA,NA,0,ITS-545421,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,12840
Ophiodon elongatus,Tornatellinops,pressus,19,"Iredale, 1940",NA,NA,NA,NA,NA,2138,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:03.000Z,0,NA,NA,NA,NA,0,AFD-Pul-673,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0476,NA,NA,509
Opisthonema oglinum,Vitreolina,columbiana,19,"(Bartsch, 1917)",NA,NA,NA,NA,NA,2041,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:07.000Z,0,NA,NA,NA,NA,0,ITS-568453,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1486
Oreochromis macrochir,Doridella,batava,7827,"(Kerbert, 1886)",NA,NA,NA,NA,NA,2096,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:08.000Z,0,NA,NA,NA,NA,0,ITS-205276,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1396
Pagellus erythrinus,Flabellina,cooperi,822,"(Cockerell, 1901)",Cooper's aeolid,NA,NA,NA,NA,2108,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,2.5,TL,NA,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Assumed maximum length from Ref. 822. Rare (Ref. 822).,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:15.000Z,0,NA,NA,NA,NA,0,ITS-567593,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,893
Pagrus caeruleostictus,Lora,murdochiana,19,"(Dall, 1885)",NA,NA,NA,NA,NA,2019,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:28.000Z,0,NA,NA,NA,NA,0,ITS-74763,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,4540
Pagrus pagrus,Scabrotrophon,maltzani,19,"(Kobelt & Kuster, 1878)",NA,NA,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,0,330,95344,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NG,NA,NA,95344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Found along the intertidal zone in Alaska.  Typically inhabit rocky bottoms to 330 m (Ref. 95344).,NA,2,2005-12-11T00:00:00.000Z,286,2014-04-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:55.000Z,0,NA,NA,NA,NA,0,ITS-568274,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1756
Pampus punctatissimus,Urodasys,spirostylus,538,"Schoepfer-Sterrer, 1974",NA,NA,NA,NA,NA,84,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,8,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:21:06.000Z,0,NA,NA,NA,NA,0,URM-7489,Animalia-Gastrotricha-Not assigned-Macrodasyoidea,NA,NA,NA,59625
Parona signata,Ogaridiscus,subrupicola,19,"(Dall, 1877)",southern tightcoil,NA,NA,NA,NA,2207,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-568021,Animalia-Mollusca-Gastropoda-Stylommatophora,NA,NA,NA,386
Phycis blennoides,Alvania,cimicoides,2754,"(Forbes, 1844)",NA,NA,NA,NA,NA,2063,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,200,2754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"Collected from the sublittoral zone, from low tide up to a depth of 200 m (Ref. 2754). Occurs at the low tide mark (Ref. 2754).",NA,11,2005-12-11T00:00:00.000Z,11,2007-02-16T00:00:00.000Z,NA,NA,2015-05-11T10:19:40.000Z,0,NA,NA,NA,NA,0,ITS-205014,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1340
Phycis phycis,Colus,incisus,19,"(Dall, 1919)",NA,NA,NA,NA,NA,1998,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:01.000Z,0,NA,NA,NA,NA,0,ITS-567385,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1747
Piaractus mesopotamicus,Botryllus,puniceus,19,"Saito & Nagasawa, 2003",NA,NA,NA,NA,NA,997,NA,O,NA,NA,0,0,0,1,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,5,2007-05-29T00:00:00.000Z,NA,NA,2015-05-11T10:19:51.000Z,0,NA,NA,NA,NA,0,URM-6017,Animalia-Chordata-Ascidiacea-Pleurogona,NA,NA,NA,55383
Pimelodus argenteus,Leptodactylodon,mertensi,19,"Perret, 1959",NA,NA,NA,NA,NA,926,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:26.000Z,0,NA,NA,NA,NA,0,ITS-661612,Animalia-Chordata-Amphibia-Anura,NA,NA,NA,62851
Pimelodus maculatus,Socarnoides,illudens,19,"Hurley, 1963",NA,NA,NA,NA,NA,338,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:57.000Z,0,NA,NA,NA,NA,0,ITS-94412,Animalia-Arthropoda-Malacostraca-Amphipoda,NA,NA,NA,23451
Pinirampus pirinampu,Branchinecta,ferox,19,"(Milne-Edwards, 1840)",NA,NA,NA,NA,NA,251,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:52.000Z,0,NA,NA,NA,NA,0,ITS-624058,Animalia-Arthropoda-Branchiopoda-Anostraca,NA,NA,NA,8688
Platichthys flesus,Alvania,jeffreysi,19,"(Waller, 1864)",NA,NA,NA,NA,NA,2063,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,264,264,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.23,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:41.000Z,0,NA,NA,NA,NA,0,ITS-205015,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,1341
Parophrys vetulus,Amauropsis,purpurea,19,"Dall, 1871",NA,NA,NA,NA,NA,2052,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:41.000Z,0,NA,NA,NA,NA,0,ITS-72880,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,4248
