asfis_scientific_name,food_name_in_english,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup,country_region,type,isscaap,isscaap_cat,habitat,x3_alpha,food_name_in_own_language,processing,asfis_english_name,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g,fat_g,fatce_g,fat_g_2,fasat_g,fams_g,fapu_g,faun_g,fatrn_g,facid_g,fapun3_g,fapun6_g,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible,enerc_kj_original,enerc_kcal_original,enera_kcal,dm_g,water_g_2,xn,nt_g,protcnt_g,protcnp_g,prot_g,npro_g,nnp_mg,fat_g_3,fatce_g_2,fat_g_1,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,ca_mg,fe_mg,id_mcg,k_mg,mg_mg,mn_mg,se_mcg,hg_mcg,pb_mcg,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid
Amblypharyngodon mola,"Mola, body tissue, anterior _including head, excluding eyes, raw",NA,0.00794,3.18,20.0,NA,http://www.fishbase.org/summary/24306,2.9,0.3,NA,NA,23,Amblypharyngodon mola,902279,Finfish,"Bangladesh, Kishoreeganj/Mymensingh district",W,11,"Carps, barbels and other cyprinids",freshwater,ABO,Mola,r,NA,"Sep, Oct",fish cleaned according to local practices,24.4333,24.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902279,NA,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,fi199,DR,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,8,544,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mola_body_tissue_anterior_including_head_excluding_eyes_raw,NA,NA,NA
Amblypharyngodon mola,"Mola, whole, raw",NA,0.00794,3.18,20.0,NA,http://www.fishbase.org/summary/24307,2.9,0.3,NA,NA,24,Amblypharyngodon mola,902268,Finfish,"Bangladesh, Kishoreeganj/Mymensingh district",W,11,"Carps, barbels and other cyprinids",freshwater,ABO,Mola,r,NA,"Sep, Oct",fish cleaned according to local practices,24.4333,24.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902268,NA,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,fi199,DR,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,101,6832,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mola_whole_raw,NA,NA,NA
Amblypharyngodon mola,"Mola, whole, raw",NA,0.00794,3.18,20.0,NA,http://www.fishbase.org/summary/24308,2.9,0.3,NA,NA,25,Amblypharyngodon mola,902269,Finfish,"Bangladesh, Kishoreeganj/Mymensingh district",W,11,"Carps, barbels and other cyprinids",freshwater,ABO,Mola,r,NA,"Sep, Oct",fish cleaned according to local practices,24.4333,24.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902269,NA,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,fi199,DR,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,76,6047,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mola_whole_raw,NA,NA,NA
Anabas testudineus,"Climbing perch, wild, edible portion, raw",NA,0.02692,2.9,25.0,NA,http://www.fishbase.org/summary/Anabas-testudineus.html,2.7,0.3,NA,NA,26,Anabas testudineus,900180,Finfish,"Bangladesh, Khulna, Mouri River",W,13,Miscellaneous freshwater fishes,freshwater,FPC,Koi,r,Climbing perch,02-Feb,NA,22.816667,22.816667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900180,NA,FAT-/PROT-: analyzed according to Pearson _1977,2007,fi33,DR,NA,NA,NA,NA,NA,69.27,NA,NA,NA,NA,19.63,NA,NA,NA,NA,7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climbing_perch_wild_edible_portion_raw,NA,NA,NA
Anabas testudineus,"Climbing perch, wild, boneless, skinless fillet, raw",NA,0.02692,2.9,25.0,NA,http://www.fishbase.org/summary/Anabas-testudineus.html,2.7,0.3,NA,NA,27,Anabas testudineus,900215,Finfish,"Thailand, Mueang Sisaket district, Pho",W,13,Miscellaneous freshwater fishes,freshwater,FPC,NA,r,Climbing perch,wet season,fish derive from rice-fish farming systems,15.116386,15.116386,NA,NA,5,NA,0.99,NA,NA,0.256215894,0.121628386,0.362543148,NA,NA,NA,0.151918382,0.210546699,NA,0.011866184,0.096490812,900215,NA,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,2010,fi46,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,0.26,0.12,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climbing_perch_wild_boneless_skinless_fillet_raw,NA,NA,NA
Anabas testudineus,"Climbing perch, wild, boneless, skinless fillet, raw",NA,0.02692,2.9,25.0,NA,http://www.fishbase.org/summary/Anabas-testudineus.html,2.7,0.3,NA,NA,28,Anabas testudineus,900216,Finfish,"Thailand, Kanthararom district, Nong Waeng",W,13,Miscellaneous freshwater fishes,freshwater,FPC,NA,r,Climbing perch,wet season,fish derive from rice-fish farming systems,15.190255,15.190255,NA,NA,5,NA,0.99,NA,NA,0.269643418,0.148171166,0.334751296,NA,NA,NA,0.126936942,0.207814354,NA,0.008665437,0.073461047,900216,NA,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,2010,fi46,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,0.27,0.15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climbing_perch_wild_boneless_skinless_fillet_raw,NA,NA,NA
Anabas testudineus,"Climbing perch, wild, boneless, skinless fillet, raw",NA,0.02692,2.9,25.0,NA,http://www.fishbase.org/summary/Anabas-testudineus.html,2.7,0.3,NA,NA,29,Anabas testudineus,900217,Finfish,"Thailand, Khukhan district, Lom Sak",W,13,Miscellaneous freshwater fishes,freshwater,FPC,NA,r,Climbing perch,wet season,fish derive from rice-fish farming systems,14.761942,14.761942,NA,NA,5,NA,0.99,NA,NA,0.282446406,0.257074631,0.214840384,NA,NA,NA,0.061750997,0.153089387,NA,0.004215618,0.039345768,900217,NA,FA calculation based on mean lipid value given for different districts; FA converted using XFA; tr = FA values < 0.10% of FACID,2010,fi46,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,0.28,0.26,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climbing_perch_wild_boneless_skinless_fillet_raw,NA,NA,NA
Anabas testudineus,"Climbing perch, edible parts _eyes included, raw",NA,0.02692,2.9,25.0,NA,http://www.fishbase.org/summary/Anabas-testudineus.html,2.7,0.3,NA,NA,30,Anabas testudineus,902252,Finfish,"Bangladesh, Kishoreeganj/Mymensingh district",W,13,Miscellaneous freshwater fishes,freshwater,FPC,Koi,r,Climbing perch,"Sep, Oct",fish cleaned according to local practices,24.4333,24.4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902252,NA,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,fi199,DR,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,61,101,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climbing_perch_edible_parts_eyes_included_raw,NA,NA,NA
Anadara granosa,"Cockles, wild, flesh, raw",NA,NA,NA,9.0,NA,http://www.sealifebase.ca/summary/Tegillarca-granosa.html,NA,NA,NA,NA,31,Anadara granosa,900550,Molluscs,"Malaysia, West coast of Peninsular",W,56,"Clams, cockles, arkshells",marine,BLC,Kerang,r,Blood cockle,NA,"length and weight: 2-5cm, 10-20g",3.144341,3.144341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900550,5.0,NA,2011,fi88,DR,NA,491.0,NA,NA,NA,78.94,6.25,NA,15.99,NA,NA,NA,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cockles_wild_flesh_raw,NA,NA,NA
Anarhichas lupus,"Wolf-fish, wild, fillet, raw",NA,0.00347,3.22,150.0,NA,http://www.fishbase.org/summary/2504,3.2,0.4,NA,NA,35,Anarhichas lupus,901256,Finfish,"Iceland, North Atlantic",W,34,Miscellaneous demersal fishes,marine,CAA,"SteinbÍtur, fl_k",r,Atlantic wolffish,NA,data entered without mean/max/SD,63.968654,63.968654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901256,NA,NA,2011,im11,OR,NA,NA,73.0,NA,NA,81.8,NA,NA,16.2,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,6.8,0.15,NA,322.0,19.0,NA,48.5,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,Wolf-fish_wild_fillet_raw,NA,NA,NA
Anarhichas lupus,"Wolf-fish, wild, fillet, raw",NA,0.00347,3.22,150.0,NA,http://www.fishbase.org/summary/2501,3.2,0.4,NA,NA,32,Anarhichas lupus,901284,Finfish,"Iceland, North Atlantic",W,34,Miscellaneous demersal fishes,marine,CAA,"SteinbÍtur, fl_k",r,Atlantic wolffish,NA,NA,63.968654,63.968654,NA,NA,NA,NA,2.175,NA,NA,0.333517965,0.747159784,0.513243171,0.274885197,0.017468884,NA,0.416166464,0.10233556,NA,0.169891253,0.179600693,901284,NA,FAME converted using ShF and XFA,2011,im11,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,NA,NA,0.33,0.75,0.51,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wolf-fish_wild_fillet_raw,NA,NA,NA
Anarhichas lupus,"Wolf-fish, wild, fillet, raw",NA,0.00347,3.22,150.0,NA,http://www.fishbase.org/summary/2502,3.2,0.4,NA,NA,33,Anarhichas lupus,901283,Finfish,"Iceland, North Atlantic",W,34,Miscellaneous demersal fishes,marine,CAA,"SteinbÍtur, fl_k",r,Atlantic wolffish,NA,NA,63.968654,63.968654,NA,NA,NA,NA,1.3,NA,NA,0.216130314,0.320959547,0.371301426,0.155639939,0.005868774,NA,0.335308989,0.037528275,NA,0.181546446,0.10213356,901283,NA,FAME converted using ShF and XFA,2011,im11,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,0.22,0.32,0.37,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wolf-fish_wild_fillet_raw,NA,NA,NA
Anarhichas lupus,"Wolf-fish, wild, fillet, raw",NA,0.00347,3.22,150.0,NA,http://www.fishbase.org/summary/2503,3.2,0.4,NA,NA,34,Anarhichas lupus,901282,Finfish,"Iceland, North Atlantic",W,34,Miscellaneous demersal fishes,marine,CAA,"SteinbÍtur, fl_k",r,Atlantic wolffish,NA,NA,63.968654,63.968654,NA,NA,NA,NA,1.5,NA,NA,0.240289135,0.48288453,0.381199645,0.142081405,0.010045285,NA,0.325579306,0.055990791,NA,0.131686107,0.163997287,901282,NA,FAME converted using ShF and XFA,2011,im11,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,0.24,0.48,0.38,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wolf-fish_wild_fillet_raw,NA,NA,NA
Anchoa hepsetus,"Broad-striped anchovy, wild, edible portion, raw",601133,0.002,3.859999895,12.0,NA,NA,3.33,0.37,NA,NA,36,Anchoa hepsetus,900958,Finfish,"Mexico, Veracruz, Gulf of Mexico",W,35,"Herrings, sardines, anchovies",marine,ENP,NA,r,Broad-striped anchovy,"Oct, Nov 1994, Mar 1995",NA,19.173773,19.173773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900958,NA,"FAT- _analyzed according to AOAC 1990, method 932.02",1998,fi149,DR,NA,NA,NA,118.72,NA,77.6,NA,NA,15.74,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Broad-striped_anchovy_wild_edible_portion_raw,NA,NA,NA
Anguilla anguilla,"European eel, wild, edible flesh, raw",NA,8.7e-4,3.19,50.0,NA,http://www.fishbase.org/summary/35,3.5,0.6,NA,NA,41,Anquilla anquilla,900418,Finfish,"Greece, Aegean Sea",W,22,River eels,freshwater,ELE,Cheli,r,European eel,NA,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900418,NA,NA,1995,fi80,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European_eel_wild_edible_flesh_raw,NA,NA,NA
Anguilla bicolor,"edible part, wild, head excluded, raw",NA,7.6e-4,3.17,120.0,NA,http://www.fishbase.org/summary/Anguilla-bicolor.html,3.6,0.5,NA,NA,37,Anguilla bicolor,900863,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,22,River eels,freshwater,AAT,Chlok,r,NA,"Oct, Nov 2001",mean size of fish: 53.2g; edible parts according to traditional cleaning,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900863,NA,RETOLD: all-trans-dehydroretinol and 13-cis isomers,2007,fi129,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,edible_part_wild_head_excluded_raw,NA,NA,NA
Anguilla japonica,"Japanese eel, wild, dorsal muscle, raw",NA,7.1e-4,3.18,150.0,NA,http://www.fishbase.org/summary/295,3.6,0.51,NA,NA,38,Anguilla japonica,900691,Finfish,"Japan, Amori River, Kagoshima",W,22,River eels,freshwater,ELJ,NA,r,Japanese eel,NA,"mean fish weight: 195g; FA calc. as % of FACID, FACID calculated using CF",31.596553,31.596553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900691,NA,PROT- _analyzed according to AOAC 1984; FA converted using XFA,2009,fi113,DR,NA,NA,NA,NA,NA,69.1,NA,NA,NA,NA,19.0,NA,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese_eel_wild_dorsal_muscle_raw,NA,NA,NA
Anguilla rostrata,"American eel, wild, skinless muscle tissue, raw",600296,0.00166,3.069999933,152.0,NA,NA,3.7,0.6,NA,NA,39,Anguilla rostrata,900091,Finfish,"USA, NC, Neuse River",W,22,River eels,freshwater,ELA,NA,r,American eel,July,"mean body length and weight: 43cm, 166.2g",35.131275,35.131275,43.0,79507.0,NA,77.1,NA,3.4,NA,0.6883752,1.18176,0.88632,NA,NA,NA,NA,NA,NA,0.0856776,0.1595376,900091,43.0,PROT- _analyzed accrding to AOAC 1975; FA converted using XFA,1981,fi21,DR,0.433,NA,NA,NA,NA,77.1,NA,NA,NA,NA,19.1,NA,NA,NA,3.4,NA,0.69,1.18,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,American_eel_wild_skinless_muscle_tissue_raw,NA,NA,NA
Anoplopoma fimbria,"Sablefish, wild, boneless, skinless fillet, raw",600512,0.0058,3.140000105,98.0,NA,NA,3.83,0.61,NA,NA,40,Anoplopoma fimbria,900196,Finfish,"USA, off the OR coast, Pacific Ocean",W,34,Miscellaneous demersal fishes,marine,SAB,NA,r,Sablefish,Sep-87,NA,45.9053,45.9053,NA,NA,1,NA,5.7,NA,NA,1.3,1.8,1.1,NA,NA,NA,0.9,0.23,NA,0.35,0.42,900196,NA,CHOLE-: colorimetric method using ferric chloride _Sweeney and Weihrauch 1976,1991,fi36,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,1.3,1.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sablefish_wild_boneless_skinless_fillet_raw,NA,NA,NA
Aphanopus carbo,"Black scabbardfish, wild, skinless fillets, raw",600646,2.01e-4,3.391000032,110.0,NA,NA,4.5,0.75,NA,NA,42,Aphanopus carbo,900114,Finfish,"Portugal, caught off Sesimbra",W,34,Miscellaneous demersal fishes,marine,BSF,NA,r,Black scabbardfish,Jan 2007-Jan 2008,NA,38.444217,38.444217,NA,NA,1,79.7,NA,2.8,NA,0.478,1.6218,0.2348,NA,NA,NA,NA,NA,NA,0.0479,0.1395,900114,NA,NA,2009,fi25,DR,NA,NA,NA,NA,NA,79.7,6.25,NA,15.7,NA,NA,NA,NA,NA,2.8,NA,0.48,1.62,0.23,NA,14.0,0.1,NA,332.0,29.0,tr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Black_scabbardfish_wild_skinless_fillets_raw,NA,NA,NA
Aphanopus carbo,"Black scabbardfish, wild, skin-on fillets, raw",600646,2.01e-4,3.391000032,110.0,NA,NA,4.5,0.75,NA,NA,43,Aphanopus carbo,900113,Finfish,"Portugal, caught off Sesimbra",W,34,Miscellaneous demersal fishes,marine,BSF,NA,r,Black scabbardfish,Jan 2007-Jan 2008,NA,38.444217,38.444217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900113,NA,NA,2009,fi25,DR,NA,NA,129.2,NA,NA,75.3,6.25,NA,16.1,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black_scabbardfish_wild_skin-on_fillets_raw,NA,NA,NA
Aphanopus carbo,"Black scabbardfish, wild, skinless fillets, raw",600646,2.01e-4,3.391000032,110.0,NA,NA,4.5,0.75,NA,NA,44,Aphanopus carbo,900112,Finfish,"Portugal, caught off Sesimbra",W,34,Miscellaneous demersal fishes,marine,BSF,NA,r,Black scabbardfish,Jan 2007-Jan 2008,NA,38.444217,38.444217,NA,NA,1,79,NA,2.5,NA,0.4238872,0.00416005,0.20822145,0.1195467,NA,NA,NA,NA,NA,0.0424763,0.12370675,900112,NA,FA converted using XFA,2009,fi25,DR,NA,NA,94.7,NA,NA,79,6.25,NA,16.9,NA,NA,NA,NA,NA,2.5,NA,0.42,0.0,0.21,0.12,11.9,NA,NA,296.6,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,Black_scabbardfish_wild_skinless_fillets_raw,NA,NA,NA
Arctica islandica,"Ocean quahog, wild, raw",690275,0.023009,2.632,11.0,NA,NA,2.0,0.0,NA,NA,45,Arctica islandica,901259,Molluscs,"Iceland, North Atlantic",W,56,"Clams, cockles, arkshells",marine,CLQ,"Kìfskel, v__vi",r,Ocean quahog,NA,data entered without mean/max/SD,63.968654,63.968654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901259,NA,NA,2011,im11,OR,NA,NA,34.0,NA,NA,87.6,NA,NA,7.3,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,62.9,5.3,NA,149.0,73.0,NA,43.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,Ocean_quahog_wild_raw,NA,NA,NA
Ariomma bondi,"silver rag, wild, fillet, frozen",NA,0.01175,2.96,30.0,NA,http://www.fishbase.org/summary/961,3.5,0.5,NA,NA,46,Ariomma bondi,900918,Finfish,"USA, Gulf of Mexico",W,34,Miscellaneous demersal fishes,marine,IMB,NA,r,silver-rag driftfish,Oct-92,"mean length and weight of fish: 18.1cm, 114g",25.304304,25.304304,18.1,5929.741,NA,69.4,8.3,NA,NA,2.3638799,2.5919069,2.75684643,NA,NA,NA,1.94355013,0.5168612,NA,0.23866826,1.3073548,900918,18.1,FA converted using XFA,1997,fi138,DR,NA,NA,NA,NA,NA,69.4,NA,NA,20.8,NA,NA,NA,NA,8.3,NA,NA,2.36,2.59,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver_rag_wild_fillet_frozen,NA,NA,NA
Ariomma bondi,"silver rag, wild, fillet, frozen",NA,0.01175,2.96,30.0,NA,http://www.fishbase.org/summary/962,3.5,0.5,NA,NA,47,Ariomma bondi,900917,Finfish,"USA, Gulf of Mexico",W,34,Miscellaneous demersal fishes,marine,IMB,NA,r,silver-rag driftfish,Oct-92,"mean length and weight of fish: 17.4cm, 90g",25.304304,25.304304,17.4,5268.024,NA,69.9,6.4,NA,NA,1.515332,1.8475394,2.4245312,NA,NA,NA,2.0049008,0.25236106,NA,0.16785216,1.427909,900917,17.4,FA converted using XFA,1997,fi138,DR,NA,NA,NA,NA,NA,69.9,NA,NA,22.3,NA,NA,NA,NA,6.4,NA,NA,1.52,1.85,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver_rag_wild_fillet_frozen,NA,NA,NA
Aristaeomorpha foliacea,"Giant red shrimp, wild, male, edible flesh, raw",NA,NA,NA,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,NA,51,Aristaeomorpha foliacea,901204,Crustacean,"Tunisia, Mediterranean Sea",W,45,"Shrimps, prawns",marine,ARS,NA,r,Giant red shrimp,May-Jun 2008,NA,33.886917,33.886917,NA,NA,NA,NA,NA,NA,0.474,0.050326727,0.06496723,0.099106616,NA,NA,NA,NA,NA,NA,0.030021745,0.057581619,901204,NA,FAT- _extraction according to Peiretti and meineri 2008; FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,NA,NA,NA,NA,23.7,NA,6.25,NA,20.31,NA,NA,NA,NA,NA,NA,0.47,0.05,0.06,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Giant_red_shrimp_wild_male_edible_flesh_raw,NA,NA,NA
Aristaeomorpha foliacea,"Giant red shrimp, wild, female, edible flesh, raw",NA,NA,NA,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,NA,52,Aristaeomorpha foliacea,901207,Crustacean,"Libia, Mediterranean Sea, Southern Ionian Sea",W,45,"Shrimps, prawns",marine,ARS,NA,r,Giant red shrimp,May-Jun 2008,NA,32.10119,32.10119,NA,NA,NA,NA,NA,NA,0.5888,0.072966018,0.093345482,0.119290887,NA,NA,NA,NA,NA,NA,0.034584211,0.07125565,901207,NA,FAT- _extraction according to Peiretti and meineri 2008; FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,NA,NA,NA,NA,25.6,NA,6.25,NA,21.86,NA,NA,NA,NA,NA,NA,0.59,0.07,0.09,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Giant_red_shrimp_wild_female_edible_flesh_raw,NA,NA,NA
Aristaeomorpha foliacea,"Giant red shrimp, wild, female, edible flesh, raw",NA,NA,NA,17.5,NA,http://www.sealifebase.ca/summary/Aristaeomorpha-foliacea.html,NA,NA,NA,NA,50,Aristaeomorpha foliacea,901203,Crustacean,"Tunisia, Mediterranean Sea",W,45,"Shrimps, prawns",marine,ARS,NA,r,Giant red shrimp,May-Jun 2008,NA,33.886917,33.886917,NA,NA,NA,NA,NA,NA,0.4356,0.047070506,0.071196393,0.079024793,NA,NA,NA,NA,NA,NA,0.023645371,0.043766961,901203,NA,FAT- _extraction according to Peiretti and meineri 2008; FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,fi222,DR,NA,NA,NA,NA,24.2,NA,6.25,NA,22.02,NA,NA,NA,NA,NA,NA,0.44,0.05,0.07,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Giant_red_shrimp_wild_female_edible_flesh_raw,NA,NA,NA
