ref_info,updated_ref_info,seanuts_id2,species_name,nutrient,concentration,country_region,latitude_details,latitude,longitude,weight_from_study_g,length_from_study,
"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",,1287,Serrasalmus emarginatus,fat_g,0.7,"The fish studied were purchased fresh from fish markets in Maringa, Parana, Brazil",,-23.421,-51.933056,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1739,Callinectes sapidus,ca_mg,34.4,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1740,Crassostrea virginica,ca_mg,61,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1740,Crassostrea virginica,fe_mg,7.65,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1740,Crassostrea virginica,zn_mg,82.46,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1738,Mercenaria mercenaria,ca_mg,32.8,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1738,Mercenaria mercenaria,fe_mg,2.46,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1738,Mercenaria mercenaria,zn_mg,2.5,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1741,Placopectens magellanicus,ca_mg,9.2,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1741,Placopectens magellanicus,fe_mg,0.1071,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",,1741,Placopectens magellanicus,zn_mg,1.2187,"eastern Virginia, USA",,37.150466,-75.893555,,,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010","Marques, A., Teixeira, B., Barrento, S., Anacleto, P., Carvalho, M.L. and Nunes, M.L., 2010. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis, 23(3), pp.230-237.",1688,Maja brachydactyla,ca_mg,78.7,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1689,Maja brachydactyla,ca_mg,390,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1690,Maja brachydactyla,ca_mg,24,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1691,Maja brachydactyla,ca_mg,59.9,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1688,Maja brachydactyla,fat_g,0.32,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1689,Maja brachydactyla,fat_g,7.08,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1690,Maja brachydactyla,fat_g,1.36,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1688,Maja brachydactyla,fe_mg,1.07,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1689,Maja brachydactyla,fe_mg,17.1,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1690,Maja brachydactyla,fe_mg,2.97,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1691,Maja brachydactyla,fe_mg,14.1,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1688,Maja brachydactyla,protein_g,15.7,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1689,Maja brachydactyla,protein_g,13.7,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1690,Maja brachydactyla,protein_g,24.1,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1688,Maja brachydactyla,zn_mg,6.28,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1689,Maja brachydactyla,zn_mg,5.77,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1690,Maja brachydactyla,zn_mg,5.15,Scottish coast,,56.490671,-2.197266,,13.9,
"Anto ́ nio Marques a,*, Ba ́ rbara Teixeira a, Sara Barrento a, Patrı ́cia Anacleto a, Maria Luı ́sa Carvalho b, Maria Leonor Nunes. Chemical composition of Atlantic spider crab Maja brachydactyla: Human health implications. Journal of Food Composition and Analysis 2010",,1691,Maja brachydactyla,zn_mg,0.9,Scottish coast,,56.490671,-2.197266,,13.9,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1788,Coregonus autumnalis,dha,0.3,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1788,Coregonus autumnalis,epa,0.3,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1788,Coregonus autumnalis,fat_g,3.9,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1789,Coregonus clupeaformis,dha,0.1,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1789,Coregonus clupeaformis,epa,0.1,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1789,Coregonus clupeaformis,fat_g,1.9,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1790,Esox lucius,dha,0.1,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1790,Esox lucius,fat_g,0.8,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1791,Lota lota,dha,0.1,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1791,Lota lota,fat_g,0.5,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1792,Salvelinus namaycush,dha,0.4,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1792,Salvelinus namaycush,epa,0.1,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1792,Salvelinus namaycush,fat_g,3.9,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1793,Stenodus leucichthys,dha,0.2,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1793,Stenodus leucichthys,epa,0.2,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Appavoo et al, 1991","Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1793,Stenodus leucichthys,fat_g,6.9,"Colville Lake and Fort Good Hope, Canada",,67.038639,-126.088107,,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,144,Homarus americanus,ca_mg,47.3,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,172,Homarus americanus,ca_mg,29.3,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,207,Homarus americanus,ca_mg,17.3,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,144,Homarus americanus,fe_mg,0.23,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,172,Homarus americanus,fe_mg,2.9,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,207,Homarus americanus,fe_mg,1.2,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,144,Homarus americanus,zn_mg,2.9,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,172,Homarus americanus,zn_mg,3.1,USA and Canada,,43.432073,-65.617169,580,,
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",,207,Homarus americanus,zn_mg,1.7,USA and Canada,,43.432073,-65.617169,580,,
