ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1537,NA,Microstomus pacificus,prot_g,16.8,finfish,NA,NA,73.08333333,62,3.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561",790,Striped_dwarf_catfish_wild_edible_portion_raw,Mystus vittatus,prot_g,15.62,finfish,22.816667,22.816667,21,21,3.97,variable,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",805,Norway_lobster_wild_edible_flesh_raw,Nephrops norvegicus,prot_g,20.4,crustacean,37.017954,37.017954,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",806,Norway_lobster_wild_edible_flesh_raw,Nephrops norvegicus,prot_g,21.2,crustacean,37.017954,37.017954,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1634,NA,Octopodidae,prot_g,13.2,mollusc,NA,NA,NaN,NaN,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",818,Common_octopus_wild_arm_flesh_raw,Octopus vulgaris,prot_g,14.83,mollusc,34.553128,34.553128,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",819,Common_octopus_wild_arm_flesh_raw,Octopus vulgaris,prot_g,14.78,mollusc,34.553128,34.553128,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",820,Common_octopus_wild_arm_flesh_raw,Octopus vulgaris,prot_g,15.28,mollusc,34.553128,34.553128,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biandolino F., Portacci G., Prato E. (2010). Influence of natural diet on growth and biochemical composition of Octopus vulgaris Cuvier, 1797. Aqucult Int 18: 1163-1175",1576,NA,Octopus vulgaris,prot_g,10.2,mollusc,37.78848,NA,88,88,NA,NA,NA,NA,NA,NA,"Octopus juveniles were caught in the coastal waters of Gulf of Taranto (Ionian Sea, Southern Italy) using trap nets",NA,37.78848,18.807619,547.5,NA,NA,37.78848
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1548,NA,Oncorhynchus clarkii,prot_g,19.9,finfish,NA,NA,99,NaN,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1531,NA,Oncorhynchus gorbuscha,prot_g,19,finfish,NA,NA,75.125,71.33333333,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1529,NA,Oncorhynchus keta,prot_g,21.3,finfish,NA,NA,100,100,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1532,NA,Oncorhynchus kisutch,prot_g,21.7,finfish,NA,NA,104.625,98,4.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1550,NA,Oncorhynchus mykiss,prot_g,21.1,finfish,NA,NA,121.9166667,120,3.53,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1533,NA,Oncorhynchus nerka,prot_g,21.3,finfish,NA,NA,84,84,3.23,selective plankton feeding,mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1530,NA,Oncorhynchus tshawytscha,prot_g,19.5,finfish,NA,NA,146.375,140.3333333,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1494,NA,Ophiodon elongatus,prot_g,17.6,finfish,NA,NA,148.625,138.5,4.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1511,NA,Ostrea lurida,prot_g,10.6,mollusc,NA,NA,NaN,9,NA,filtering plankton,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1535,NA,Pandalus borealis,prot_g,18.1,crustacean,NA,NA,14,14,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1505,NA,Panopea generosa,prot_g,15.9,mollusc,NA,NA,17.5,17.5,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1506,NA,Panopea generosa,prot_g,15,mollusc,NA,NA,17.5,17.5,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1497,NA,Paralithodes camtschaticus,prot_g,11.6,crustacean,NA,NA,40,40,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1498,NA,Paralithodes camtschaticus,prot_g,13.5,crustacean,NA,NA,40,40,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1499,NA,Paralithodes camtschaticus,prot_g,18.2,crustacean,NA,NA,40,40,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",891,Pink_shrimp_wild_edible_flesh_raw,Parapenaeus longirostris,prot_g,20.8,crustacean,37.017954,37.017954,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa R., Nunes M.L. (2003). Nutritional quality of red shrimp, Aristeus antennatus (Risso), pink shrimp, Parapenaeus longirostris (Lucas), and Norway lobster, Nephrops norvegicus (Linnaeus). Journal of the Science of Food and Agriculture 84: 89-94",892,Pink_shrimp_wild_edible_flesh_raw,Parapenaeus longirostris,prot_g,21.3,crustacean,37.017954,37.017954,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1538,NA,Parophrys vetulus,prot_g,16.8,finfish,NA,NA,49,49,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",264,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,16.97,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",896,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,13.96,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",897,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,17.95,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",898,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,17.92,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"González M.J., Gallardo J.M., Brickle P., Medina I. (2007).Nutritional composition and safety of Patagonothothen ramsayi, a discard species from Patagonian Shelf. International Journal of Food Science and Technology 42: 1240-1248",899,Longtail_southern_cod_wild_muscle_frozen,Patagonotothen ramsayi,prot_g,18.06,finfish,51.796253,-51.796253,44,44,3.49,browsing on substrate,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",937,Pacu_wild_muscle_tissue_raw,Piaractus mesopotamicus,prot_g,19,finfish,16.837027,-16.837027,40.5,40.5,2,other,mainly plants/detritus (troph. 2-2.19),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1504,NA,Platichthys stellatus,prot_g,17.3,finfish,NA,NA,89.66666667,83,3.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),catadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235",60,Crab_wild_male_meat_raw,Portunus pelagicus,prot_g,19.8,crustacean,26.0667,26.0667,14,18.2,3.58,variable,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musaiger A.O., Al-Rumaidh M.J. (2005). Proximate and mineral composition of crab meat consumed in Bahrain. International Journal of Food Sciences and Nutrition 56(4): 231-235",61,Crab_wild_female_meat_raw,Portunus pelagicus,prot_g,19.8,crustacean,26.0667,26.0667,14,18.2,3.58,variable,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1636,NA,Protothaca staminea,prot_g,13.5,mollusc,NA,NA,NaN,7.5,2,filtering plankton,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1543,NA,Psettichthys melanostictus,prot_g,16.1,finfish,NA,NA,63,NaN,4.06,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Tanamati A., Stevanato F.B., Visentainer J.E.L., Matsushita M., de Souza N.E., Visentainer J.V. (2009). Fatty acid composition in wild and cultivated pacu and pintado fish. Eur. J. Lipid Sci. Technol. 111:183-187",976,Pintado_wild_muscle_tissue_raw,Pseudoplatystoma corruscans,prot_g,20,finfish,16.837027,-16.837027,166,166,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1536,NA,Raja clavata,prot_g,16.3,finfish,NA,NA,105,NaN,4.15,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Papan F., Moghaddam A.Z. (2008). Nutritional evaluation of some species of fishes in Khuzestan and determination of the amount of soy bean meal used in the fish food formula on the basis of its isoflavone content. Journal of Biological Sciences 8(3): 667-670",1305,NA,Salmo trutta,prot_g,19.8,finfish,31.436015,NA,140,NaN,3.799999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,Khuzestan,"approximate location used, actual location unknown",31.436015,49.041312,NA,NA,NA,31.436015
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1549,NA,Salvelinus malma,prot_g,19.8,finfish,NA,NA,127,NaN,3.539999962,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Öksüz A., Küçükgülmez A., Diler A., Celik M., Koyuncu E. (2009). Research note: A comparison of the chemical composition of zander (Sander lucioperca) living in different lakes in Turkey. Journal of Muscle Foods 20: 420-427",68,Zander_wild_fillet_frozen,Sander lucioperca,prot_g,18.3,finfish,37.866667,37.866667,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Öksüz A., Küçükgülmez A., Diler A., Celik M., Koyuncu E. (2009). Research note: A comparison of the chemical composition of zander (Sander lucioperca) living in different lakes in Turkey. Journal of Muscle Foods 20: 420-427",73,Zander_wild_fillet_frozen,Sander lucioperca,prot_g,17.73,finfish,37,37,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1637,NA,Saxidomus nuttalli,prot_g,13,mollusc,NA,NA,NaN,NaN,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1516,NA,Sebastes aleutianus,prot_g,19.3,finfish,NA,NA,97,NaN,3.66,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1523,NA,Sebastes alutus,prot_g,19,finfish,NA,NA,53,NaN,3.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1515,NA,Sebastes crameri,prot_g,19.8,finfish,NA,NA,58,NaN,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1520,NA,Sebastes elongatus,prot_g,20.3,finfish,NA,NA,39,NaN,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1527,NA,Sebastes entomelas,prot_g,19.6,finfish,NA,NA,60,NaN,3.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1526,NA,Sebastes flavidus,prot_g,18.9,finfish,NA,NA,66,66,3.51,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1518,NA,Sebastes goodei,prot_g,20.8,finfish,NA,NA,56,NaN,3.46,variable,mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1514,NA,Sebastes melanops,prot_g,18.7,finfish,NA,NA,63,63,3.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1519,NA,Sebastes norvegicus,prot_g,18.2,finfish,NA,NA,100,NaN,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1521,NA,Sebastes norvegicus,prot_g,17.3,finfish,NA,NA,100,NaN,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1517,NA,Sebastes paucispinis,prot_g,18.6,finfish,NA,NA,91,NaN,3.51,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1522,NA,Sebastes pinniger,prot_g,18.7,finfish,NA,NA,74.91666667,72.75,3.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1525,NA,Sebastes rosaceus,prot_g,19.3,finfish,NA,NA,36,NaN,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1524,NA,Sebastes ruberrimus,prot_g,17.2,finfish,NA,NA,104,104,3.99,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",1102,Common_cuttlefish_wild_mantle_flesh_raw,Sepia officinalis,prot_g,18.77,mollusc,34.553128,34.553128,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
