Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id
Aristaeomorpha foliacea,NA,mainly animals (troph. 2.8 and up),variable,3.77,tropical,benthopelagic,1300,4,Aristaeomorpha foliacea,Aristaeomorpha foliacea,0.988,NA,marine,bc1166,Aristaeomorpha foliacea,Crustacean,Giant red shrimp,NA,"Giant red shrimp, wild, female, edible flesh, raw",NA,NA,NA,0.0377007136,0.07034610424,22.3652,0.7337,fi222,"Italy, South of Sicily, Mediterranean Sea",May-Jun 2008,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,0901205
Aristaeomorpha foliacea,NA,mainly animals (troph. 2.8 and up),variable,3.77,tropical,benthopelagic,1300,4,Aristaeomorpha foliacea,Aristaeomorpha foliacea,0.988,NA,marine,bc1167,Aristaeomorpha foliacea,Crustacean,Giant red shrimp,NA,"Giant red shrimp, wild, male, edible flesh, raw",NA,NA,NA,0.0301195906704,0.0561984820848,23.9184,0.4752,fi222,"Italy, South of Sicily, Mediterranean Sea",May-Jun 2008,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,0901206
Aristaeomorpha foliacea,NA,mainly animals (troph. 2.8 and up),variable,3.77,tropical,benthopelagic,1300,4,Aristaeomorpha foliacea,Aristaeomorpha foliacea,0.988,NA,marine,bc1168,Aristaeomorpha foliacea,Crustacean,Giant red shrimp,NA,"Giant red shrimp, wild, female, edible flesh, raw",NA,NA,NA,0.03458421104,0.07125565024,21.8624,0.5888,fi222,"Libia, Mediterranean Sea, Southern Ionian Sea",May-Jun 2008,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,0901207
Aristaeomorpha foliacea,NA,mainly animals (troph. 2.8 and up),variable,3.77,tropical,benthopelagic,1300,4,Aristaeomorpha foliacea,Aristaeomorpha foliacea,0.988,NA,marine,bc1169,Aristaeomorpha foliacea,Crustacean,Giant red shrimp,NA,"Giant red shrimp, wild, male, edible flesh, raw",NA,NA,NA,0.029671138872,0.0625008183336,24.6326,0.5206,fi222,"Libia, Mediterranean Sea, Southern Ionian Sea",May-Jun 2008,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,0901208
Aristaeomorpha foliacea,NA,mainly animals (troph. 2.8 and up),variable,3.77,tropical,benthopelagic,1300,4,Aristaeomorpha foliacea,Aristaeomorpha foliacea,0.988,NA,marine,bc1170,Aristaeomorpha foliacea,Crustacean,Giant red shrimp,NA,"Giant red shrimp, wild, female, edible flesh, raw",NA,NA,NA,0.022001844618,0.041721764175,22.23,0.3705,fi222,"Greece, Crete, Mediterranean Sea",May-Jun 2008,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,0901209
Aristaeomorpha foliacea,NA,mainly animals (troph. 2.8 and up),variable,3.77,tropical,benthopelagic,1300,4,Aristaeomorpha foliacea,Aristaeomorpha foliacea,0.988,NA,marine,bc1171,Aristaeomorpha foliacea,Crustacean,Giant red shrimp,NA,"Giant red shrimp, wild, male, edible flesh, raw",NA,NA,NA,0.0338380128,0.06586953408,22.8588,0.5676,fi222,"Greece, Crete, Mediterranean Sea",May-Jun 2008,FAT- (extraction according to Peiretti and meineri 2008); FA converted using XFA; Proximates expressed per DM - conversion to FW,2012,0901210
Aristeus antennatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,demersal,2200,22,Aristeus antennatus,Aristeus antennatus,0.988,NA,marine,bc1152,Aristeus antennatus,Crustacean,Blue and red shrimp,NA,"Red shrimp, wild, edible flesh, raw",NA,NA,NA,0.006710598,0.007997562,21.4,0.1,fi220,"Portugal, Algarve, off the south coast",Winter (Dec) 2000,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,0901191
Aristeus antennatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,demersal,2200,22,Aristeus antennatus,Aristeus antennatus,0.988,NA,marine,bc1153,Aristeus antennatus,Crustacean,Blue and red shrimp,NA,"Red shrimp, wild, edible flesh, raw",NA,NA,NA,0.020545461,0.032266026,22,0.3,fi220,"Portugal, Algarve, off the south coast",Summer (Jun) 2001,FAT-/PROT- (analyzed according to AOAC 1998); FA converted using XFA; Lipid fractions calculated based on FAT (proximate),2003,0901192
Aristeus antennatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,demersal,2200,22,Aristeus antennatus,Aristeus antennatus,0.988,NA,marine,bc427,Aristeus antennatus,Crustacean,Blue and red shrimp,NA,"Shrimp, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900446
Aristeus antennatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,demersal,2200,22,Aristeus antennatus,Aristeus antennatus,0.988,NA,marine,bc467,Aristeus antennatus,Crustacean,Blue and red shrimp,NA,"Shrimp, wild, edible flesh, raw",NA,NA,NA,NA,NA,19,0.2,fi80,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900486
Aristeus antennatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,demersal,2200,22,Aristeus antennatus,Aristeus antennatus,0.988,NA,marine,bc468,Aristeus antennatus,Crustacean,Blue and red shrimp,NA,"Shrimp, wild, edible flesh, raw",NA,NA,NA,NA,NA,16,0.4,fi80,"Greece, Aegean Sea",Fall,FAT- (analyzed according to AOAC 1975),1995,0900487
Aristeus antennatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.3,temperate,demersal,2200,22,Aristeus antennatus,Aristeus antennatus,0.988,NA,marine,bc469,Aristeus antennatus,Crustacean,Blue and red shrimp,NA,"Shrimp, wild, edible flesh, raw",NA,NA,NA,NA,NA,19,2,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900488
Aulacomya ater,NA,NA,NA,NA,temperate,benthic,100,6.3,Aulacomya ater,Aulacomya ater,0.988,NA,marine,seadata74,Aulacomya ater,Mollusc,NA,NA,"NA, whole, edible flesh",102,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2004",NA,NA,NA,NA
Aulacomya ater,NA,NA,NA,NA,temperate,benthic,100,6.3,Aulacomya ater,Aulacomya ater,0.988,NA,marine,seadata75,Aulacomya ater,Mollusc,NA,NA,"NA, whole, edible flesh",NA,4.62,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2005",NA,NA,NA,NA
Aulacomya ater,NA,NA,NA,NA,temperate,benthic,100,6.3,Aulacomya ater,Aulacomya ater,0.988,NA,marine,seadata76,Aulacomya ater,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,2.25,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2006",NA,NA,NA,NA
Calappa granulata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.94,subtropical,benthic,400,10,Calappa granulata,Calappa granulata,0.988,NA,marine,seadata135,Calappa granulata,Crustacean,NA,NA,"NA, edible muscle",375.9,15.63,NA,NA,NA,10.78,0.64,sea11,Aegean Sea,NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,bc1158,Callinectes sapidus,Crustacean,Blue crab,NA,"Blue crab, wild, claw meat, raw",NA,NA,NA,NA,NA,15,0.64,fi221,"Turkey, Gulf of Antalya, Mediterranean Sea",Jul 2001,NA,2003,0901197
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,bc1159,Callinectes sapidus,Crustacean,Blue crab,NA,"Blue crab, wild, body meat, raw",NA,NA,NA,NA,NA,14.71,0.79,fi221,"Turkey, Gulf of Antalya, Mediterranean Sea",Jul 2001,NA,2003,0901198
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,c72,Callinectes sapidus,Crustacean,Blue Crab,muscle,"Blue Crab, muscle",74,NA,NA,NA,NA,16.4,0.77,65,NA,NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,c73,Callinectes sapidus,Crustacean,Blue Crab,muscle,"Blue Crab, muscle",115,2.32,4.025,NA,NA,15.9,1.3,27,NA,NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,c74,Callinectes sapidus,Crustacean,Blue Crab,viscera,"Blue Crab, offal",NA,NA,NA,NA,NA,12.4,1.5,27,NA,NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,c75,Callinectes sapidus,Crustacean,Blue Crab,eggs,"Blue Crab, eggs",NA,NA,NA,NA,NA,8.5,9.6,27,NA,NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,seadata2,Callinectes sapidus,Crustacean,NA,whole,"NA, whole, edible flesh",34.4,NA,NA,NA,NA,NA,NA,sea1,"eastern Virginia, USA",NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,seadata48,Callinectes sapidus,Crustacean,NA,NA,"NA, meat from body and claws",NA,NA,NA,NA,NA,NA,0.79,sea6,"NA",NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,seadata49,Callinectes sapidus,Crustacean,NA,NA,"NA, meat from body and claws",NA,NA,NA,NA,NA,NA,0.64,sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 1998",NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,seadata52,Callinectes sapidus,Crustacean,NA,NA,"NA, meat from body and claws",149.2,1.04,6.99,NA,NA,NA,NA,sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA
Callinectes sapidus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.35,tropical,benthopelagic,90,22.7,Callinectes sapidus,Callinectes sapidus,0.988,NA,freshbrackmarine,seadata53,Callinectes sapidus,Crustacean,NA,NA,"NA, meat from body and claws",64.9,1.13,4.7,NA,NA,NA,NA,sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA
Cancer borealis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,subtropical,benthic,800,16,Cancer borealis,Cancer borealis,0.988,NA,marine,c76,Cancer borealis,Crustacean,Jonah Crab,muscle,"Jonah Crab, muscle",96,NA,NA,NA,NA,16.2,1.9,27,NA,NA,NA,NA,NA
Cancer borealis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,subtropical,benthic,800,16,Cancer borealis,Cancer borealis,0.988,NA,marine,c78,Cancer borealis,Crustacean,Jonah Crab,muscle,"Jonah Crab, muscle",NA,NA,NA,0.28,0.1,NA,NA,55,NA,NA,NA,NA,NA
Cancer irroratus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.29,temperate,benthic,575,NA,Cancer irroratus,Cancer irroratus,0.988,NA,marine,c79,Cancer irroratus,Crustacean,Atlantic Rock Crab,muscle,"Atlantic Rock Crab, muscle",NA,NA,NA,0.27,0.15,NA,1.2,55,NA,NA,NA,NA,NA
Cancer irroratus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.29,temperate,benthic,575,NA,Cancer irroratus,Cancer irroratus,0.988,NA,marine,c80,Cancer irroratus,Crustacean,Atlantic Rock Crab,muscle,"Atlantic Rock Crab, muscle",NA,NA,NA,0.27,0.15,NA,NA,55,NA,NA,NA,NA,NA
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,af739,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",186.9819,NA,NA,NA,NA,7.36,0.58,fi192,"Turkey, Kumbag, Marmara Sea","Winter (Dec, Jan, Feb) 2005, 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902043
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,af740,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",304.2864,NA,NA,NA,NA,8.99,1.2,fi192,"Turkey, Kumbag, Marmara Sea","Spring (Mar, Apr, May) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902044
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,af741,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",211.1262,NA,NA,NA,NA,7.45,0.74,fi192,"Turkey, Kumbag, Marmara Sea","Summer (Jun, Jul, Aug) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902045
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,af742,Chamelea gallina,Mollusc,Striped venus,NA,"Venerid clam, flesh meat, raw",209.4368,NA,NA,NA,NA,6.86,0.92,fi192,"Turkey, Kumbag, Marmara Sea","Autumn (Sep, Oct, Nov) 2006",PRO- (according to AOAC 1998); CHO- (according to Merrill and Watt 1973),2009,0902046
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc1141,Chamelea gallina,Mollusc,Striped venus,NA,"Striped venus, babyclam, meat, raw",NA,NA,NA,NA,NA,10.05,2.94,fi215,"Turkey, Southern coast of the Marmara Sea, Karabiga, Kemer, Sevketje (Anatolia side), Bolayiralti, Gelibolu (European side)",Apr 2008,NA,2011,0901180
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc1142,Chamelea gallina,Mollusc,Striped venus,NA,"Striped venus, babyclam, meat, raw",NA,NA,NA,NA,NA,10.5,3.13,fi215,"Turkey, Southern coast of the Marmara Sea, Karabiga, Kemer, Sevketje (Anatolia side), Bolayiralti, Gelibolu (European side)",Jul 2008,NA,2011,0901181
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc1143,Chamelea gallina,Mollusc,Striped venus,NA,"Striped venus, babyclam, meat, raw",NA,NA,NA,NA,NA,9.06,2.13,fi215,"Turkey, Southern coast of the Marmara Sea, Karabiga, Kemer, Sevketje (Anatolia side), Bolayiralti, Gelibolu (European side)",Oct 2008,NA,2011,0901182
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc1144,Chamelea gallina,Mollusc,Striped venus,NA,"Striped venus, babyclam, meat, raw",NA,NA,NA,NA,NA,10.81,2.84,fi215,"Turkey, Southern coast of the Marmara Sea, Karabiga, Kemer, Sevketje (Anatolia side), Bolayiralti, Gelibolu (European side)",Jan 2009,NA,2011,0901183
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc982,Chamelea gallina,Mollusc,Striped venus,NA,"Venus clam, wild, edible meat (incl. intervalvar fluid), raw",245,6.31,1.23,0.2241162,0.166012,10.4,1.55,fi158,"Italy, Rimini/Pesaro, Adriatic Sea",Jun 2002,FA converted using XFA,2006,0901001
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc983,Chamelea gallina,Mollusc,Striped venus,NA,"Venus clam, wild, edible meat (incl. intervalvar fluid), raw",150,6.73,0.91,0.032793408,0.07957224,8.55,0.73,fi158,"Italy, Rimini/Pesaro, Adriatic Sea",Sep 2002,FA converted using XFA,2006,0901002
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc984,Chamelea gallina,Mollusc,Striped venus,NA,"Venus clam, wild, edible meat (incl. intervalvar fluid), raw",327,6.44,1.38,0.162592,0.14308096,10.1,1.16,fi158,"Italy, Rimini/Pesaro, Adriatic Sea",Dez 2002,FA converted using XFA,2006,0901003
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc985,Chamelea gallina,Mollusc,Striped venus,NA,"Venus clam, wild, edible meat (incl. intervalvar fluid), raw",67.5,10.7,1.48,0.2386878,0.15422904,10.8,1.59,fi158,"Italy, Rimini/Pesaro, Adriatic Sea",Feb 2003,FA converted using XFA,2006,0901004
Chamelea gallina,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,subtropical,benthic,25,5,Chamelea gallina,Chamelea gallina,0.988,NA,marine,bc986,Chamelea gallina,Mollusc,Striped venus,NA,"Venus clam, wild, edible meat (incl. intervalvar fluid), raw",304,8.2,1.28,0.05983072,0.10292912,9.04,0.84,fi158,"Italy, Rimini/Pesaro, Adriatic Sea",Jul 2003,FA converted using XFA,2006,0901005
Chionoecetes opilio,NA,mainly animals (troph. 2.8 and up),variable,3.49,boreal,benthic,1400,9.1,Chionoecetes opilio,Chionoecetes opilio,0.988,NA,marine,bc1003,Chionoecetes opilio,Crustacean,Queen crab,NA,"Queen crab, wild, male, muscle flesh, raw",NA,NA,NA,0.39047856,0.21243016,NA,1.57,fi165,"Russia, Okhotsk Sea, northeastern coast of Sakhalin Island",Summer-Autumn 2005,FA converted using XFA,2009,0901022
Chionoecetes opilio,NA,mainly animals (troph. 2.8 and up),variable,3.49,boreal,benthic,1400,9.1,Chionoecetes opilio,Chionoecetes opilio,0.988,NA,marine,bc1004,Chionoecetes opilio,Crustacean,Queen crab,NA,"Queen crab, wild, male, hepatopancreas, raw",NA,NA,NA,1.55584,0.7985835,NA,13,fi165,"Russia, Okhotsk Sea, northeastern coast of Sakhalin Island",Summer-Autumn 2005,FA converted using XFA,2009,0901023
Clinocardium nuttallii,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,200,14,Clinocardium nuttallii,Clinocardium nuttallii,0.988,NA,marine,af548,Clinocardium nuttallii,Mollusc,Basket cockle,NA,"Cockle clam, edible flesh, raw",NA,NA,NA,NA,NA,11.8,1,fi195,"USA, SE Alaska",NA,NA,1976,0901852
Clinocardium nuttallii,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,200,14,Clinocardium nuttallii,Clinocardium nuttallii,0.988,NA,marine,c114,Clinocardium nuttallii,Mollusc,Nuttall Cockle,muscle,"Nuttall Cockle, muscle",30,16.2,NA,NA,NA,13.5,0.7,19,NA,NA,NA,NA,NA
Clinocardium nuttallii,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,200,14,Clinocardium nuttallii,Clinocardium nuttallii,0.988,NA,marine,c116,Clinocardium nuttallii,Mollusc,Nuttall Cockle,whole,"Nuttall Cockle, whole",NA,NA,NA,NA,NA,11.8,1.1,27,NA,NA,NA,NA,NA
