species_name,seanuts_id2,subgroup,ref_info,nutrient,concentration,dri_per
Squalus acanthias,1501,finfish,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,protein,16.3,32.6
Strombus gracilior,1155,mollusc,"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",protein,18.36,36.72
Strombus gracilior,1156,mollusc,"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",protein,26.01,52.019999999999996
Strombus gracilior,1157,mollusc,"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",protein,19.82,39.64
Strombus gracilior,1158,mollusc,"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",protein,27.76,55.52
Thaleichthys pacificus,1502,finfish,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,protein,14.6,29.2
Theragra chalcogramma,1512,finfish,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,protein,18.9,37.8
Thunnus alalunga,1551,finfish,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,protein,25,50
Thunnus alalunga,1552,finfish,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,protein,22.8,45.6
Ageneiosus brevifilis,290,finfish,"Ramos Filho M.M., Ramos M.I.L., Hiane P.R., De Souza E.M.T. (2010) Nutritional value of seven freshwater fish species from the Brazilian Pantanal. J Am Oil Chem Soc 87: 1461-1467",protein,17.77,35.54
Alosa alosa,295,finfish,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",protein,22.42,44.84
Anabas testudineus,1964,finfish,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",protein,15.5,31
Aphanopus carbo,218,finfish,"Bandarra N.M., Batista I., Nunes M.L. (2009). Chemical composition and nutritional value of raw and cooked black scabbardfish (Aphanopus carbo). Scientia Marina 73(S2): 105-113",protein,15.7,31.4
Aphanopus carbo,234,finfish,"Bandarra N.M., Batista I., Nunes M.L. (2009). Chemical composition and nutritional value of raw and cooked black scabbardfish (Aphanopus carbo). Scientia Marina 73(S2): 105-113",protein,16.9,33.8
Ariomma bondi,327,finfish,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",protein,20.8,41.6
Ariomma bondi,328,finfish,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",protein,22.3,44.6
Aristaeomorpha foliacea,329,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,20.31,40.62
Aristaeomorpha foliacea,330,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,21.86,43.72
Aristaeomorpha foliacea,331,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,22.02,44.04
Aristaeomorpha foliacea,332,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,22.23,44.46
Aristaeomorpha foliacea,333,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,22.37,44.74
Aristaeomorpha foliacea,334,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,22.66,45.32
Aristaeomorpha foliacea,335,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,22.86,45.72
Aristaeomorpha foliacea,336,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,23.92,47.84
Aristaeomorpha foliacea,337,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,24.03,48.06
Aristaeomorpha foliacea,338,crustacean,"Bono G., Gai G., Peiretti P.G., Badalucco C., Brugiapaglia A., Siragusa G., Palmegiano G.B. (2012). Chemical and nutritional characterisation of the Central Mediterranean giant red shrimp (Aristaeomorpha foliacea): influence of trophic and geographical factors on flesh quality. Food Chemistry 130: 104-110",protein,24.63,49.26
Atherina boyeri,354,finfish,"Bouriga N., Selmi S., Faure E., Trabelsi M. (2010). Biochemical composition of three Tunisian silverside (fish) populations caught in open sea, lagoon and island coasts. African Journal of Biotechnology 9(26): 4114-4119",protein,19.41,38.82
Atherina boyeri,1557,finfish,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",protein,17.21,34.42
Atherina lagunae,356,finfish,"Bouriga N., Selmi S., Faure E., Trabelsi M. (2010). Biochemical composition of three Tunisian silverside (fish) populations caught in open sea, lagoon and island coasts. African Journal of Biotechnology 9(26): 4114-4119",protein,19.11,38.22
Atherina lagunae,357,finfish,"Selmi S., Bouriga N., Cherif M., Toujani M., Trabelsi M. (2010). Effects of drying process on a biochemical and microbiological quality of silverside (fish) Atherina lagunae. International Journal of Food Science & Technology 45: 1161 - 1168.",protein,19.11,38.22
Atherina sp.,355,finfish,"Bouriga N., Selmi S., Faure E., Trabelsi M. (2010). Biochemical composition of three Tunisian silverside (fish) populations caught in open sea, lagoon and island coasts. African Journal of Biotechnology 9(26): 4114-4119",protein,17.86,35.72
Bagre marinus,1366,finfish,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",protein,17,34
Belone belone,370,finfish,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",protein,20.05,40.1
Boops boops,1559,finfish,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",protein,18.22,36.44
Botia dario,1971,finfish,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",protein,14.9,29.799999999999997
Brevoortia spp.,380,finfish,"Méndez E., González R.M., Inocente G., Giudice H., Grompone M.A. (1996). Lipid content and fatty acid composition of fillets of six fishes from the Rio de la Plata. Journal of Food Composition and Analysis 9: 163-170",protein,19.4,38.8
Caranx crysos,1370,finfish,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",protein,14.27,28.54
Caranx hippos,1373,finfish,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",protein,21.3,42.6
Carcharhinus limbatus,389,finfish,"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",protein,24.3,48.6
Carcharhinus porosus,1368,finfish,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",protein,21.15,42.3
Centrophorus squamosus,392,finfish,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",protein,20,40
Centropomus undecimalis,76,finfish,"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",protein,21.61,43.22
Centropomus undecimalis,1377,finfish,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",protein,20,40
Centroscyllium fabricii,393,finfish,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",protein,17.1,34.2
Centroscymnus coelolepis,394,finfish,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",protein,20.8,41.6
Chamelea gallina,40,mollusc,"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",protein,10.1,20.2
Chamelea gallina,41,mollusc,"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",protein,9.04,18.08
Chamelea gallina,49,mollusc,"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",protein,10.4,20.8
Chamelea gallina,56,mollusc,"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",protein,8.55,17.1
Chamelea gallina,90,mollusc,"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",protein,10.8,21.6
Channa striata,80,finfish,"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",protein,18.6,37.2
Chelidonichthys lucerna,421,finfish,"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",protein,18.96,37.92
Chelidonichthys lucerna,422,finfish,"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",protein,19.5,39
Chelidonichthys lucerna,423,finfish,"Küçükgülmez A., Celik M., Ersoy B., Yanar Y. (2010). Effects of season on proximate and fatty acid composition of two mediterranean fish - the round herring (Etrumeus teres) and tub gurnard (Chelidonichthys lucernus). International Journal of Food Science and Technology 45: 1056-1060",protein,19.94,39.88
Cipangopaludina chinensis,6,mollusc,"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",protein,13,26
Clarias batrachus,44,finfish,"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",protein,19,38
