seanuts_id2,species1,nutrient,concentration,feeding_mode,feeding_level,EnvTemp,DemersPelag,BodyShapeI,part,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep,AgeMatMin,realm,source,reference
NA,Catostomus commersonii,fat_g,1.5,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),temperate,demersal,fusiform / normal,muscle,0.4054651081081644,4.174387269895637,2.46,NA,4,freshbrack,cine,2
NA,Catostomus commersonii,fat_g,3.8,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),temperate,demersal,fusiform / normal,whole,1.33500106673234,4.174387269895637,2.46,NA,4,freshbrack,cine,27
NA,Catostomus commersonii,fat_g,1.9,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),temperate,demersal,fusiform / normal,muscle,0.6418538861723947,4.174387269895637,2.46,NA,4,freshbrack,cine,56
NA,Catostomus commersonii,fapun_all_g,0.807,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),temperate,demersal,fusiform / normal,muscle,-0.2144316107121882,4.174387269895637,2.46,NA,4,freshbrack,cine,13
NA,Catostomus commersonii,mn_mg,0.6,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),temperate,demersal,fusiform / normal,muscle,-0.5108256237659907,4.174387269895637,2.46,NA,4,freshbrack,cine,13
NA,Catostomus commersonii,mg_mg,30,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),temperate,demersal,fusiform / normal,muscle,3.4011973816621555,4.174387269895637,2.46,NA,4,freshbrack,cine,13
NA,Catostomus commersonii,mg_mg,17.4,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),temperate,demersal,fusiform / normal,muscle,2.856470206220483,4.174387269895637,2.46,NA,4,freshbrack,cine,2
NA,Centropristis striata,ca_mg,131,NA,NA,NA,NA,NA,muscle,4.875197323201151,NA,NA,NA,NA,marine,cine,46
NA,Centropristis striata,ca_mg,10.4,NA,NA,NA,NA,NA,muscle,2.341805806147327,NA,NA,NA,NA,marine,cine,65
NA,Centropristis striata,ca_mg,41,NA,NA,NA,NA,NA,muscle,3.713572066704308,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,zn_mg,0.341,NA,NA,NA,NA,NA,muscle,-1.07587280169862,NA,NA,NA,NA,marine,cine,65
NA,Centropristis striata,zn_mg,0.142,NA,NA,NA,NA,NA,muscle,-1.9519282213808764,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,fe_mg,2.2,NA,NA,NA,NA,NA,muscle,0.7884573603642703,NA,NA,NA,NA,marine,cine,46
NA,Centropristis striata,fe_mg,0.136,NA,NA,NA,NA,NA,muscle,-1.995100393246085,NA,NA,NA,NA,marine,cine,65
NA,Centropristis striata,protein_g,18.1,NA,NA,NA,NA,NA,muscle,2.89591193827178,NA,NA,NA,NA,marine,cine,46
NA,Centropristis striata,protein_g,18.5,NA,NA,NA,NA,NA,muscle,2.917770732084279,NA,NA,NA,NA,marine,cine,65
NA,Centropristis striata,protein_g,18.4,NA,NA,NA,NA,NA,muscle,2.91235066461494,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,protein_g,14.3,NA,NA,NA,NA,NA,whole,2.6602595372658615,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,protein_g,16.4,NA,NA,NA,NA,NA,offal,2.797281334830153,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,protein_g,16.9,NA,NA,NA,NA,NA,eggs,2.8273136219290276,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,fat_g,1.3,NA,NA,NA,NA,NA,muscle,0.26236426446749106,NA,NA,NA,NA,marine,cine,46
NA,Centropristis striata,fat_g,2.08,NA,NA,NA,NA,NA,muscle,0.7323678937132266,NA,NA,NA,NA,marine,cine,65
NA,Centropristis striata,fat_g,1.7,NA,NA,NA,NA,NA,muscle,0.5306282510621704,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,fat_g,6.1,NA,NA,NA,NA,NA,whole,1.8082887711792655,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,fat_g,7.2,NA,NA,NA,NA,NA,offal,1.9740810260220096,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,fat_g,3.8,NA,NA,NA,NA,NA,eggs,1.33500106673234,NA,NA,NA,NA,marine,cine,27
NA,Centropristis striata,mn_mg,0.013,NA,NA,NA,NA,NA,muscle,-4.3428059215206005,NA,NA,NA,NA,marine,cine,65
NA,Centropristis striata,mg_mg,41.4,NA,NA,NA,NA,NA,muscle,3.7232808808312687,NA,NA,NA,NA,marine,cine,65
NA,Centropristis striata,mg_mg,25,NA,NA,NA,NA,NA,muscle,3.2188758248682006,NA,NA,NA,NA,marine,cine,27
NA,Clupea harengus,ca_mg,20,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,2.995732273553991,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,ca_mg,20,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,2.995732273553991,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,zn_mg,0.701,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,-0.355247391947547,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,zn_mg,0.701,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,-0.355247391947547,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,fe_mg,1,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,0,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,fe_mg,1,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,0,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,protein_g,18,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,2.8903717578961645,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,protein_g,18,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,2.8903717578961645,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,protein_g,17.2,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,whole,2.8449093838194073,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,protein_g,17.2,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,whole,2.8449093838194073,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,fat_g,9.8,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,2.2823823856765264,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,fat_g,9.8,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,2.2823823856765264,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,fat_g,16.4,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,whole,2.797281334830153,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,fat_g,16.4,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,whole,2.797281334830153,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,fat_g,16.4,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,whole,2.797281334830153,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,72
NA,Clupea harengus,fat_g,16.4,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,whole,2.797281334830153,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,72
NA,Clupea harengus,fat_g,6.2,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,1.824549292051046,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,72
NA,Clupea harengus,fat_g,6.2,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,1.824549292051046,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,72
NA,Clupea harengus,mn_mg,0.12,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,-2.120263536200091,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,mn_mg,0.12,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,-2.120263536200091,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,mg_mg,36,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,benthopelagic,fusiform / normal,muscle,3.58351893845611,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea harengus,mg_mg,36,selective plankton feeding,mainly animals (troph. 2.8 and up),polar,benthopelagic,fusiform / normal,muscle,3.58351893845611,3.8066624897703196,3.294999980926515,364,2.5555555555555554,brackmarine,cine,27
NA,Clupea pallasii pallasii,ca_mg,19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,eggs,2.9444389791664403,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,ca_mg,19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,eggs,2.9444389791664403,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,ca_mg,83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,muscle,4.418840607796598,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,ca_mg,83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,4.418840607796598,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fe_mg,2.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,eggs,0.9932517730102834,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,fe_mg,2.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,eggs,0.9932517730102834,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,fe_mg,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,eggs,-0.10536051565782628,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,34
NA,Clupea pallasii pallasii,fe_mg,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,eggs,-0.10536051565782628,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,34
NA,Clupea pallasii pallasii,fe_mg,1.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,muscle,0.5306282510621704,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fe_mg,1.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,0.5306282510621704,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,protein_g,9.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,eggs,2.2617630984737906,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,protein_g,9.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,eggs,2.2617630984737906,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,protein_g,17.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,eggs,2.8390784635086144,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,protein_g,17.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,eggs,2.8390784635086144,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,protein_g,18.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,muscle,2.9069010598473755,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,protein_g,18.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,2.9069010598473755,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,protein_g,15.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,whole,2.7536607123542622,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,protein_g,15.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,whole,2.7536607123542622,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,protein_g,12.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,whole,2.4932054526026954,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,66
NA,Clupea pallasii pallasii,protein_g,12.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,whole,2.4932054526026954,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,66
NA,Clupea pallasii pallasii,fat_g,1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,eggs,0,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,fat_g,1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,eggs,0,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,19
NA,Clupea pallasii pallasii,fat_g,1.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,eggs,0.47000362924573563,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fat_g,1.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,eggs,0.47000362924573563,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fat_g,8.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,muscle,2.1400661634962708,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fat_g,8.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,2.1400661634962708,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fat_g,13.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,whole,2.6100697927420065,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fat_g,13.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,whole,2.6100697927420065,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,fat_g,1.43,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,whole,0.3576744442718159,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,66
NA,Clupea pallasii pallasii,fat_g,1.43,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,whole,0.3576744442718159,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,66
NA,Clupea pallasii pallasii,fat_g,11.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,muscle,2.4069451083182885,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,72
NA,Clupea pallasii pallasii,fat_g,11.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,2.4069451083182885,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,72
NA,Clupea pallasii pallasii,mn_mg,0.02,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,muscle,-3.912023005428146,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,mn_mg,0.02,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,-3.912023005428146,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,mg_mg,32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,fusiform / normal,muscle,3.4657359027997265,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupea pallasii pallasii,mg_mg,32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,3.4657359027997265,3.828641396489095,3.4600000381469727,475,2,freshbrackmarine,cine,27
NA,Clupeinae and Alosinae,ca_mg,46,NA,NA,NA,NA,NA,eggs,3.828641396489095,NA,NA,NA,NA,NA,cine,11
NA,Clupeinae and Alosinae,ca_mg,58,NA,NA,NA,NA,NA,muscle,4.060443010546419,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,zn_mg,0.743,NA,NA,NA,NA,NA,muscle,-0.2970592342643779,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,zn_mg,2.032,NA,NA,NA,NA,NA,whole,0.7090205297162355,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,fe_mg,1.09,NA,NA,NA,NA,NA,muscle,0.08617769624105241,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,fe_mg,0.885,NA,NA,NA,NA,NA,whole,-0.12216763397420753,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,protein_g,23.6,NA,NA,NA,NA,NA,eggs,3.1612467120315646,NA,NA,NA,NA,NA,cine,11
NA,Clupeinae and Alosinae,protein_g,20,NA,NA,NA,NA,NA,eggs,2.995732273553991,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,protein_g,17.7,NA,NA,NA,NA,NA,muscle,2.8735646395797834,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,protein_g,17.6,NA,NA,NA,NA,NA,whole,2.8678989020441064,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,fat_g,0.2,NA,NA,NA,NA,NA,eggs,-1.6094379124341003,NA,NA,NA,NA,NA,cine,11
NA,Clupeinae and Alosinae,fat_g,2.8,NA,NA,NA,NA,NA,muscle,1.0296194171811581,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,fat_g,7.4,NA,NA,NA,NA,NA,whole,2.0014800002101243,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,mn_mg,0.038,NA,NA,NA,NA,NA,muscle,-3.270169119255751,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,mn_mg,0.109,NA,NA,NA,NA,NA,whole,-2.2164073967529934,NA,NA,NA,NA,NA,cine,27
NA,Clupeinae and Alosinae,mg_mg,26,NA,NA,NA,NA,NA,muscle,3.258096538021482,NA,NA,NA,NA,NA,cine,27
NA,Coregonus artedi,ca_mg,11.2,NA,NA,NA,NA,NA,muscle,2.4159137783010487,NA,NA,NA,NA,freshbrackmarine,cine,43
NA,Coregonus artedi,ca_mg,12,NA,NA,NA,NA,NA,muscle,2.4849066497880004,NA,NA,NA,NA,freshbrackmarine,cine,27
NA,Coregonus artedi,ca_mg,28.7,NA,NA,NA,NA,NA,eggs,3.3568971227655755,NA,NA,NA,NA,freshbrackmarine,cine,43
