sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Monopterus albus,Monopterus,albus,4833,"(Zuiew, 1793)",Asian swamp eel,Moalb_u5.jpg,NA,NA,NA,262,NA,59,NA,eel-like,O,NA,NA,0,-1,-1,0,demersal,potamodromous,51243,3,NA,2686,NA,NA,NA,NA,NA,NA,NA,64.76,100.0,SL,NA,NA,2686,40.0,SL,NA,NA,44894,NA,NA,NA,MOALB_U0,NA,NA,NA,4833,commercial,unknown,NA,NA,NA,NA,other,,0,0,0,-1,0,0,0,0,-1,0,commercial,,12108,never/rarely,NA,commercial,,26913,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in hill streams to lowland wetlands (Ref. 57235) often occurring in ephemeral waters (Ref. 44894).  Adults are found in medium to large rivers, flooded fields and stagnant waters including sluggish flowing canals (Ref. 12975, 12693), in streamlets and estuaries (Ref. 41236).  Benthic (Ref. 58302), burrowing in moist earth in dry season surviving for long periods without water (Ref 2686). Occasionally dug out in old taro fields, in Hawaii, long after the field has been drained; more frequently observed in stream clearing operations using heavy equipment to remove large amounts of silt and vegetation where the eels are hidden (Ref. 44091).  Nocturnal predators devouring fishes, worms, crustaceans, and other small aquatic animals (Ref. 44091); also feed on detritus.  Are protandrous hermaphrodites. The male guards and builds nest or burrow (Ref. 205). Marketed fresh and can be kept alive for long periods of time as long as the skin is kept moist (Ref. 12693).  Good flesh (Ref. 2686).  Important fisheries throughout Southeast Asia (Ref. 57235).",NA,0.5001,0,2,1991-10-21T00:00:00.000Z,2,2015-03-23T00:00:00.000Z,14,1994-08-09T00:00:00.000Z,NA,4663
Corica soborna,Corica,soborna,188,"Hamilton, 1822",Ganges river sprat,Cosob_u0.gif,NA,NA,NA,43,Ehiravinae,5653,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,pelagic-neritic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,4.1,SL,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,COSOB_U0,NA,NA,NA,171,subsistence fisheries,low,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Occurs in rivers and estuaries (Ref. 4832).  Also found in coastal areas of Bay of Bengal (Ref. 45255).,NA,0.75,0,3,1990-10-17T00:00:00.000Z,303,2013-07-15T00:00:00.000Z,3,1994-07-23T00:00:00.000Z,NA,1566
Mormyrus rume,Mormyrus,rume,2915,"Valenciennes, 1847",Mormyrids,Morum_u2.jpg,NA,NA,NA,40,NA,736,NA,fusiform / normal,R,NA,NA,0,-1,0,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,6.0,2744,NA,NA,62.62,100.0,SL,NA,NA,31256,NA,NA,NA,NA,NA,5300.0,NA,2915,NA,NA,NA,NA,28265,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,weakly discharging,10311,NA,-1,Affinities:  look-alike of <i>M. subundulatus</i> and <i>M. tapirus</i>.  Feeds on insects and larvae (Ref.13851).  Generates electric organ discharge (EOD) of long duration that seems to correlate with territorial behavior of the  species (Ref. 10460; 10601).,NA,0.5,0,3,1991-03-05T00:00:00.000Z,10,2014-01-14T00:00:00.000Z,1,1999-03-11T00:00:00.000Z,NA,2397
Glossogobius giuris,Glossogobius,giuris,4343,"(Hamilton, 1822)",Tank goby,Glgiu_u4.jpg,NA,NA,NA,405,Gobiinae,7020,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,benthopelagic,amphidromous,51243,0,5,86942,NA,NA,NA,NA,NA,NA,NA,26.38,50.0,SL,NA,NA,4967,11.3,SL,NA,NA,35840,NA,NA,NA,GLGIU_U1,NA,NA,NA,4833,minor commercial,very high,Very questionable: based on ex-vessel price for species in this family,Food fish.,,India,,,-1,0,0,-1,-1,-1,0,0,-1,0,commercial,,40297,never/rarely,NA,commercial,based mainly on capture,2059,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found mainly in freshwater and estuaries, but also enter the sea (Ref. 4833).  Also occur in canals, ditches and ponds (Ref.  12693).  Found in clear to turbid streams with rock, gravel or sand bottoms (Ref. 2847).  Encountered in medium to large-sized rivers of the lower Mekong (Ref. 12975).  Feed on small insects, crustaceans and small fish.  Grow to a much larger size in brackish water than in fresh water.  Marketed fresh (Ref. 12693).  Cannibalism is relatively common for this species (Ref. 48660).",NA,0.5,0,3,1991-12-19T00:00:00.000Z,2291,2015-06-08T00:00:00.000Z,113,1997-02-21T00:00:00.000Z,NA,4833
Channa punctata,Channa,punctata,6028,"(Bloch, 1793)",Spotted snakehead,Chpun_ul.jpg,NA,NA,NA,431,NA,7138,NA,elongated,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35,31.0,TL,NA,NA,4833,15.0,TL,NA,NA,6028,NA,NA,NA,NA,NA,NA,NA,6028,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-1,0,commercial,NA,12108,occasionally,6028,commercial,based mainly on capture,2059,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in ponds, swamps, brackish water (Ref. 6028), ditches and beels (Ref. 1479).  Adults prefer stagnant waters in muddy streams (Ref. 4833).  Feed on worms, insects and small fish (Ref. 6028).  Accept chopped fish and shrimp in the aquarium.  Breed throughout the year.  Mitochondrial hypertrophy, noted in the double cone of the retina of this species, is considered a basic process in oil droplet formation (Ref. 10557) believed to be an adaptation for enhanced visual contrast detection in turbid waters (Ref. 10407).  Used as live bait for angling larger snakeheads.",NA,0.5,0,2,1992-03-02T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,2,1994-08-16T00:00:00.000Z,NA,5147
Clarias batrachus,Clarias,batrachus,1479,"(Linnaeus, 1758)",Philippine catfish,Clbat_u2.jpg,NA,NA,NA,139,NA,7358,NA,elongated,O,NA,NA,0,-1,-1,0,demersal,potamodromous,51243,1,NA,2854,NA,NA,NA,NA,NA,NA,NA,24.27,47.0,TL,NA,NA,40637,26.25,TL,NA,NA,12193,1190.0,NA,40637,CLBAT_U0,NA,NA,NA,4833,commercial,unknown,NA,NA,NA,NA,NA,NA,-1,-1,-1,0,0,0,0,0,-1,0,commercial,NA,7306,never/rarely,NA,commercial,based mainly on capture,1672,0,NA,potential pest,4690,no special ability,NA,NA,-1,"Adults inhabit lowland streams (Ref. 57235), swamps, ponds, ditches, rice paddies, and pools left in low spots after rivers have been in flood (Ref. 2854, 57235).  Usually confined to stagnant, muddy water (Ref. 1479).  Found in medium to large-sized rivers, flooded fields and stagnant water bodies including sluggish flowing canals (Ref. 12975).  Undertake lateral migrations from the Mekong mainstream, or other permanent water bodies, to flooded areas during the flood season and returns to the permanent water bodies at the onset of the dry season (Ref. 37770).  Can live out of water for quite sometime and move short distances over land (Ref. 4833).  Can walk and leave the water to migrate to other water bodies using its auxiliary breathing organs.  The Lao use this fish as lap pa or ponne pa.  Feed on insect larvae, earthworms, shells, shrimps, small fish, aquatic plants and debris (Ref. 6459).  An important food fish (Ref. 4833) that is marketed live, fresh and frozen (Ref. 9987).  Recently rare, being replaced by introduced African walking catfish (Ref. 57235).",NA,0.5,0,1,1991-05-01T00:00:00.000Z,2,2012-05-17T00:00:00.000Z,1,1994-04-26T00:00:00.000Z,NA,3054
Macrognathus aculeatus,Macrognathus,aculeatus,2091,"(Bloch, 1786)",Lesser spiny eel,Maacu_u0.gif,NA,NA,NA,432,NA,2842,NA,eel-like,R,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.53,38.0,TL,NA,NA,2073,NA,NA,NA,NA,NA,NA,NA,NA,MAACU_U0,NA,NA,NA,9496,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on capture,1672,0,NA,harmless,NA,no special ability,NA,NA,-1,Adults occur in medium to large-sized rivers (Ref. 12975).  Found in lowland wetlands and peats.  Uncommonly seen in aquarium trades (Ref. 57235).,NA,0.5,0,2,1992-03-03T00:00:00.000Z,2,2012-05-17T00:00:00.000Z,NA,NA,NA,5152
Channa striata,Channa,striata,6028,"(Bloch, 1793)",Striped snakehead,Chbar_u6.jpg,Chstr_m1.jpg,NA,NA,431,NA,7138,NA,elongated,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,1,10,2686,1,2,4515,NA,NA,NA,NA,39.69,100.0,SL,NA,NA,2686,61.0,TL,NA,NA,44091,3e3,NA,40637,CHSTR_U0,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"from 10,000 to 50,000",NA,,,-1,-1,0,-1,0,0,0,0,-1,0,commercial,,12108,never/rarely,NA,public aquariums,,4537,0,NA,potential pest,2847,no special ability,NA,NA,-1,"Adults inhabit ponds, streams and rivers, preferring stagnant and muddy water of plains (Ref. 41236).  Found mainly in swamps, but also occurs in the lowland rivers.  More common in relatively deep (1-2 m), still water.  Very common in freshwater plains (Ref. 4515, 57235).  Occur in medium to large rivers, brooks, flooded fields and stagnant waters including sluggish flowing canals (Ref. 12975).  Survive dry season by burrowing in bottom mud of lakes, canals and swamps as long as skin and air-breathing apparatus remain moist (Ref. 2686) and subsists on the stored fat (Ref. 1479).  Feed on fish,  frogs, snakes, insects, earthworms, tadpoles (Ref. 1479) and crustaceans (Ref. 2847).  Undertake lateral migration from the Mekong mainstream, or other permanent water bodies, to flooded areas during the flood season and return to the permanent water bodies at the onset of the dry season (Ref. 37770).  During winter and dry season, its flesh around coelomic cavity is heavily infested by a larval trematode <i>Isoparorchis hypselobargi</i>.  Other parasites infecting this fish include <i>Pallisentis ophicephali</i> in the intestine and <i>Neocamallanus ophicepahli</i> in the pyloric caecae (Ref. 1479).  Processed into pra-hoc, mam-ruot, and mam-ca-loc (varieties of fish paste) in Kampuchea (Ref.4929).  Perhaps the main food fish in Thailand, Indochina and Malaysia (Ref. 2686).  Firm white flesh almost bone-free, heavy dark skin good for soup and usually sold separately (Ref. 2686).  In Hawaiian waters the largest specimen taken reportedly exceeded 150 cm (Ref. 44091).  Very economic important on both cultures and captures throughout southern and southeastern Asia (Ref. 57235).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,1,1994-03-03T00:00:00.000Z,NA,343
Perca fluviatilis,Perca,fluviatilis,59043,"Linnaeus, 1758",European perch,Peflu_ue.jpg,NA,NA,NA,306,Percinae,5278,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,demersal,anadromous,51243,1,30,9988,3,4,55947,22.0,796,10.7,273,49.96,60.0,SL,NA,NA,59043,25.0,TL,NA,NA,556,4750.0,NA,2058,PEFLU_U1,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"from 1,000 to 10,000",NA,seines,,0,-1,0,-1,0,0,0,0,-1,0,commercial,,12108,never/rarely,NA,never/rarely,based mainly on capture,273,-1,9988,potential pest,NA,no special ability,NA,NA,-1,"Inhabits a very wide range of habitats from estuarine lagoons, lakes of all types to medium-sized streams.  Feeding larvae occur in open water.  This is an opportunistic diurnal feeder which preys mainly during sunrise and sunset, using all available prey. Larvae and small juveniles usually feed on planktonic invertebrates.  During first summer, many juveniles move near shores to feed on benthic prey.  Often feeds on fishes at about 12 cm SL.  May undertake short spawning migrations.  Males attain first sexual maturity at 1-2 years and females at 2-4 years of age.  Spawns in February-July (Ref. 59043).  Eggs grouped in long white ribbons (up to 1 m) are found over submerged objects (Ref. 41678).  Its flesh is excellent and not so bony.  Utilized fresh and frozen; eaten pan-fried and baked (Ref. 9988).  May be captured with natural or artificial bait (Ref. 30578).",NA,0.625,0,2,1990-10-17T00:00:00.000Z,10,2010-06-30T00:00:00.000Z,97,2003-01-15T00:00:00.000Z,NA,358
Sarda sarda,Sarda,sarda,168,"(Bloch, 1793)",Atlantic bonito,Sasar_u3.jpg,NA,NA,NA,416,Scombrinae,939,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,80,200,5377,NA,NA,NA,5.0,29114,NA,NA,32.68,91.4,FL,NA,NA,168,50.0,FL,NA,NA,168,11e3,NA,40637,SASAR_U1,NA,NA,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,Utilized as food fish.,"from 10,000 to 50,000",Mostly Turkey (37),seines,,-1,-1,0,-1,0,0,0,0,-1,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,-1,4699,reports of ciguatera poisoning,30303,no special ability,NA,NA,-1,"Epipelagic, neritic and schooling species that may enter estuaries.  Known to be cannibalistic, adults prey on small schooling fishes, invertebrates like squid and shrimps and can swallow relatively large prey.  Eggs and larvae pelagic (Ref. 6769).  Utilized fresh, dried or salted, smoked, canned and frozen (Ref. 9987).  Able to adapt to different temperatures 12° to 27°C and salinities 14 to 39 (Ref. 36731).",NA,0.5312,0,2,1990-10-17T00:00:00.000Z,949,2008-09-10T00:00:00.000Z,1,2002-07-25T19:39:43.000Z,NA,115
Sander lucioperca,Sander,lucioperca,59043,"(Linnaeus, 1758)",Pike-perch,Saluc_u3.jpg,NA,NA,NA,306,Luciopercinae,6109,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,pelagic,potamodromous,51243,2,30,30578,2,3,27368,17.0,59043,NA,NA,61.58,100.0,SL,NA,NA,59043,50.0,TL,NA,NA,556,2e4,NA,40476,STLUC_U0,NA,NA,NA,4931,commercial,unknown,NA,NA,"from 10,000 to 50,000",NA,,,-1,-1,0,-1,-1,0,0,0,-1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,public aquariums,based mainly on capture,12253,-1,4699,potential pest,57271,no special ability,NA,NA,-1,"Adults inhabit large, turbid rivers and eutrophic lakes, brackish coastal lakes and estuaries.  Feed mainly on gregarious, pelagic fishes.  They attain first sexual maturity at 3-10 years of age, usually at 4.  Undertake short spawning migrations. Individuals foraging in brackish water move to freshwater habitats.  Migrations up to 250 km have been recorded.  Homing is well developed, even nearby populations may be relatively isolated.  Spawn in pairs at dawn or night.  Spawning occurs in April-May, exceptional from late February until July, depending on latitude and altitude when temperatures reach 10-14° C on spawning grounds (Ref. 59043).  Popularly fished by sport fishers.  Its flesh is succulent (Ref. 30578).  Utilized fresh or frozen and eaten steamed, broiled and microwaved (Ref. 9988).  An individual weighing 19 kg was reportedly caught in 1959 in Starnberger, Bavaria, Germany (Peter Admicka, pers. Comm.  E-mail:  peter.adamicka@oeaw.ac.at).  The Lake Hjälmaren Pikeperch Fish-Trap fishery of this species has been certified by the Marine Stewardship Council (<a>http://www.msc.org/</a>) as well-managed and sustainable (<a>http://www.msc.org/html/content_1280.htm</a>).",NA,0.5312,0,2,1990-10-17T00:00:00.000Z,2,2012-07-31T00:00:00.000Z,1641,2006-10-18T00:00:00.000Z,NA,360
Cynoscion acoupa,Cynoscion,acoupa,3702,"(Lacepède, 1801)",Acoupa weakfish,Cyaco_u2.jpg,NA,NA,NA,331,NA,5172,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,demersal,oceanodromous,51243,1,20,3702,NA,NA,NA,NA,NA,NA,NA,45.08,110.0,TL,NA,NA,40637,45.0,TL,NA,NA,3702,17e3,NA,40637,CYACO_U0,NA,NA,NA,4537,commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,seines,NA,0,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,commercial,NA,35237,-1,4537,harmless,NA,no special ability,NA,NA,-1,Forms schools (Ref. 35237).  Found over mud or sandy mud bottoms near mouths of rivers.  Juveniles are restricted to brackish and fresh waters.  Feeds on shrimps and fishes.  Important food fish (Ref. 3702).,NA,0.5,0,2,1990-10-17T00:00:00.000Z,1,2015-09-14T00:00:00.000Z,18,1994-08-06T00:00:00.000Z,NA,1169
Solea solea,Solea,solea,7395,"(Linnaeus, 1758)",Common sole,Sosol_u4.jpg,NA,NA,NA,441,NA,579,NA,short and / or deep,R,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,0,150,35388,10,60,6302,26.4,32766,NA,NA,36.09,70.0,SL,NA,NA,4710,35.0,SL,NA,NA,5504,3e3,NA,5504,SOSOL_U0,NA,SOSOL_L0,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,Consumed as food.,"from 50,000 to 100,000","Northeast Atlantic, Mediterannean",trawls,unspecified bottom trawls (TB),-1,-1,0,0,0,-1,0,0,0,-1,commercial,NA,12108,never/rarely,NA,public aquariums,based mainly on capture,13389,-1,9988,harmless,NA,no special ability,NA,NA,-1,"Adults occur at a temperature range of 8.0-24.0°C (Ref. 4944).  Usually solitary.  They burrow into sandy and muddy bottoms.  Retreat to deeper water during winter (Ref. 9988).  Juveniles are found during the first 2 to 3 years in coastal nurseries (bays and nurseries) before migrating to deeper waters (Ref. 92286).  Adults feed on worms, mollusks and small crustaceans at night.  Waden sea is the most important nursery area.  Batch spawner (Ref. 51846).  Recruitment is very variable.  Frequently found pelagically during spawning migrations (Ref. 35388).  Marketed fresh and frozen; utilized steamed, fried, broiled, microwaved and baked (Ref. 9988). The Hastings Fleet Dover Sole fishery of this species has been certified by the Marine Stewardship Council (<a>http://www.msc.org/</a>) as well-managed and sustainable (<a>http://www.msc.org/html/content_1216.htm</a>).",NA,0.502,0,2,1990-10-17T00:00:00.000Z,2,2012-11-21T00:00:00.000Z,NA,NA,NA,525
Mugil curema,Mugil,curema,7251,"Valenciennes, 1836",White mullet,Mucur_u0.jpg,NA,NA,NA,359,NA,3595,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,reef-associated,catadromous,51243,1,30,NA,NA,15,9710,NA,NA,NA,NA,59.24,90.0,TL,NA,NA,9321,30.0,TL,NA,NA,9321,680.0,NA,40637,MUCUR_U1,NA,NA,NA,3791,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,,NA,,,-1,-1,-1,0,0,-1,0,0,-1,-1,commercial,,12108,occasionally,NA,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabit sandy coasts and littoral pools but also occurs in muddy bottoms of brackish lagoons and estuaries.  Sometimes penetrate rivers.  May also be found on coral reefs (Ref. 9710).  Juveniles are common in coastal waters and are known to find their way to estuaries and coastal lagoons.  Growth in juveniles is moderate (30-40 cm in 4 years).  Adults form schools (Ref. 9321).  Feed on microscopic or filamentous algae and small juveniles of planktonic organisms (Ref. 9626).  Reproduction occurs between March and August.  Spawn several million eggs provided with a notable yolk (Ref. 35237).  Oviparous, eggs are pelagic and non-adhesive (Ref. 205).  An important foodfish, it is marketed fresh and salted (Ref. 9321).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,1,2015-09-14T00:00:00.000Z,155,1995-11-22T00:00:00.000Z,NA,1086
Merlangius merlangus,Merlangius,merlangus,1371,"(Linnaeus, 1758)",Whiting,Memer_u0.jpg,NA,NA,NA,183,NA,5262,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,benthopelagic,oceanodromous,51243,10,200,1371,30,100,1371,20.0,35388,NA,NA,36.55,70.0,TL,NA,NA,1371,23.5,TL,NA,NA,1371,3110.0,NA,40637,MEMER_U0,NA,MEMER_L0,NA,4931,highly commercial,medium,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","UK, France, Ireland, Netherlands",trawls,unspecified bottom trawls (TB),-1,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,12253,-1,4537,harmless,NA,no special ability,NA,NA,-1,"More commonly found from 30 to 100 m, mainly on mud and gravel bottoms, but also on sand and rock.  Feed on shrimps, crabs, mollusks, small fish, polychaetes and cephalopods.  Migrate to the open sea only after the first year of life.  Eggs are pelagic.   Larvae and juveniles are associated with jellyfish.  Upon maturity, small chin barbel characteristic of juveniles disappear (Ref. 53061).  Spawn in batches (Ref. 51846).  Utilized fresh, dried or salted, smoked and frozen; eaten steamed, broiled and baked (Ref. 9988).",NA,1.0,0,1,1990-10-17T00:00:00.000Z,10,2014-04-30T00:00:00.000Z,2,1994-08-12T00:00:00.000Z,NA,29
Centropomus undecimalis,Centropomus,undecimalis,7251,"(Bloch, 1792)",Common snook,Ceund_u1.jpg,NA,NA,NA,287,NA,549,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,reef-associated,amphidromous,51243,NA,22,26912,NA,NA,NA,7.0,12193,NA,NA,45.7,140.0,TL,NA,NA,9710,50.0,TL,NA,NA,3713,24320.0,NA,4699,CEUND_U0,NA,NA,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",Mexico of area 31,gillnets,NA,0,0,-1,0,0,-1,0,0,-1,0,commercial,NA,12108,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit coastal waters, estuaries and lagoons, penetrating into freshwater; usually at depths less than 20 m (Ref. 3713).  Feed on fishes (Gobiidae, Gerreidae, Engraulidae) and crustaceans (shrimps and crabs) (Ref. 35237).  Mature individuals congregate at mouths of passes and rivers during the spawning season, May through September (Ref. 3713).  Seasonal movements into freshwater occur but poorly understood (Ref. 3713).  Marketed fresh (Ref. 5712).  Valued game fish and an excellent food fish (Ref. 26938).  The world record for hook and line is a 53-lb., 10 ounce fish caught at Parismina Ranch, Costa Rica (Ref. 13442).",NA,0.5005,0,2,1990-10-17T00:00:00.000Z,2,2013-12-12T00:00:00.000Z,1,2000-08-08T00:00:00.000Z,NA,345
Oncorhynchus mykiss,Oncorhynchus,mykiss,4706,"(Walbaum, 1792)",Rainbow trout,Onmyk_f0.jpg,NA,NA,NA,76,Salmoninae,2445,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,benthopelagic,anadromous,51243,0,200,50550,NA,NA,NA,11.0,12193,4.0,273,36.29,122.0,TL,NA,NA,96339,60.0,TL,NA,NA,5504,25400.0,NA,7251,ONMYK_U2,NA,NA,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,Important game fish.,"from 100,000 to 500,000",NA,hooks and lines,,0,-1,0,0,0,0,0,0,-1,0,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,never/rarely,based mainly on capture,9183,-1,4699,potential pest,NA,no special ability,NA,NA,-1,"Adults inhabit cold headwaters, creeks, small to large rivers, and lakes.  Anadromous in coastal streams (Ref. 5723).  Stocked in almost all water bodies as lakes, rivers and streams, usually not stocked in water reaching summer temperatures above 25°C or ponds with very low oxygen concentrations.  Feed on a variety of aquatic and terrestrial invertebrates and small fishes. At the sea, they prey on fish and cephalopods.  Mature individuals undertake short spawning migrations.  Anadromous and lake forms may migrate long distances to spawning streams (Ref. 59043). Utilized fresh, smoked, canned, and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Cultured in many countries and is often hatched and stocked into rivers and lakes especially to attract recreational fishers (Ref. 9988).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,2291,2014-12-16T00:00:00.000Z,97,2003-01-15T00:00:00.000Z,NA,239
