trad_foods_data_id,taxon_name,ca_mg,fe_mg,zn_mg,epa,dha,biblio_id,culture,Bibliography
123,Brevoortia tyrannus,60,NA,NA,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
124,Brevoortia tyrannus,60,NA,NA,NA,NA,27,Haida,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
125,Brevoortia tyrannus,60,NA,NA,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
126,Brevoortia tyrannus,60,NA,NA,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
127,Brevoortia tyrannus,60,NA,NA,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
128,Brevoortia tyrannus,60,NA,NA,NA,NA,27,Abenaki,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
129,Brevoortia tyrannus,60,NA,NA,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
130,Callinectes sapidus,74,NA,NA,NA,NA,65,Yupik,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
131,Callinectes sapidus,74,NA,NA,NA,NA,65,Bella Coola,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
132,Callinectes sapidus,74,NA,NA,NA,NA,65,Tsimshian,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
133,Callinectes sapidus,74,NA,NA,NA,NA,65,Tlingit,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
134,Callinectes sapidus,74,NA,NA,NA,NA,65,Kwakiutl,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
135,Callinectes sapidus,74,NA,NA,NA,NA,65,Nootkan,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
136,Callinectes sapidus,74,NA,NA,NA,NA,65,Mi'kmaq,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
137,Callinectes sapidus,74,NA,NA,NA,NA,65,Wampanoag,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314."
138,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
139,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
140,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
141,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
142,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
143,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
144,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
145,Callinectes sapidus,115,2.32,4.025,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
146,Cancer borealis,96,NA,NA,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
147,Cancer borealis,96,NA,NA,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
148,Cancer borealis,96,NA,NA,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
149,Cancer borealis,96,NA,NA,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
150,Cancer borealis,96,NA,NA,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
151,Cancer borealis,96,NA,NA,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
152,Cancer borealis,96,NA,NA,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
153,Cancer borealis,96,NA,NA,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
154,Cancer borealis,NA,NA,NA,0.28,0.1,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
155,Cancer borealis,NA,NA,NA,0.28,0.1,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
156,Cancer borealis,NA,NA,NA,0.28,0.1,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
157,Cancer borealis,NA,NA,NA,0.28,0.1,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
158,Cancer borealis,NA,NA,NA,0.28,0.1,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
159,Cancer borealis,NA,NA,NA,0.28,0.1,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
160,Cancer borealis,NA,NA,NA,0.28,0.1,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
161,Cancer borealis,NA,NA,NA,0.28,0.1,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
162,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
163,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
164,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
165,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
166,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
167,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
168,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
169,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
170,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
171,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
172,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
173,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
174,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
175,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
176,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
177,Cancer irroratus,NA,NA,NA,0.27,0.15,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
178,Cancer magister,52,0.365,3.76,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
179,Cancer magister,52,0.365,3.76,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
180,Cancer magister,52,0.365,3.76,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
181,Cancer magister,52,0.365,3.76,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
182,Cancer magister,52,0.365,3.76,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
183,Cancer magister,52,0.365,3.76,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
184,Cancer magister,52,0.365,3.76,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
185,Cancer magister,52,0.365,3.76,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
186,Cancer magister,NA,NA,2.7,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
187,Cancer magister,NA,NA,2.7,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
188,Cancer magister,NA,NA,2.7,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
189,Cancer magister,NA,NA,2.7,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
190,Cancer magister,NA,NA,2.7,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
191,Cancer magister,NA,NA,2.7,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
192,Cancer magister,NA,NA,2.7,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
193,Cancer magister,NA,NA,2.7,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
194,Carassius auratus,76,NA,NA,NA,NA,27,Central Salish,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
