Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,food_name_in_english,body_part,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,bibliography,scientific_name,asfis_scientific_name,genus_species,submitted_name,common_name,location,season,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here,realm
Atheresthes stomias,5.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.05,polar,demersal,950,84,bc151,Finfish,"Arrow-tooth flounder, wild, fillets, raw",muscle,NA,NA,NA,0.393730288363867,0.237639133999212,NA,3.51,fi30,"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",Atheresthes stomias,Atheresthes stomias,Atheresthes stomias,Atheresthes stomias,Arrow-tooth flounder,"USA, Alaska, Kodiak",Apr 2002,FAME converted using ShF and XFA,2005,0900151,0,0,0,1,1,0,1,3,marine
Atherina boyeri,1,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.22,subtropical,demersal,NA,20,bc778,Finfish,"Big-scale sand smelt, wild, whole, raw",whole,NA,NA,NA,0.34639424,0.47727936,19.41,6.2,fi121,"Bouriga N., Selmi S., Faure E., Trabelsi M. (2010). Biochemical composition of three Tunisian silverside (fish) populations caught in open sea, lagoon and island coasts. African Journal of Biotechnology 9(26): 4114-4119",Atherina boyeri,Atherina boyeri,Atherina boyeri,Atherina boyeri,Big-scale sand smelt,"Tunisia, Bizerta Sea",Sep 2007,FA converted using XFA,2010,0900797,0,0,0,1,1,1,1,4,freshbrackmarine
Auxis rochei,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.4,tropical,pelagic-neritic,NA,50,bc987,Finfish,"Bullet tuna, wild, dorsal muscle, raw",muscle,NA,NA,NA,0.325155,0.8584092,NA,4.8,fi160,"Saito H., Ishihara K. (1996). Docosahexaenoic acid content of fatty acids in lipids of two species of frigate mackerel, Auxis rocheri and Auxis thazard. Biosci. Biotech. Biochem. 60(6): 1014-1016",Auxis rochei,Auxis rochei,Auxis rochei,Auxis rochei,Bullet tuna,"Japan, Pacific Ocean (sea off)","May 1992, 1994",FAT- (no method for lipid extraction given); FA converted using XFA; FA tr: <0.3% of FACID,1996,0901006,0,0,0,1,1,0,1,3,brackmarine
Auxis rochei,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.4,tropical,pelagic-neritic,NA,50,bc988,Finfish,"Bullet tuna, wild, ventral muscle, raw",muscle,NA,NA,NA,1.5807742,3.6417836,NA,21.6,fi160,"Saito H., Ishihara K. (1996). Docosahexaenoic acid content of fatty acids in lipids of two species of frigate mackerel, Auxis rocheri and Auxis thazard. Biosci. Biotech. Biochem. 60(6): 1014-1016",Auxis rochei,Auxis rochei,Auxis rochei,Auxis rochei,Bullet tuna,"Japan, Pacific Ocean (sea off)","May 1992, 1994",FAT- (no method for lipid extraction given); FA converted using XFA; FA tr: <0.3% of FACID,1996,0901007,0,0,0,1,1,0,1,3,brackmarine
Bagrus docmak,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,tropical,benthopelagic,80,127,bc107,Finfish,"Semutundu, wild, skinless, boneless, dorsal muscle, raw",muscle_skinless,NA,NA,NA,0.013,0.06384,NA,NA,fi23,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",Bagrus docmas,Bagrus docmak,Bagrus docmak,Bagrus docmak,Semutundu,"Uganda, Napoleon Gulf in Lake Victora",Nov 2005,NA,2008,0900107,0,0,0,1,1,0,0,2,fresh
Bagrus docmak,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,tropical,benthopelagic,80,127,bc108,Finfish,"Semutundu, wild, skinless, boneless, dorsal muscle, raw",muscle_skinless,NA,NA,NA,0.01008,0.04712,NA,NA,fi23,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",Bagrus docmas,Bagrus docmak,Bagrus docmak,Bagrus docmak,Semutundu,"Uganda, Lwampanga at Lake Kyoga",Dec 2005,NA,2008,0900108,0,0,0,1,1,0,0,2,fresh
Bagrus docmak,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,tropical,benthopelagic,80,127,bc144,Finfish,"Catfish A, wild, muscle fillet, raw",muscle,NA,NA,NA,0.38111275,0.659837,NA,6.25,fi28,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",Bagrus docmac,Bagrus docmak,Bagrus docmak,Bagrus docmak,Semutundu,"Uganda, Lake Viktoria, Kasenyi and Ggaba",Feb 2008,FA converted using XFA,2011,0900144,0,0,0,1,1,0,1,3,fresh
Belone belone,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,pelagic-oceanic,NA,103.5,bc270,Finfish,"Garfish, wild, edible part, raw",muscle_organs,NA,NA,NA,0.490163256,2.161174356,20.05,13.42,fi57,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",Belone belone,Belone belone,Belone belone,Belone belone,Garfish,"Turkey, Black Sea",fall 1995-spring 1996,FA converted using XFA,1998,0900289,0,0,0,1,1,1,1,4,brackmarine
Boreogadus saida,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27,polar,demersal,400,40,c61,Finfish,"Arctic Cod, muscle",muscle,20.2,0.6,0.5,0.165,0.329,24.8,1,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,Boreogadus saida,Boreogadus saida,Arctic Cod,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,brackmarine
Brevoortia tyrannus,1,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.61,subtropical,pelagic-neritic,50,50,c66,Finfish,"Menhaden, whole",whole,NA,NA,NA,NA,NA,15.9,4.2,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Brevoortia tyrannus,Brevoortia tyrannus,Menhaden,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,brackmarine
Brevoortia tyrannus,1,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.61,subtropical,pelagic-neritic,50,50,c67,Finfish,"Menhaden, whole",whole,NA,NA,NA,NA,NA,15.5,11.8,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Brevoortia tyrannus,Brevoortia tyrannus,Menhaden,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,brackmarine
Brevoortia tyrannus,1,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.61,subtropical,pelagic-neritic,50,50,c68,Finfish,"Menhaden, muscle",muscle,60,NA,NA,NA,NA,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Brevoortia tyrannus,Brevoortia tyrannus,Menhaden,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,brackmarine
Brosme brosme,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,temperate,demersal,1000,120,bc627,Finfish,"Tusk, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Brosme brosme,Brosme brosme,Brosme brosme,Brosme brosme,Tusk(=Cusk),"Unknown, West of Shetland Islands",Sep 2001,NA,2006,0900646,0,0,0,0,0,0,1,1,marine
Brosme brosme,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,temperate,demersal,1000,120,bc627,Finfish,"Tusk, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.7,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Brosme brosme,Brosme brosme,Brosme brosme,Brosme brosme,Tusk(=Cusk),"Unknown, West of Shetland Islands",Sep 2001,NA,2006,0900646,0,0,0,0,0,0,1,1,marine
Brosme brosme,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,temperate,demersal,1000,120,bc628,Finfish,"Tusk, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.6,fi105,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Brosme brosme,Brosme brosme,Brosme brosme,Brosme brosme,Tusk(=Cusk),"Unknown, West of Shetland Islands",Sep 2001,NA,2006,0900647,0,0,0,0,0,0,1,1,marine
Brosme brosme,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.08,temperate,demersal,1000,120,bc628,Finfish,"Tusk, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,NA,0.6,fi105,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",Brosme brosme,Brosme brosme,Brosme brosme,Brosme brosme,Tusk(=Cusk),"Unknown, West of Shetland Islands",Sep 2001,NA,2006,0900647,0,0,0,0,0,0,1,1,marine
Carassius auratus,1,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2.86,temperate,benthopelagic,20,48,c86,Finfish,"Goldfish, muscle",muscle,76,NA,NA,NA,NA,16.3,3,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Carassius auratus,Carassius auratus,Goldfish,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,3,freshbrack
Carassius auratus,1,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2.86,temperate,benthopelagic,20,48,c87,Finfish,"Goldfish, whole",whole,NA,5.6,6,NA,NA,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Carassius auratus,Carassius auratus,Goldfish,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,2,freshbrack
Carassius carassius,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.11,temperate,demersal,NA,64,bc162,Finfish,"Crucian carp, wild, skinless fillet, raw",muscle_skinless,59,0.9,0.6,NA,NA,18,1.6,fi32,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",Carassius carassius,Carassius carassius,Carassius carassius,Carassius carassius,Crucian carp,"Greece, Evros River",Summer 1987,NA,1989,0900162,1,1,1,0,0,1,1,5,freshbrack
Carassius carassius,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.11,temperate,demersal,NA,64,bc163,Finfish,"Crucian carp, wild, skinless fillet, raw",muscle_skinless,57,0.8,0.5,NA,NA,18,1.2,fi32,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",Carassius carassius,Carassius carassius,Carassius carassius,Carassius carassius,Crucian carp,"Greece, Evros River",Summer 1988,NA,1989,0900163,1,1,1,0,0,1,1,5,freshbrack
Carassius carassius,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.11,temperate,demersal,NA,64,bc228,Finfish,"Crucian carp, wild, skinless, boneless fillet, raw",muscle_skinless,NA,NA,NA,0.07539,0.05026,NA,1.5,fi47,"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76",Carassius carassius,Carassius carassius,Carassius carassius,Carassius carassius,Crucian carp,"Greece, Evros River",Jul-Aug 1987,FA converted using XFA,1991,0900228,0,0,0,1,1,0,1,3,freshbrack
Carcharhinus limbatus,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.46,subtropical,reef-associated,100,275,bc1014,Finfish,"Blacktip shark, wild, fillet (along dorsal line), raw",muscle,NA,NA,NA,0.01,0.0577,24.3,0.4598,fi166,"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",Carcharhinus limbatus,Carcharhinus limbatus,Carcharhinus limbatus,Carcharhinus limbatus,Blacktip shark,"Unknown, Gulf of Mexico",Jun (Summer) 1990,NA,1994,0901033,0,0,0,1,1,1,1,4,brackmarine
Catostomus catostomus,4.6,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,3.1099998950958248,temperate,demersal,180,64,c96,Finfish,"Longnose Sucker, muscle",muscle,63.1,0.3,0.5,0.075,0.212,17.7,1.2,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,Catostomus catostomus,Catostomus catostomus,Longnose Sucker,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,freshbrack
Catostomus commersonii,4,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),2.46,temperate,demersal,NA,65,c100,Finfish,"White Sucker, whole",whole,NA,NA,NA,NA,NA,16,3.8,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Catostomus commersonii,Catostomus commersonii,White Sucker,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrack
Catostomus commersonii,4,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),2.46,temperate,demersal,NA,65,c98,Finfish,"White Sucker, muscle",muscle,NA,NA,NA,NA,NA,17.7,1.5,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Catostomus commersonii,Catostomus commersonii,White Sucker,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrack
Catostomus commersonii,4,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),2.46,temperate,demersal,NA,65,c99,Finfish,"White Sucker, muscle",muscle,19.6,0.2,0.3,0.083,0.179,18.4,1.5,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,Catostomus commersonii,Catostomus commersonii,White Sucker,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,7,freshbrack
Champsocephalus gunnari,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.49,polar,benthopelagic,700,66,bc90,Finfish,"Mackerel icefish, wild, fillet (belly flaps removed), raw",muscle,NA,NA,NA,NA,NA,17,1.5,fi19,Oehlenschläger J. (1991). Chemical composition of the flesh and other tissues of Antarctic fish species of the families Channichthyidae and Nototheniidae. Food Chemistry 40: 159-167,Champsocephalus gunnari,Champsocephalus gunnari,Champsocephalus gunnari,Champsocephalus gunnari,Mackerel icefish,"Unknown, Antarctic waters",Mar 1981,NA,1991,0900090,0,0,0,0,0,1,1,2,marine
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,benthopelagic,10,100,af64,Finfish,"Snakehead, wild, boneless flesh, raw",muscle,108.3,0.5,NA,NA,NA,NA,NA,fi24,"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",Ophicephalus striatus,Channa striata,Channa striata,Channa striata,Striped snakehead,"Sri Lanka, Nikaweratiya, Magala tank",NA,NA,1996,0901368,1,1,0,0,0,0,0,2,freshbrack
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,benthopelagic,10,100,bc14,Finfish,"Striped snake-head fish, wild, muscle fillet, raw",muscle,NA,NA,NA,NA,NA,19.9,8.5,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",Channa striatus,Channa striata,Channa striata,Channa striata,Striped snake-head,"Thailand, main rivers (Chaopraya, Bangprakong, Mae-klong, Thajean)",May-Oct,NNP calc. as % of TN,1999,0900014,0,0,0,0,0,1,1,2,freshbrack
Channa striata,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,tropical,benthopelagic,10,100,bc583,Finfish,"Snakehead murrel, wild, skin-on, raw",muscle,71,0.3,0.7,NA,0.022882,18.6,0.4,fi103,"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",Channa striata,Channa striata,Channa striata,Channa striata,Striped snakehead,"Laos, Champasak and Savannakhet, rice field ecosystems",dry season,FA converted using XFA,2010,0900602,1,1,1,0,1,1,1,6,freshbrack
Chelon labrosus,2.5,plants/detritus+animals (troph. 2.2-2.79),browsing on substrate,2.59,subtropical,demersal,NA,75,bc315,Finfish,"Thicklip grey mullet, wild, fillet, raw",muscle,NA,NA,NA,0.098861323,0.083924529,NA,1.51,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",Chelon labrosus,Chelon labrosus,Chelon labrosus,Chelon labrosus,Thicklip grey mullet,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900334,0,0,0,1,1,0,1,3,freshbrackmarine
Chondrostoma nasus,4,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,temperate,benthopelagic,NA,50,bc168,Finfish,"Nase, wild, skinless fillet, raw",muscle_skinless,57,1,0.5,NA,NA,18,1.1,fi32,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Common nase,"Greece, Evros River",Summer 1987,NA,1989,0900168,1,1,1,0,0,1,1,5,fresh
Chondrostoma nasus,4,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,temperate,benthopelagic,NA,50,bc169,Finfish,"Nase, wild, skinless fillet, raw",muscle_skinless,53,0.9,0.5,NA,NA,18,0.9,fi32,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Common nase,"Greece, Evros River",Summer 1988,NA,1989,0900169,1,1,1,0,0,1,1,5,fresh
Chondrostoma nasus,4,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,temperate,benthopelagic,NA,50,bc230,Finfish,"Nase, wild, skinless, boneless fillet, raw",muscle_skinless,NA,NA,NA,0.064194,0.096291,NA,1.3,fi47,"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76",Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Chondrostoma nasus,Common nase,"Greece, Evros River",Jul-Aug 1987,FA converted using XFA,1991,0900230,0,0,0,1,1,0,1,3,fresh
Clarias gariepinus,2.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,benthopelagic,80,170,bc105,Finfish,"African catfish, wild, skinless, boneless dorsal muscle, raw",muscle_skinless,NA,NA,NA,0.01536,0.0448,NA,NA,fi23,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,Clarias gariepinus,North African catfish,"Uganda, Lwampanga at Lake Kyoga",Dec 2005,NA,2008,0900105,0,0,0,1,1,0,0,2,fresh
