Food Item ID,Database,Subgroup,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS_Sci_name,Season,Other,Sample source,Portion of fish sampled,Life stage,Size of sampled fish,Length,Length_type,Length_source,TL,TL_se,n,n_type,Comments on data processing/methods,Nutrient_ref,BiblioID,EDIBLE,PROTCNT(g),PROTCNP(g),PROT-(g),PROT_g_sd,FAT(g),FAT_sd,FATCE(g),FAT-(g),CHOAVLDF(g),CHOCDF(g),CHO-(g),CA(mg),CA_sd,CA_units,CU(mg),CU_sd,CU_units,FE(mg),FE_sd,FE_units,ID(mcg),K(mg),K_sd,K_units,MN(mg),MN_sd,MN_units,SE(mcg),SE_sd,SE_units,ZN(mg),ZN_sd,ZN_units,VitA_RAE,VitA_RAE_sd,VitA_RAE_units,VIT_E ,VIT_E_sd,VIT_E_units,VITK,VITK_sd,VITK_units,RETOL(mcg),RETOLSUM(mcg),CHOCAL(mcg),VIT_D,VIT_D_sd,VIT_D_units,TOCPHA(mg),THIA(mg),THIA-(mg),RIBF(mg),NIA(mg),NIA-(mg),VITB6A(mg),VITB6_sd,VITB6_units,FOL(mcg),FOL_units,FOL-(mcg),VITB12(mcg),VITC(mg),VITC_sd,VITC_units,Saturated Fatty Acids (total),SAFA_units,22:6 n-3 DHA (g),DHA units,22:6 n-3_sd,Total n-6,n-6 units,Total n-6_sd,20:5 n-3 (EPA),EPA units,20:5 n-3_sd,Total PUFA,Total PUFA units,PUFA_sd,Total n-3 ,Total n-3 units,Total n-3_sd
NA,CINE,NA,come back,come back,NA,NA,ARCTIC CHAR,NA,r,Salvelinus naresi,NA,Salvelinus spp,come back,NA,come back ,come back,NA,NA,107.0,max,FishBase,4.30,0.80,1,number of fish in ind study's sample size,,"Kuhnlein et al, 1991","Kuhnlein et al, 1991",NA,NA,NA,NA,NA,3.30,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,0.20,g/100g,NA,NA,g/100g,NA,0.40,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,TROUT,NA,r,Salvelinus namaycush,NA,Salvelinus namaycush,come back,NA,come back ,come back,NA,NA,150.0,max,FishBase,4.30,0.70,2,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,3.90,0.04,NA,NA,NA,NA,NA,7.00,1.70,mg/100g ,0.05,0.00,mg/100g ,0.50,0.06,mg/100g ,NA,NA,NA,mg/100g ,0.01,0.00,mg/100g ,NA,NA,mg/100g ,0.40,0.02,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,440.00,20.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,"WHITEFISH,CROOKEDBACK",NA,r,Coregonus spp,NA,Coregonus spp,come back,NA,come back ,come back,NA,NA,.,.,.,.,.,1,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,0.70,NA,NA,NA,NA,NA,NA,9.40,NA,mg/100g ,0.03,NA,mg/100g ,0.50,NA,mg/100g ,NA,NA,NA,mg/100g ,0.01,NA,mg/100g ,NA,NA,mg/100g ,0.80,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,369.00,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,INCONNU,NA,r,Stenodus leucichthys,NA,Stenodus leucichthys,come back,NA,come back ,come back,NA,NA,150.0,max,FishBase,4.20,0.75,2,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,7.00,2.20,NA,NA,NA,NA,NA,10.00,3.70,mg/100g ,0.03,0.00,mg/100g ,0.40,0.00,mg/100g ,NA,NA,NA,mg/100g ,0.02,0.01,mg/100g ,NA,NA,mg/100g ,0.30,0.01,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,500.00,76.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,CISCO,NA,r,Coregonus autumnalis,NA,Coregonus autumnalis,come back,NA,come back ,come back,NA,NA,65.0,max,FishBase,3.60,0.60,2,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,4.00,1.10,NA,NA,NA,NA,NA,30.00,9.30,mg/100g ,0.06,0.02,mg/100g ,1.00,0.30,mg/100g ,NA,NA,NA,mg/100g ,0.02,0.00,mg/100g ,NA,NA,mg/100g ,0.40,0.04,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,350.00,22.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,WHITEFISH,NA,r,Coregonus clupeaformis,NA,Coregonus clupeaformis,come back,NA,come back ,come back,NA,NA,100.0,max,FishBase,3.10,0.40,3,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.00,40.00,mg/100g ,0.03,0.02,mg/100g ,0.50,0.24,mg/100g ,NA,NA,NA,mg/100g ,0.03,0.03,mg/100g ,NA,NA,mg/100g ,0.40,0.13,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,400.00,60.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,LOCHE,NA,r,Lota lota,NA,Lota lota,come back,NA,come back ,come back,NA,NA,152.0,max,FishBase,4.00,0.70,3,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.00,30.00,mg/100g ,0.03,0.02,mg/100g ,0.40,0.11,mg/100g ,NA,NA,NA,mg/100g ,0.02,0.01,mg/100g ,NA,NA,mg/100g ,0.60,0.12,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,320.00,33.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,PIKE,NA,r,Esox lucius,NA,Esox lucius,come back,NA,come back ,come back,NA,NA,137.0,max,FishBase,4.40,0.70,3,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.00,34.00,mg/100g ,0.70,0.01,mg/100g ,0.40,0.12,mg/100g ,NA,NA,NA,mg/100g ,0.03,0.02,mg/100g ,NA,NA,mg/100g ,0.03,0.17,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,400.00,40.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,WHITEFISH,NA,r,Coregonus clupeaformis,NA,Coregonus clupeaformis,come back,NA,come back ,come back,NA,NA,100.0,max,FishBase,3.10,0.40,7,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,4.00,1.70,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,PIKE,NA,r,Esox lucius,NA,Esox lucius,come back,NA,come back ,come back,NA,NA,137.0,max,FishBase,4.40,0.70,4,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,0.80,0.18,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,LOCHE,NA,r,Lota lota,NA,Lota lota,come back,NA,come back ,come back,NA,NA,152.0,max,FishBase,4.00,0.70,10,number of fish in ind study's sample size,,"Kuhnlein et al, 1994","Kuhnlein et al, 1994",NA,NA,NA,NA,NA,0.60,0.20,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,SALMON,NA,r,Oncorhyncus spp,NA,Oncorhyncus spp,come back,NA,come back ,come back,NA,NA,.,.,.,.,.,9,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,5.00,4.40,NA,NA,NA,NA,NA,6.00,4.00,mg/100g ,0.10,0.07,mg/100g ,0.90,0.61,mg/100g ,NA,NA,NA,mg/100g ,0.02,0.01,mg/100g ,0.03,0.01,mg/100g ,0.50,0.20,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,LOCHE,NA,r,Lota lota,NA,Lota lota,come back,NA,come back ,come back,NA,NA,152.0,max,FishBase,4.00,0.70,3,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.00,7.90,mg/100g ,0.02,0.02,mg/100g ,0.30,0.24,mg/100g ,NA,NA,NA,mg/100g ,0.02,NA,mg/100g ,0.02,NA,mg/100g ,0.70,0.49,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,ARCTIC CHAR,NA,r,Salvelinus naresi,NA,Salvelinus spp,come back,NA,come back ,come back,NA,NA,107.0,max,FishBase,4.30,0.80,9,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.00,7.30,mg/100g ,0.07,0.05,mg/100g ,come back,0.13,mg/100g ,NA,NA,NA,mg/100g ,0.01,0.01,mg/100g ,0.01,0.01,mg/100g ,0.40,0.10,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,309.00,203.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,PIKE,NA,r,Esox lucius,NA,Esox lucius,come back,NA,come back ,come back,NA,NA,137.0,max,FishBase,4.40,0.70,5,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.00,16.00,mg/100g ,0.02,0.02,mg/100g ,0.20,0.05,mg/100g ,NA,NA,NA,mg/100g ,0.02,0.01,mg/100g ,0.05,0.02,mg/100g ,0.40,0.20,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,WHITEFISH,NA,r,Coregonus clupeaformis,NA,Coregonus clupeaformis,come back,NA,come back ,come back,NA,NA,100.0,max,FishBase,3.10,0.40,8,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,4.00,2.50,NA,NA,NA,NA,NA,26.00,22.00,mg/100g ,0.04,0.03,mg/100g ,0.40,0.22,mg/100g ,NA,NA,NA,mg/100g ,0.01,0.01,mg/100g ,0.02,0.01,mg/100g ,0.60,0.50,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,514.00,111.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,GRAYLING,NA,r,Thymallus arcticus,NA,Thymallus arcticus,come back,NA,come back ,come back,NA,NA,76.0,max,FishBase,3.30,0.40,8,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,1.90,0.91,NA,NA,NA,NA,NA,31.00,18.00,mg/100g ,0.10,0.22,mg/100g ,1.00,1.80,mg/100g ,NA,NA,NA,mg/100g ,0.04,0.01,mg/100g ,0.10,0.08,mg/100g ,0.70,0.39,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,WHITEFISH,NA,r,Coregonus clupeaformis,NA,Coregonus clupeaformis,come back,NA,come back ,come back,NA,NA,100.0,max,FishBase,3.10,0.40,1,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,3.60,,NA,NA,NA,NA,NA,36.00,NA,mg/100g ,0.03,NA,mg/100g ,0.50,NA,mg/100g ,NA,NA,NA,mg/100g ,0.03,NA,mg/100g ,NA,NA,mg/100g ,0.45,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,396.00,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,TROUT,NA,r,Salvelinus namaycush,NA,Salvelinus namaycush,come back,NA,come back ,come back,NA,NA,150.0,max,FishBase,4.30,0.70,11,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.00,71.00,mg/100g ,0.03,0.02,mg/100g ,0.40,0.13,mg/100g ,NA,NA,NA,mg/100g ,0.01,0.01,mg/100g ,0.03,0.02,mg/100g ,0.40,0.19,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,273.00,199.00,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,COD,NA,r,Boreogadus  saida,NA,Boreogadus  saida,come back,NA,come back ,come back,NA,NA,40.0,max,FishBase,3.10,0.30,1,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.00,NA,mg/100g ,0.05,NA,mg/100g ,0.25,NA,mg/100g ,NA,NA,NA,mg/100g ,0.01,NA,mg/100g ,NA,NA,mg/100g ,0.37,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,404.00,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,COD,NA,r,Boreogadus  saida,NA,Boreogadus  saida,come back,NA,come back ,come back,NA,NA,40.0,max,FishBase,3.10,0.30,1,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,0.20,g/100g,NA,NA,g/100g,NA,0.10,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,PIKE,NA,r,Esox lucius,NA,Esox lucius,come back,NA,come back ,come back,NA,NA,137.0,max,FishBase,4.40,0.70,1,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,0.20,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,PIKE,NA,r,Esox lucius,NA,Esox lucius,come back,NA,come back ,come back,NA,NA,137.0,max,FishBase,4.40,0.70,4,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,0.80,0.12,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,LOCHE,NA,r,Lota lota,NA,Lota lota,come back,NA,come back ,come back,NA,NA,152.0,max,FishBase,4.00,0.70,2,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,0.70,0.29,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,SALMON,NA,r,Oncorhyncus spp,NA,Oncorhyncus spp,come back,NA,come back ,come back,NA,NA,.,.,.,.,.,3,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,0.30,g/100g,0.16,NA,g/100g,NA,0.20,g/100g,0.08,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,TROUT,NA,r,Salvelinus namaycush,NA,Salvelinus namaycush,come back,NA,come back ,come back,NA,NA,150.0,max,FishBase,4.30,0.70,2,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,0.60,g/100g,0.65,NA,g/100g,NA,0.20,g/100g,0.17,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,TROUT,NA,r,Salvelinus namaycush,NA,Salvelinus namaycush,come back,NA,come back ,come back,NA,NA,150.0,max,FishBase,4.30,0.70,4,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,3.00,2.80,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,ARCTIC CHAR,NA,r,Salvelinus naresi,NA,Salvelinus spp,come back,NA,come back ,come back,NA,NA,107.0,max,FishBase,4.30,0.80,3,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,2.00,3.20,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
NA,CINE,NA,come back,come back,NA,NA,GRAYLING,NA,r,Thymallus arcticus,NA,Thymallus arcticus,come back,NA,come back ,come back,NA,NA,76.0,max,FishBase,3.30,0.40,1,number of fish in ind study's sample size,,"Kuhnlein et al, 2002","Kuhnlein et al, 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,mg/100g ,NA,NA,NA,NA,NA,mg/100g ,NA,NA,come back,NA,NA,NA,NA,NA,mcg/100g,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,mcg/100g,NA,NA,NA,NA,mg/100g,NA,g/100g,0.10,g/100g,NA,NA,g/100g,NA,0.10,g/100g,NA,NA,g/100g,NA,NA,g/100g,NA
