"","species","CA_mg","ZN_mg","FE_mg","EPA_g","DHA_g","Length","max_length","Subgroup","Habitat","TL","FoodTroph","Herbivory2","Abs_lat","DemersPelag","taxon","max_size","Weight"
"129","Clupea harengus",NA,NA,NA,NA,NA,45,45,"Finfish","marine",3.4,3.28999996185303,"mainly animals (troph. 2.8 and up)",61.92411,"benthopelagic","Herrings, sardines, anchovies",0.712083110344584,1050
"130","Clupea harengus",NA,NA,NA,NA,NA,45,45,"Finfish","marine",3.4,3.28999996185303,"mainly animals (troph. 2.8 and up)",61.92411,"benthopelagic","Herrings, sardines, anchovies",0.712083110344584,1050
"131","Clupea harengus",NA,NA,NA,0.146682,0.32103,45,45,"Finfish","marine",3.2,3.28999996185303,"mainly animals (troph. 2.8 and up)",57.891497,"benthopelagic","Herrings, sardines, anchovies",0.712083110344584,1050
"132","Clupeoides borneensis",NA,NA,NA,NA,NA,8,8,"Finfish","freshwater",3.1,3.1,"mainly animals (troph. 2.8 and up)",12.265754,"pelagic","Miscellaneous freshwater fishes",0.00541174100470262,NA
"133","Clupeonella cultriventris",NA,NA,NA,0.533070153,NA,14.5,14.5,"Finfish","brackish",3,3.03,"mainly animals (troph. 2.8 and up)",35.707481,"pelagic-neritic","Shads",0.0315295427473285,NA
"134","Clupeonella cultriventris",24.18,0.503116,0.13,NA,NA,14.5,14.5,"Finfish","brackish",3,3.03,"mainly animals (troph. 2.8 and up)",35.707481,"pelagic-neritic","Shads",0.0315295427473285,NA
"135","Coregonus albula",NA,NA,NA,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",61.341081,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"136","Coregonus albula",NA,NA,NA,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",61.508114,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"137","Coregonus albula",NA,NA,NA,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",61.508114,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"138","Coregonus albula",NA,NA,NA,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",61.92411,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"139","Coregonus albula",NA,NA,NA,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",61.92411,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"140","Coregonus albula",NA,NA,NA,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",61.508114,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"141","Coregonus albula",NA,NA,NA,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",61.341081,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"142","Coregonus albula",12.63,0.626962,0.23,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",54.117096,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"143","Coregonus albula",14,0.643461,0.27,NA,NA,48,37,"Finfish","freshwater",3.02,3.05999994277954,"mainly animals (troph. 2.8 and up)",54.117096,"benthopelagic","Salmons, trouts, smelts",0.521453511805664,1000
"144","Coregonus clupeaformis",5,0.6,0.3,0.08,0.4,100,100,"Finfish","freshwater",3.1,3.4300000667572,"mainly animals (troph. 2.8 and up)",52.636704,"demersal","Salmons, trouts, smelts",14.782106114452,19000
"145","Coregonus clupeaformis",5,0.4,0.2,0.07,0.2,100,100,"Finfish","freshwater",3.1,3.4300000667572,"mainly animals (troph. 2.8 and up)",54.758294,"demersal","Salmons, trouts, smelts",14.782106114452,19000
"146","Coregonus clupeaformis",7,0.4,0.23,0.08,0.3,100,100,"Finfish","freshwater",3.1,3.4300000667572,"mainly animals (troph. 2.8 and up)",54.866667,"demersal","Salmons, trouts, smelts",14.782106114452,19000
"147","Coregonus lavaretus",37.89,0.541,0.31,0.14342433,0.136933825,73,49,"Finfish","freshwater",3.08,3.15000009536743,"mainly animals (troph. 2.8 and up)",42.606001,"demersal","Salmons, trouts, smelts",1.03524261308313,10000
"148","Coregonus lavaretus",35.48,0.583,0.39,0.2103552,0.1705152,73,49,"Finfish","freshwater",3.08,3.15000009536743,"mainly animals (troph. 2.8 and up)",42.119525,"demersal","Salmons, trouts, smelts",1.03524261308313,10000
"149","Coregonus lavaretus",27.19,0.7025,0.39,0.20466354,0.22814952,73,49,"Finfish","freshwater",3.08,3.15000009536743,"mainly animals (troph. 2.8 and up)",42.260357,"demersal","Salmons, trouts, smelts",1.03524261308313,10000
"150","Coregonus macrophthalmus",NA,NA,NA,0.4758747,0.2940364,30,30,"Finfish","freshwater",3.3,3.3,NA,45.967622,"pelagic","Salmons, trouts, smelts",0.23031611472823,NA
"151","Coregonus macrophthalmus",NA,NA,NA,0.529135,0.332755,30,30,"Finfish","freshwater",3.3,3.3,NA,46.910675,"pelagic","Salmons, trouts, smelts",0.23031611472823,NA
"152","Coregonus lavaretus",NA,NA,NA,0.1961604,0.145304,73,100,"Finfish","freshwater",3.1,3.15000009536743,"mainly animals (troph. 2.8 and up)",42.606001,"demersal","Salmons, trouts, smelts",14.782106114452,10000
"153","Coregonus lavaretus",NA,NA,NA,NA,NA,73,100,"Finfish","freshwater",3.1,3.15000009536743,"mainly animals (troph. 2.8 and up)",61.92411,"demersal","Salmons, trouts, smelts",14.782106114452,10000
"154","Coregonus lavaretus",NA,NA,NA,NA,NA,73,100,"Finfish","freshwater",3.1,3.15000009536743,"mainly animals (troph. 2.8 and up)",61.341081,"demersal","Salmons, trouts, smelts",14.782106114452,10000
"155","Coregonus lavaretus",NA,NA,NA,NA,NA,73,100,"Finfish","freshwater",3.1,3.15000009536743,"mainly animals (troph. 2.8 and up)",61.508114,"demersal","Salmons, trouts, smelts",14.782106114452,10000
"156","Coregonus lavaretus",NA,NA,NA,NA,NA,73,100,"Finfish","freshwater",3.1,3.15000009536743,"mainly animals (troph. 2.8 and up)",61.508114,"demersal","Salmons, trouts, smelts",14.782106114452,10000
"157","Coregonus lavaretus",NA,NA,NA,NA,NA,73,100,"Finfish","freshwater",3.1,3.15000009536743,"mainly animals (troph. 2.8 and up)",61.341081,"demersal","Salmons, trouts, smelts",14.782106114452,10000
"158","Coregonus lavaretus",NA,NA,NA,NA,NA,73,100,"Finfish","freshwater",3.1,3.15000009536743,"mainly animals (troph. 2.8 and up)",61.92411,"demersal","Salmons, trouts, smelts",14.782106114452,10000
"159","Cyclocheilichthys apogon",1130.22,2.02878,0.68,NA,NA,25,25,"Finfish","freshwater",2.8,3.1,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",NA,NA
"160","Cyclopterus lumpus",NA,NA,NA,1.988751156,2.012968768,61,61,"Finfish","marine",3.9,3.64,"mainly animals (troph. 2.8 and up)",63.968654,"benthopelagic","Miscellaneous demersal fishes",5.41836044985693,9500
"161","Cyclopterus lumpus",NA,NA,NA,1.39754671,1.463037526,61,61,"Finfish","marine",3.9,3.64,"mainly animals (troph. 2.8 and up)",63.968654,"benthopelagic","Miscellaneous demersal fishes",5.41836044985693,9500
"162","Cyclopterus lumpus",NA,NA,NA,1.436085114,1.522607588,61,61,"Finfish","marine",3.9,3.64,"mainly animals (troph. 2.8 and up)",63.968654,"benthopelagic","Miscellaneous demersal fishes",5.41836044985693,9500
"163","Cyclopterus lumpus",7.9,0.61,0.46,NA,NA,61,61,"Finfish","marine",3.9,3.64,"mainly animals (troph. 2.8 and up)",63.968654,"benthopelagic","Miscellaneous demersal fishes",5.41836044985693,9500
"164","Cynoglossus arel",NA,NA,NA,NA,NA,40,40,"Finfish","marine",3.3,3.25999999046326,"mainly animals (troph. 2.8 and up)",3.144341,"demersal","Flounders, halibuts, soles",0.348967522702774,NA
"165","Cynoscion arenarius",NA,NA,NA,NA,NA,63.5,63.5,"Finfish","marine",4.2,NA,"mainly animals (troph. 2.8 and up)",19.173773,"demersal","Miscellaneous coastal fishes",5.08922926374936,2780
"166","Cynoscion jamaicensis",NA,NA,NA,0.1792,0.2324,50,50,"Finfish","marine",3.8,3.84,"mainly animals (troph. 2.8 and up)",23.372169,"demersal","Miscellaneous coastal fishes",1.36760676245715,1000
"167","Cynoscion nothus",NA,NA,NA,NA,NA,36,36,"Finfish","marine",4,NA,"mainly animals (troph. 2.8 and up)",19.173773,"demersal","Miscellaneous coastal fishes",0.581266099671658,NA
"168","Cyprinus carpio",NA,NA,NA,NA,NA,120,15,"Finfish","freshwater",3.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0181699749922653,40090
"169","Cyprinus carpio",NA,NA,NA,NA,NA,120,15,"Finfish","freshwater",3.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0181699749922653,40090
"170","Cyprinus carpio",NA,NA,NA,NA,NA,120,15,"Finfish","freshwater",3.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0181699749922653,40090
"171","Cyprinus carpio",NA,NA,NA,NA,NA,120,15,"Finfish","freshwater",3.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0181699749922653,40090
"172","Cyprinus carpio",777.84,2.925714,1.6,NA,NA,120,15,"Finfish","freshwater",3.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0181699749922653,40090
"173","Cyprinus carpio",NA,NA,NA,NA,NA,120,15,"Finfish","freshwater",3.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0181699749922653,40090
"174","Cyprinus carpio",NA,NA,NA,0.014770112,0.06626769,120,6,"Finfish","freshwater",3.3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",15.190255,"benthopelagic","Carps, barbels and other cyprinids",0.00113925790640481,40090
"175","Cyprinus carpio",NA,NA,NA,0.015297616,0.06626769,120,6,"Finfish","freshwater",3.3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",14.967522,"benthopelagic","Carps, barbels and other cyprinids",0.00113925790640481,40090
"176","Cyprinus carpio",NA,NA,NA,NA,NA,120,48.9,"Finfish","freshwater",3.3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",7.031297,"benthopelagic","Carps, barbels and other cyprinids",1.26190408342821,40090
"177","Cyprinus carpio",NA,NA,NA,NA,NA,120,48.9,"Finfish","freshwater",3.3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",7.031297,"benthopelagic","Carps, barbels and other cyprinids",1.26190408342821,40090
"178","Cyprinus carpio",NA,NA,NA,NA,NA,120,48.9,"Finfish","freshwater",3.3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",7.031297,"benthopelagic","Carps, barbels and other cyprinids",1.26190408342821,40090
"179","Cyprinus carpio",870.26,1.639803,1.35,NA,NA,120,20,"Finfish","freshwater",2.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0970477006477872,40090
"180","Cyprinus carpio",636.89,1.379924,1.05,NA,NA,120,40.5,"Finfish","freshwater",2.4,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.694617055170104,40090
"181","Cyprinus carpio",728.35,4.22443,9.39,NA,NA,120,110,"Finfish","freshwater",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"182","Cyprinus carpio",NA,NA,NA,0.171254403,NA,120,110,"Finfish","marine",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",35.707481,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"183","Cyprinus carpio",21.45,0.165168,0.28,NA,NA,120,110,"Finfish","marine",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",35.707481,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"184","Cyprinus carpio",52,0.9,0.6,NA,NA,120,110,"Finfish","freshwater",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",41.53,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"185","Cyprinus carpio",NA,1.25,NA,NA,NA,120,110,"Finfish","freshwater",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",36.967401,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"186","Cyprinus carpio",69,0.9,0.6,NA,NA,120,110,"Finfish","freshwater",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",41.53,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"187","Cyprinus carpio",NA,NA,NA,0.039733144,0.055667084,120,110,"Finfish","freshwater",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",37,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"188","Cyprinus carpio",NA,NA,NA,0.011632,0.05816,120,110,"Finfish","freshwater",3,3.05,"plants/detritus+animals (troph. 2.2-2.79)",41.53,"benthopelagic","Carps, barbels and other cyprinids",18.2134053756912,40090
"189","Danio dangila",926.25,2.00925,2.17,NA,NA,15,15,"Finfish","freshwater",3,NA,NA,12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.0288824096190653,NA
"190","Dasyatis americana",NA,NA,NA,0.0133,0.0553,200,50,"Finfish","marine",3.5,3.72,"mainly animals (troph. 2.8 and up)",30.235901,"reef-associated","Sharks, rays, chimaeras",1.32644526755561,135630
"191","Dasyatis americana",NA,NA,NA,0.01,0.084,200,50,"Finfish","marine",3.5,3.72,"mainly animals (troph. 2.8 and up)",30.211137,"reef-associated","Sharks, rays, chimaeras",1.32644526755561,135630
"192","Dasyatis sabina",NA,NA,NA,0.007,0.059,61,61,"Finfish","marine",3.5,3.45000004768372,"mainly animals (troph. 2.8 and up)",25.304304,"demersal","Sharks, rays, chimaeras",NA,4870
"193","Dasyatis sabina",NA,NA,NA,0.0074,0.047,61,61,"Finfish","marine",3.5,3.45000004768372,"mainly animals (troph. 2.8 and up)",30.308808,"demersal","Sharks, rays, chimaeras",NA,4870
"194","Decapterus punctatus",NA,NA,NA,0.05849834,0.30967986,30,30,"Finfish","marine",4.3,3.26,"mainly animals (troph. 2.8 and up)",25.304304,"reef-associated","Miscellaneous pelagic fishes",0.31402627640662,300
"195","Decapterus punctatus",NA,NA,NA,0.10575312,0.7470817,30,30,"Finfish","marine",4.3,3.26,"mainly animals (troph. 2.8 and up)",25.304304,"reef-associated","Miscellaneous pelagic fishes",0.31402627640662,300
"196","Dentex dentex",NA,NA,NA,0.05028781,0.124360395,100,82,"Finfish","marine",4.5,4.5,"mainly animals (troph. 2.8 and up)",38.483333,"benthopelagic","Miscellaneous coastal fishes",10.6478533893633,14250
"197","Dentex maroccanus",NA,NA,NA,NA,NA,45,37,"Finfish","marine",3.85,3.85,"mainly animals (troph. 2.8 and up)",34.208024,"demersal","Miscellaneous coastal fishes",1.06159976981787,NA
"198","Dentex dentex",249.29,0.61166,0.71,0.13979822,0.4284139,100,100,"Finfish","marine",3.6,4.5,"mainly animals (troph. 2.8 and up)",4.565474,"benthopelagic","Miscellaneous coastal fishes",NA,14250
"199","Dentex dentex",NA,NA,NA,NA,NA,100,100,"Finfish","marine",3.6,4.5,"mainly animals (troph. 2.8 and up)",4.565474,"benthopelagic","Miscellaneous coastal fishes",NA,14250
"200","Dicentrarchus labrax",NA,NA,NA,0.054142144,0.075042604,103,100,"Finfish","marine",3.8,3.47,"mainly animals (troph. 2.8 and up)",36.5817,"demersal","Miscellaneous coastal fishes",11.4767877629273,12000
"201","Dicentrarchus labrax",NA,NA,NA,0.352387815,0.674479845,103,100,"Finfish","marine",3.8,3.47,"mainly animals (troph. 2.8 and up)",36.5817,"demersal","Miscellaneous coastal fishes",11.4767877629273,12000
"202","Dicentrarchus labrax",NA,NA,NA,0.072612096,0.091899684,103,100,"Finfish","marine",3.8,3.47,"mainly animals (troph. 2.8 and up)",36.5817,"demersal","Miscellaneous coastal fishes",11.4767877629273,12000
"203","Dicentrarchus labrax",NA,NA,NA,0.36861055,0.76913067,103,100,"Finfish","marine",3.8,3.47,"mainly animals (troph. 2.8 and up)",36.5817,"demersal","Miscellaneous coastal fishes",11.4767877629273,12000
"204","Dicentrarchus labrax",NA,1.0682,1.55,0.1232992,0.226824,103,100,"Finfish","marine",3.8,3.47,"mainly animals (troph. 2.8 and up)",39.019184,"demersal","Miscellaneous coastal fishes",11.4767877629273,12000
"205","Dicentrarchus labrax",NA,NA,NA,NA,NA,103,100,"Finfish","marine",3.8,3.47,"mainly animals (troph. 2.8 and up)",39.019184,"demersal","Miscellaneous coastal fishes",11.4767877629273,12000
"206","Diplodus annularis",NA,NA,NA,0.075960704,0.194097264,24,20,"Finfish","marine",3.54,3.21,"mainly animals (troph. 2.8 and up)",37.370157,"benthopelagic","Miscellaneous coastal fishes",0.185910598020571,NA
"207","Diplodus puntazzo",NA,NA,NA,0.068736612,0.179836076,60,49,"Finfish","marine",2.86,3.07,"mainly animals (troph. 2.8 and up)",38.41885,"benthopelagic","Miscellaneous coastal fishes",6.97088213267245,1680
"208","Diplodus puntazzo",NA,NA,NA,0.237884906,0.321803488,60,49,"Finfish","marine",2.86,3.07,"mainly animals (troph. 2.8 and up)",37.783915,"benthopelagic","Miscellaneous coastal fishes",6.97088213267245,1680
"209","Diplodus puntazzo",NA,NA,NA,0.038486368,0.062808608,60,49,"Finfish","marine",2.86,3.07,"mainly animals (troph. 2.8 and up)",37.370157,"benthopelagic","Miscellaneous coastal fishes",6.97088213267245,1680
"210","Diplodus vulgaris",NA,NA,NA,NA,NA,45,37,"Finfish","marine",3.24,3.34,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Miscellaneous coastal fishes",1.215672,1300
"211","Diplodus vulgaris",NA,NA,NA,0.04384796,0.181431276,45,37,"Finfish","marine",3.24,3.34,"mainly animals (troph. 2.8 and up)",37.370157,"benthopelagic","Miscellaneous coastal fishes",1.215672,1300
"212","Eleutheronema tetradactylum",NA,NA,NA,NA,NA,200,200,"Finfish","marine",4.1,4.11,"mainly animals (troph. 2.8 and up)",3.144341,"pelagic-neritic","Miscellaneous pelagic fishes",58.7710145359548,145000
"213","Elops saurus",NA,NA,NA,NA,NA,100,82,"Finfish","marine",3.95,4.11,"mainly animals (troph. 2.8 and up)",19.173773,"reef-associated","Miscellaneous coastal fishes",3.83003245915345,10060
"214","Engraulis encrasicolus",NA,NA,NA,0.1720829,0.312878,20,20,"Finfish","marine",3.11,3.10999989509582,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Herrings, sardines, anchovies",0.0536,NA
"215","Engraulis encrasicolus",NA,NA,NA,NA,NA,20,20,"Finfish","marine",3.11,3.10999989509582,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Herrings, sardines, anchovies",0.0536,NA
"216","Engraulis encrasicolus",NA,NA,NA,NA,NA,20,20,"Finfish","marine",3.11,3.10999989509582,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Herrings, sardines, anchovies",0.0536,NA
"217","Engraulis encrasicolus",NA,NA,NA,0.520800919,0.786013268,20,20,"Finfish","marine",3.11,3.10999989509582,"mainly animals (troph. 2.8 and up)",41.85509,"pelagic-neritic","Herrings, sardines, anchovies",0.0536,NA
"218","Engraulis encrasicolus",NA,NA,NA,0.881727265,1.16565215,20,20,"Finfish","marine",3.11,3.10999989509582,"mainly animals (troph. 2.8 and up)",41.85509,"pelagic-neritic","Herrings, sardines, anchovies",0.0536,NA
"219","Engraulis encrasicolus",NA,NA,NA,NA,NA,20,20,"Finfish","marine",3.11,3.10999989509582,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Herrings, sardines, anchovies",0.0536,NA
"220","Engraulis encrasicolus",NA,NA,NA,1.701033544,3.030125952,20,20,"Finfish","marine",3.11,3.10999989509582,"mainly animals (troph. 2.8 and up)",42.163403,"pelagic-neritic","Herrings, sardines, anchovies",0.0536,NA
"221","Epinephelus aeneus",NA,NA,NA,0.08989824,0.23826688,120,98,"Finfish","marine",4.02,4.02,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",14.2657360688643,25000
"222","Epinephelus aeneus",NA,NA,NA,0.072037925,0.22204631,120,98,"Finfish","marine",4.02,4.02,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",14.2657360688643,25000
"223","Epinephelus aeneus",NA,NA,NA,0.111803643,0.21686959,120,98,"Finfish","marine",4.02,4.02,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",14.2657360688643,25000
"224","Epinephelus aeneus",NA,NA,NA,0.087199302,0.27315444,120,98,"Finfish","marine",4.02,4.02,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",14.2657360688643,25000
"225","Epinephelus aeneus",NA,NA,NA,0.09970389,0.32723328,120,98,"Finfish","marine",4.02,4.02,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",14.2657360688643,25000
