species,CA_mg,ZN_mg,FE_mg,EPA_g,DHA_g,Length,max_length,Subgroup,Habitat,TL,FoodTroph,Herbivory2,Abs_lat,DemersPelag,taxon
Coregonus lavaretus,NA,NA,NA,0.1961604,0.145304,73,100,Finfish,freshwater,3.1,3.15000009536743,mainly animals (troph. 2.8 and up),42.606001,demersal,"Salmons, trouts, smelts"
Coregonus lavaretus,NA,NA,NA,NA,NA,73,100,Finfish,freshwater,3.1,3.15000009536743,mainly animals (troph. 2.8 and up),61.92411,demersal,"Salmons, trouts, smelts"
Coregonus lavaretus,NA,NA,NA,NA,NA,73,100,Finfish,freshwater,3.1,3.15000009536743,mainly animals (troph. 2.8 and up),61.341081,demersal,"Salmons, trouts, smelts"
Coregonus lavaretus,NA,NA,NA,NA,NA,73,100,Finfish,freshwater,3.1,3.15000009536743,mainly animals (troph. 2.8 and up),61.508114,demersal,"Salmons, trouts, smelts"
Coregonus lavaretus,NA,NA,NA,NA,NA,73,100,Finfish,freshwater,3.1,3.15000009536743,mainly animals (troph. 2.8 and up),61.508114,demersal,"Salmons, trouts, smelts"
Coregonus lavaretus,NA,NA,NA,NA,NA,73,100,Finfish,freshwater,3.1,3.15000009536743,mainly animals (troph. 2.8 and up),61.341081,demersal,"Salmons, trouts, smelts"
Coregonus lavaretus,NA,NA,NA,NA,NA,73,100,Finfish,freshwater,3.1,3.15000009536743,mainly animals (troph. 2.8 and up),61.92411,demersal,"Salmons, trouts, smelts"
Cyclocheilichthys apogon,1130.22,2.02878,0.68,NA,NA,25,25,Finfish,freshwater,2.8,3.1,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyclopterus lumpus,NA,NA,NA,1.988751156,2.012968768,61,61,Finfish,marine,3.9,3.64,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,Miscellaneous demersal fishes
Cyclopterus lumpus,NA,NA,NA,1.39754671,1.463037526,61,61,Finfish,marine,3.9,3.64,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,Miscellaneous demersal fishes
Cyclopterus lumpus,NA,NA,NA,1.436085114,1.522607588,61,61,Finfish,marine,3.9,3.64,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,Miscellaneous demersal fishes
Cyclopterus lumpus,7.9,0.61,0.46,NA,NA,61,61,Finfish,marine,3.9,3.64,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,Miscellaneous demersal fishes
Cynoglossus arel,NA,NA,NA,NA,NA,40,40,Finfish,marine,3.3,3.25999999046326,mainly animals (troph. 2.8 and up),3.144341,demersal,"Flounders, halibuts, soles"
Cynoscion arenarius,NA,NA,NA,NA,NA,63.5,63.5,Finfish,marine,4.2,NA,mainly animals (troph. 2.8 and up),19.173773,demersal,Miscellaneous coastal fishes
Cynoscion jamaicensis,NA,NA,NA,0.1792,0.2324,50,50,Finfish,marine,3.8,3.84,mainly animals (troph. 2.8 and up),23.372169,demersal,Miscellaneous coastal fishes
Cynoscion nothus,NA,NA,NA,NA,NA,36,36,Finfish,marine,4,NA,mainly animals (troph. 2.8 and up),19.173773,demersal,Miscellaneous coastal fishes
Cyprinus carpio,NA,NA,NA,NA,NA,120,15,Finfish,freshwater,3.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,NA,NA,120,15,Finfish,freshwater,3.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,NA,NA,120,15,Finfish,freshwater,3.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,NA,NA,120,15,Finfish,freshwater,3.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,777.84,2.925714,1.6,NA,NA,120,15,Finfish,freshwater,3.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,NA,NA,120,15,Finfish,freshwater,3.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,0.014770112,0.06626769,120,6,Finfish,freshwater,3.3,3.05,plants/detritus+animals (troph. 2.2-2.79),15.190255,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,0.015297616,0.06626769,120,6,Finfish,freshwater,3.3,3.05,plants/detritus+animals (troph. 2.2-2.79),14.967522,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,NA,NA,120,48.9,Finfish,freshwater,3.3,3.05,plants/detritus+animals (troph. 2.2-2.79),7.031297,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,NA,NA,120,48.9,Finfish,freshwater,3.3,3.05,plants/detritus+animals (troph. 2.2-2.79),7.031297,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,NA,NA,120,48.9,Finfish,freshwater,3.3,3.05,plants/detritus+animals (troph. 2.2-2.79),7.031297,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,870.26,1.639803,1.35,NA,NA,120,20,Finfish,freshwater,2.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,636.89,1.379924,1.05,NA,NA,120,40.5,Finfish,freshwater,2.4,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,728.35,4.22443,9.39,NA,NA,120,110,Finfish,freshwater,3,3.05,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,0.171254403,NA,120,110,Finfish,marine,3,3.05,plants/detritus+animals (troph. 2.2-2.79),35.707481,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,21.45,0.165168,0.28,NA,NA,120,110,Finfish,marine,3,3.05,plants/detritus+animals (troph. 2.2-2.79),35.707481,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,52,0.9,0.6,NA,NA,120,110,Finfish,freshwater,3,3.05,plants/detritus+animals (troph. 2.2-2.79),41.53,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,1.25,NA,NA,NA,120,110,Finfish,freshwater,3,3.05,plants/detritus+animals (troph. 2.2-2.79),36.967401,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,69,0.9,0.6,NA,NA,120,110,Finfish,freshwater,3,3.05,plants/detritus+animals (troph. 2.2-2.79),41.53,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,0.039733144,0.055667084,120,110,Finfish,freshwater,3,3.05,plants/detritus+animals (troph. 2.2-2.79),37,benthopelagic,"Carps, barbels and other cyprinids"
Cyprinus carpio,NA,NA,NA,0.011632,0.05816,120,110,Finfish,freshwater,3,3.05,plants/detritus+animals (troph. 2.2-2.79),41.53,benthopelagic,"Carps, barbels and other cyprinids"
Danio dangila,926.25,2.00925,2.17,NA,NA,15,15,Finfish,freshwater,3,NA,NA,12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Dasyatis americana,NA,NA,NA,0.0133,0.0553,200,50,Finfish,marine,3.5,3.72,mainly animals (troph. 2.8 and up),30.235901,reef-associated,"Sharks, rays, chimaeras"
Dasyatis americana,NA,NA,NA,0.01,0.084,200,50,Finfish,marine,3.5,3.72,mainly animals (troph. 2.8 and up),30.211137,reef-associated,"Sharks, rays, chimaeras"
Dasyatis sabina,NA,NA,NA,0.007,0.059,61,61,Finfish,marine,3.5,3.45000004768372,mainly animals (troph. 2.8 and up),25.304304,demersal,"Sharks, rays, chimaeras"
Dasyatis sabina,NA,NA,NA,0.0074,0.047,61,61,Finfish,marine,3.5,3.45000004768372,mainly animals (troph. 2.8 and up),30.308808,demersal,"Sharks, rays, chimaeras"
Decapterus punctatus,NA,NA,NA,0.05849834,0.30967986,30,30,Finfish,marine,4.3,3.26,mainly animals (troph. 2.8 and up),25.304304,reef-associated,Miscellaneous pelagic fishes
Decapterus punctatus,NA,NA,NA,0.10575312,0.7470817,30,30,Finfish,marine,4.3,3.26,mainly animals (troph. 2.8 and up),25.304304,reef-associated,Miscellaneous pelagic fishes
Dentex dentex,NA,NA,NA,0.05028781,0.124360395,100,82,Finfish,marine,4.5,4.5,mainly animals (troph. 2.8 and up),38.483333,benthopelagic,Miscellaneous coastal fishes
Dentex maroccanus,NA,NA,NA,NA,NA,45,37,Finfish,marine,3.85,3.85,mainly animals (troph. 2.8 and up),34.208024,demersal,Miscellaneous coastal fishes
Dentex dentex,249.29,0.61166,0.71,0.13979822,0.4284139,100,100,Finfish,marine,3.6,4.5,mainly animals (troph. 2.8 and up),4.565474,benthopelagic,Miscellaneous coastal fishes
Dentex dentex,NA,NA,NA,NA,NA,100,100,Finfish,marine,3.6,4.5,mainly animals (troph. 2.8 and up),4.565474,benthopelagic,Miscellaneous coastal fishes
Dicentrarchus labrax,NA,NA,NA,0.054142144,0.075042604,103,100,Finfish,marine,3.8,3.47,mainly animals (troph. 2.8 and up),36.5817,demersal,Miscellaneous coastal fishes
Dicentrarchus labrax,NA,NA,NA,0.352387815,0.674479845,103,100,Finfish,marine,3.8,3.47,mainly animals (troph. 2.8 and up),36.5817,demersal,Miscellaneous coastal fishes
Dicentrarchus labrax,NA,NA,NA,0.072612096,0.091899684,103,100,Finfish,marine,3.8,3.47,mainly animals (troph. 2.8 and up),36.5817,demersal,Miscellaneous coastal fishes
Dicentrarchus labrax,NA,NA,NA,0.36861055,0.76913067,103,100,Finfish,marine,3.8,3.47,mainly animals (troph. 2.8 and up),36.5817,demersal,Miscellaneous coastal fishes
Dicentrarchus labrax,NA,1.0682,1.55,0.1232992,0.226824,103,100,Finfish,marine,3.8,3.47,mainly animals (troph. 2.8 and up),39.019184,demersal,Miscellaneous coastal fishes
Dicentrarchus labrax,NA,NA,NA,NA,NA,103,100,Finfish,marine,3.8,3.47,mainly animals (troph. 2.8 and up),39.019184,demersal,Miscellaneous coastal fishes
Diplodus annularis,NA,NA,NA,0.075960704,0.194097264,24,20,Finfish,marine,3.54,3.21,mainly animals (troph. 2.8 and up),37.370157,benthopelagic,Miscellaneous coastal fishes
Diplodus puntazzo,NA,NA,NA,0.068736612,0.179836076,60,49,Finfish,marine,2.86,3.07,mainly animals (troph. 2.8 and up),38.41885,benthopelagic,Miscellaneous coastal fishes
Diplodus puntazzo,NA,NA,NA,0.237884906,0.321803488,60,49,Finfish,marine,2.86,3.07,mainly animals (troph. 2.8 and up),37.783915,benthopelagic,Miscellaneous coastal fishes
Diplodus puntazzo,NA,NA,NA,0.038486368,0.062808608,60,49,Finfish,marine,2.86,3.07,mainly animals (troph. 2.8 and up),37.370157,benthopelagic,Miscellaneous coastal fishes
Diplodus vulgaris,NA,NA,NA,NA,NA,45,37,Finfish,marine,3.24,3.34,mainly animals (troph. 2.8 and up),39.019184,benthopelagic,Miscellaneous coastal fishes
Diplodus vulgaris,NA,NA,NA,0.04384796,0.181431276,45,37,Finfish,marine,3.24,3.34,mainly animals (troph. 2.8 and up),37.370157,benthopelagic,Miscellaneous coastal fishes
Eleutheronema tetradactylum,NA,NA,NA,NA,NA,200,200,Finfish,marine,4.1,4.11,mainly animals (troph. 2.8 and up),3.144341,pelagic-neritic,Miscellaneous pelagic fishes
Elops saurus,NA,NA,NA,NA,NA,100,82,Finfish,marine,3.95,4.11,mainly animals (troph. 2.8 and up),19.173773,reef-associated,Miscellaneous coastal fishes
Engraulis encrasicolus,NA,NA,NA,0.1720829,0.312878,20,20,Finfish,marine,3.11,3.10999989509582,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Engraulis encrasicolus,NA,NA,NA,NA,NA,20,20,Finfish,marine,3.11,3.10999989509582,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Engraulis encrasicolus,NA,NA,NA,NA,NA,20,20,Finfish,marine,3.11,3.10999989509582,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Engraulis encrasicolus,NA,NA,NA,0.520800919,0.786013268,20,20,Finfish,marine,3.11,3.10999989509582,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,"Herrings, sardines, anchovies"
Engraulis encrasicolus,NA,NA,NA,0.881727265,1.16565215,20,20,Finfish,marine,3.11,3.10999989509582,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,"Herrings, sardines, anchovies"
Engraulis encrasicolus,NA,NA,NA,NA,NA,20,20,Finfish,marine,3.11,3.10999989509582,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Engraulis encrasicolus,NA,NA,NA,1.701033544,3.030125952,20,20,Finfish,marine,3.11,3.10999989509582,mainly animals (troph. 2.8 and up),42.163403,pelagic-neritic,"Herrings, sardines, anchovies"
Epinephelus aeneus,NA,NA,NA,0.08989824,0.23826688,120,98,Finfish,marine,4.02,4.02,mainly animals (troph. 2.8 and up),18.1,demersal,Miscellaneous coastal fishes
Epinephelus aeneus,NA,NA,NA,0.072037925,0.22204631,120,98,Finfish,marine,4.02,4.02,mainly animals (troph. 2.8 and up),18.1,demersal,Miscellaneous coastal fishes
Epinephelus aeneus,NA,NA,NA,0.111803643,0.21686959,120,98,Finfish,marine,4.02,4.02,mainly animals (troph. 2.8 and up),18.1,demersal,Miscellaneous coastal fishes
Epinephelus aeneus,NA,NA,NA,0.087199302,0.27315444,120,98,Finfish,marine,4.02,4.02,mainly animals (troph. 2.8 and up),18.1,demersal,Miscellaneous coastal fishes
Epinephelus aeneus,NA,NA,NA,0.09970389,0.32723328,120,98,Finfish,marine,4.02,4.02,mainly animals (troph. 2.8 and up),18.1,demersal,Miscellaneous coastal fishes
Epinephelus aeneus,NA,NA,NA,0.087734448,0.28838638,120,98,Finfish,marine,4.02,4.02,mainly animals (troph. 2.8 and up),18.1,demersal,Miscellaneous coastal fishes
Epinephelus coioides,NA,NA,NA,NA,NA,120,100,Finfish,marine,3.93,3.95,mainly animals (troph. 2.8 and up),37.370157,reef-associated,Miscellaneous coastal fishes
Epinephelus sexfasciatus,NA,NA,NA,NA,NA,40,40,Finfish,marine,3.8,NA,mainly animals (troph. 2.8 and up),9.71212,reef-associated,Miscellaneous coastal fishes
Epinephelus sexfasciatus,NA,NA,NA,NA,NA,40,40,Finfish,marine,3.8,NA,mainly animals (troph. 2.8 and up),3.144341,reef-associated,Miscellaneous coastal fishes
Esomus danricus,NA,NA,NA,NA,NA,13,13,Finfish,freshwater,2.6,NA,plants/detritus+animals (troph. 2.2-2.79),24.4333,benthopelagic,"Carps, barbels and other cyprinids"
Esomus danricus,NA,NA,NA,NA,NA,13,13,Finfish,freshwater,2.6,NA,plants/detritus+animals (troph. 2.2-2.79),24.4333,benthopelagic,"Carps, barbels and other cyprinids"
Esomus danricus,NA,NA,NA,NA,NA,13,13,Finfish,freshwater,2.6,NA,plants/detritus+animals (troph. 2.2-2.79),24.4333,benthopelagic,"Carps, barbels and other cyprinids"
Esomus danricus,NA,NA,NA,NA,NA,13,13,Finfish,freshwater,2.6,NA,plants/detritus+animals (troph. 2.2-2.79),24.4333,benthopelagic,"Carps, barbels and other cyprinids"
Esox lucius,NA,NA,NA,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),61.92411,demersal,Miscellaneous freshwater fishes
Esox lucius,7,1.1,0.1,0.07,0.3,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),54.758294,demersal,Miscellaneous freshwater fishes
Esox lucius,8,1,0.1,0.07,0.3,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),52.636704,demersal,Miscellaneous freshwater fishes
Esox lucius,11.89,0.62663,0.1,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),54.084241,demersal,Miscellaneous freshwater fishes
Esox lucius,10.65,0.613815,0.11,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),54.117096,demersal,Miscellaneous freshwater fishes
Esox lucius,10.46,1.155616,0.09,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),54.117096,demersal,Miscellaneous freshwater fishes
Esox lucius,NA,NA,NA,0.008528929,0.035752452,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),53.642046,demersal,Miscellaneous freshwater fishes
Esox lucius,NA,NA,NA,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),61.92411,demersal,Miscellaneous freshwater fishes
Esox lucius,NA,NA,NA,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),61.341081,demersal,Miscellaneous freshwater fishes
Esox lucius,NA,NA,NA,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),61.341081,demersal,Miscellaneous freshwater fishes
Esox lucius,NA,NA,NA,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),61.508114,demersal,Miscellaneous freshwater fishes
Esox lucius,NA,NA,NA,NA,NA,137,137,Finfish,freshwater,4.1,4.40000009536743,mainly animals (troph. 2.8 and up),61.508114,demersal,Miscellaneous freshwater fishes
Etmopterus princeps,NA,NA,NA,NA,NA,75,75,Finfish,marine,4.2,NA,mainly animals (troph. 2.8 and up),57.596278,bathydemersal,"Sharks, rays, chimaeras"
Euthynnus alletteratus,NA,NA,NA,0.52938516,3.38199564,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Euthynnus alletteratus,NA,NA,NA,0.184565708,1.975786273,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Euthynnus alletteratus,NA,NA,NA,0.06724846,0.44635083,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Euthynnus alletteratus,NA,NA,NA,0.49736541,2.226654055,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Euthynnus alletteratus,NA,NA,NA,0.302160608,1.037595568,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Euthynnus alletteratus,NA,NA,NA,0.12614448,0.880646151,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Euthynnus alletteratus,NA,NA,NA,0.160107724,1.494996014,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Euthynnus alletteratus,NA,NA,NA,0.563116026,2.361909852,122,100,Finfish,marine,4.4,3.98,mainly animals (troph. 2.8 and up),37.509726,reef-associated,"Tunas, bonitos, billfishes"
Eutrigla gurnardus,NA,NA,NA,NA,NA,60,53,Finfish,marine,3.57,4.37,mainly animals (troph. 2.8 and up),62.1,demersal,Miscellaneous demersal fishes
Eutrigla gurnardus,NA,NA,NA,NA,NA,60,53,Finfish,marine,3.57,4.37,mainly animals (troph. 2.8 and up),62.1,demersal,Miscellaneous demersal fishes
Eutrigla gurnardus,NA,NA,NA,NA,NA,60,53,Finfish,marine,3.57,4.37,mainly animals (troph. 2.8 and up),62.1,demersal,Miscellaneous demersal fishes
Eutrigla gurnardus,NA,NA,NA,NA,NA,60,53,Finfish,marine,3.57,4.37,mainly animals (troph. 2.8 and up),56.511018,demersal,Miscellaneous demersal fishes
Gadus macrocephalus,13.3,0.3731,0.16,NA,NA,119,100,Finfish,marine,4.01,4.37,mainly animals (troph. 2.8 and up),56.167222,demersal,"Cods, hakes, haddocks"
Gadus macrocephalus,NA,NA,NA,NA,NA,119,100,Finfish,marine,4.01,4.37,mainly animals (troph. 2.8 and up),46.25,demersal,"Cods, hakes, haddocks"
Gadus macrocephalus,11.3,0.3627,0.17,NA,NA,119,100,Finfish,marine,4.01,4.37,mainly animals (troph. 2.8 and up),54.586138,demersal,"Cods, hakes, haddocks"
Gadus macrocephalus,10.8,0.416,0.21,NA,NA,119,100,Finfish,marine,4.01,4.37,mainly animals (troph. 2.8 and up),48.383118,demersal,"Cods, hakes, haddocks"
Gadus macrocephalus,NA,NA,NA,0.054679898,0.144061265,119,100,Finfish,marine,4.01,4.37,mainly animals (troph. 2.8 and up),57.79,demersal,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,0.073775946,0.18396877,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,NA,NA,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,NA,NA,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,NA,NA,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,NA,NA,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,0.05697345,0.129272235,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,0.057327117,0.14931632,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,0.063226,0.152914,200,200,Finfish,marine,4.4,4.29,mainly animals (troph. 2.8 and up),65.882236,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,NA,NA,200,186,Finfish,marine,4.42,4.29,mainly animals (troph. 2.8 and up),61.92411,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,NA,NA,200,186,Finfish,marine,4.42,4.29,mainly animals (troph. 2.8 and up),62.1,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,0.004089305,0.027430143,200,186,Finfish,marine,4.42,4.29,mainly animals (troph. 2.8 and up),55.028022,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,NA,NA,NA,NA,NA,200,186,Finfish,marine,4.42,4.29,mainly animals (troph. 2.8 and up),62.1,benthopelagic,"Cods, hakes, haddocks"
Gadus morhua,8.7,0.34,0.12,NA,NA,200,186,Finfish,marine,4.42,4.29,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Cods, hakes, haddocks"
Gasterochisma melampus,11,0.5,0.9,0.087873,0.32737,164,164,Finfish,marine,4.4,4.35,mainly animals (troph. 2.8 and up),36.102376,pelagic-oceanic,"Tunas, bonitos, billfishes"
Gudusia chapra,NA,NA,NA,NA,NA,20,20,Finfish,freshwater,3.3,NA,NA,24.4333,pelagic,Shads
