,Food.Item.ID,species,taxon,max_size,max_length,TL,lwA,lwB,Habitat,Subgroup,Abs_lat,Latitude,max_length_study,nutrient,concentration,RDI
10003,45,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.8,FE_mg,7.25,18
10373,45,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.8,HG_mcg,NA,NA
10743,45,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.8,PROTEIN,NA,50
10188,45,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.8,ZN_mg,1.86,11
9819,46,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.4,DHA_g,NA,1
9634,46,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.4,EPA_g,NA,1
10559,46,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.4,FAT,NA,70
10004,46,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.4,FE_mg,10.1,18
10374,46,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.4,HG_mcg,NA,NA
10744,46,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.4,PROTEIN,NA,50
10189,46,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.4,ZN_mg,2.42,11
9820,47,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.4,DHA_g,NA,1
9635,47,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.4,EPA_g,NA,1
10560,47,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.4,FAT,NA,70
10005,47,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.4,FE_mg,8.62,18
10375,47,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.4,HG_mcg,NA,NA
10745,47,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.4,PROTEIN,NA,50
10190,47,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.4,ZN_mg,1.84,11
9821,48,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.1,DHA_g,NA,1
9636,48,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.1,EPA_g,NA,1
10561,48,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.1,FAT,NA,70
10006,48,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.1,FE_mg,13.1,18
10376,48,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.1,HG_mcg,NA,NA
10746,48,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.1,PROTEIN,NA,50
10191,48,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.1,ZN_mg,1.52,11
9822,49,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.7,DHA_g,NA,1
9637,49,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.7,EPA_g,NA,1
10562,49,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.7,FAT,NA,70
10007,49,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.7,FE_mg,8.56,18
10377,49,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.7,HG_mcg,NA,NA
10747,49,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.7,PROTEIN,NA,50
10192,49,Penaeus semisulcatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,2.7,ZN_mg,2.1,11
9864,50,Litopenaeus vannamei,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.3,DHA_g,NA,1
9679,50,Litopenaeus vannamei,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.3,EPA_g,NA,1
10604,50,Litopenaeus vannamei,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.3,FAT,NA,70
10049,50,Litopenaeus vannamei,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.3,FE_mg,4.54,18
10419,50,Litopenaeus vannamei,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.3,HG_mcg,NA,NA
10789,50,Litopenaeus vannamei,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.3,PROTEIN,NA,50
10234,50,Litopenaeus vannamei,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.3,ZN_mg,1.43,11
9865,56,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.22,DHA_g,NA,1
9680,56,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.22,EPA_g,NA,1
10605,56,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.22,FAT,NA,70
10050,56,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.22,FE_mg,7.08,18
10420,56,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.22,HG_mcg,NA,NA
10790,56,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.22,PROTEIN,NA,50
10235,56,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.22,ZN_mg,0.785,11
9866,57,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.5,DHA_g,NA,1
9681,57,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.5,EPA_g,NA,1
10606,57,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.5,FAT,NA,70
10051,57,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.5,FE_mg,2.85,18
10421,57,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.5,HG_mcg,NA,NA
10791,57,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.5,PROTEIN,NA,50
10236,57,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.5,ZN_mg,1.15,11
9867,58,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.11,DHA_g,NA,1
9682,58,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.11,EPA_g,NA,1
10607,58,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.11,FAT,NA,70
10052,58,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.11,FE_mg,1.97,18
10422,58,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.11,HG_mcg,NA,NA
10792,58,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.11,PROTEIN,NA,50
10237,58,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,5.11,ZN_mg,1.02,11
9868,59,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.64,DHA_g,NA,1
9683,59,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.64,EPA_g,NA,1
10608,59,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.64,FAT,NA,70
10053,59,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.64,FE_mg,8.05,18
10423,59,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.64,HG_mcg,NA,NA
10793,59,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.64,PROTEIN,NA,50
10238,59,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,3.64,ZN_mg,0.793,11
9869,60,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.05,DHA_g,NA,1
9684,60,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.05,EPA_g,NA,1
10609,60,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.05,FAT,NA,70
10054,60,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.05,FE_mg,4.39,18
10424,60,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.05,HG_mcg,NA,NA
10794,60,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.05,PROTEIN,NA,50
10239,60,Portunus trituberculatus,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.05,ZN_mg,0.862,11
9870,61,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.85,DHA_g,NA,1
9685,61,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.85,EPA_g,NA,1
10610,61,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.85,FAT,NA,70
10055,61,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.85,FE_mg,3.44,18
10425,61,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.85,HG_mcg,NA,NA
10795,61,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.85,PROTEIN,NA,50
10240,61,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,4.85,ZN_mg,0.967,11
9871,62,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,DHA_g,NA,1
9686,62,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,EPA_g,NA,1
10611,62,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,FAT,NA,70
10056,62,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,FE_mg,3.775,18
10426,62,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,HG_mcg,NA,NA
10796,62,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,PROTEIN,NA,50
10241,62,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,ZN_mg,2.126,11
9872,63,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,DHA_g,NA,1
9687,63,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,EPA_g,NA,1
10612,63,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,FAT,NA,70
10057,63,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,FE_mg,8.257,18
10427,63,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,HG_mcg,NA,NA
10797,63,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,PROTEIN,NA,50
10242,63,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,ZN_mg,0.911,11
9873,64,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,DHA_g,NA,1
9688,64,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,EPA_g,NA,1
10613,64,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,FAT,NA,70
10058,64,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,FE_mg,27.613,18
10428,64,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,HG_mcg,NA,NA
10798,64,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,PROTEIN,NA,50
10243,64,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,NA,ZN_mg,2.025,11
9874,65,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,24.6,DHA_g,NA,1
9689,65,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,24.6,EPA_g,NA,1
10614,65,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,24.6,FAT,NA,70
10059,65,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,24.6,FE_mg,10.75505,18
10429,65,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,24.6,HG_mcg,NA,NA
10799,65,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,24.6,PROTEIN,NA,50
10244,65,Scylla paramamosain,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,24.6,ZN_mg,1.0241,11
9836,66,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,31.52,DHA_g,NA,1
9651,66,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,31.52,EPA_g,NA,1
10576,66,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,31.52,FAT,NA,70
10021,66,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,31.52,FE_mg,33.55455,18
10391,66,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,31.52,HG_mcg,NA,NA
10761,66,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,31.52,PROTEIN,NA,50
10206,66,Xiphopenaeus kroyeri,NA,NA,NA,NA,NA,NA,NA,Crustacean,NA,NA,31.52,ZN_mg,1.75985,11
2472,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,DHA_g,NA,1
1284,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
4848,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,ZN_mg,NA,11
3660,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,FE_mg,NA,18
8412,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,PROTEIN,17.9,56
7224,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,FAT,NA,70
96,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,CA_mg,NA,1200
6036,900001,Barbonymus goniontus,"Carps, barbels and other cyprinids",0.694617055,40.5,2.4,0.01514,2.9,freshwater,Finfish,15.484682,15.484682,NA,HG_mcg,NA,NA
3030,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,DHA_g,NA,1
1842,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
5406,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,ZN_mg,NA,11
4218,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,FE_mg,NA,18
8970,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,PROTEIN,19.8,56
7782,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,FAT,NA,70
654,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,CA_mg,NA,1200
6594,900004,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,15.484682,15.484682,NA,HG_mcg,NA,NA
3080,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,DHA_g,NA,1
1892,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
5456,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,ZN_mg,NA,11
4268,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,FE_mg,NA,18
9020,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,PROTEIN,17,56
7832,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,FAT,NA,70
704,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,CA_mg,NA,1200
6644,900007,Pangasius hypophthalamus,Miscellaneous freshwater fishes,NA,130,3.1,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,HG_mcg,NA,NA
2564,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,DHA_g,NA,1
1376,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
4940,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,ZN_mg,NA,11
3752,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,FE_mg,NA,18
8504,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,PROTEIN,17.8,56
7316,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,FAT,NA,70
188,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,CA_mg,NA,1200
6128,900010,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.484682,15.484682,NA,HG_mcg,NA,NA
2528,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,DHA_g,NA,1
1340,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
4904,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,ZN_mg,NA,11
3716,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,FE_mg,NA,18
8468,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,PROTEIN,19.9,56
7280,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,FAT,NA,70
152,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,CA_mg,NA,1200
6092,900014,Channa striata,Miscellaneous freshwater fishes,7.582467441,100,3.7,0.01096,2.92,freshwater,Finfish,15.484682,15.484682,NA,HG_mcg,NA,NA
2934,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,DHA_g,NA,1
1746,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
5310,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,ZN_mg,NA,11
4122,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,FE_mg,NA,18
8874,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,PROTEIN,20.3,56
7686,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,FAT,NA,70
558,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,CA_mg,NA,1200
6498,900018,Monopterus albus,Miscellaneous freshwater fishes,0.935962284,100,2.9,0.00071,3.06,freshwater,Finfish,15.484682,15.484682,NA,HG_mcg,NA,NA
2991,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,DHA_g,NA,1
1803,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,EPA_g,NA,1
5367,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,ZN_mg,NA,11
4179,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,FE_mg,NA,18
8931,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,PROTEIN,16.7,56
7743,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,FAT,NA,70
615,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,CA_mg,NA,1200
6555,900020,Notopterus spp,Miscellaneous freshwater fishes,NA,122,3.7,NA,NA,freshwater,Finfish,15.484682,15.484682,NA,HG_mcg,NA,NA
2808,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,DHA_g,NA,1
1620,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,EPA_g,NA,1
5184,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,ZN_mg,NA,11
3996,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,FE_mg,NA,18
8748,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,PROTEIN,22,56
7560,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,FAT,NA,70
432,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,CA_mg,NA,1200
6372,900026,Lates calcarifer,Miscellaneous diadromous fishes,54.27487213,162,4.35,0.0107,3.034699917,marine,Finfish,9.71212,9.71212,NA,HG_mcg,NA,NA
2855,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,DHA_g,NA,1
1667,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,EPA_g,NA,1
5231,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,ZN_mg,NA,11
4043,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,FE_mg,NA,18
8795,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,PROTEIN,18.1,56
7607,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,FAT,NA,70
479,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,CA_mg,NA,1200
6419,900029,Lutjanus malabaricus,Miscellaneous coastal fishes,14.05950801,100,4.46,0.0207,2.915999889,marine,Finfish,9.71212,9.71212,NA,HG_mcg,NA,NA
2701,900033,Epinephelus sexfasciatus,Miscellaneous coastal fishes,0.847473809,40,3.8,0.0123,3.02,marine,Finfish,9.71212,9.71212,NA,DHA_g,NA,1
1513,900033,Epinephelus sexfasciatus,Miscellaneous coastal fishes,0.847473809,40,3.8,0.0123,3.02,marine,Finfish,9.71212,9.71212,NA,EPA_g,NA,1
5077,900033,Epinephelus sexfasciatus,Miscellaneous coastal fishes,0.847473809,40,3.8,0.0123,3.02,marine,Finfish,9.71212,9.71212,NA,ZN_mg,NA,11
